CaseID,Activity,CompleteTimestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber,CumTimeInterval
3,,,,,,,,,,,,
3,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-10 10:03:15+00:00,STAFF MEMBER,SUPERVISOR,project 147556,task 147557,organizational unit 65463,0.0,34.25224607843211,activity 505,request for payment number 149217,89157.0
3,,,,,,,,,,,,
3,Payment Handled,2017-01-12 17:31:32+00:00,SYSTEM,UNDEFINED,project 147556,task 147557,organizational unit 65463,0.0,34.25224607843211,activity 505,request for payment number 149217,288854.0
4,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 13:21:51+00:00,STAFF MEMBER,EMPLOYEE,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,14673.0
4,,,,,,,,,,,,
4,Request For Payment REJECTED by MISSING,2017-01-10 15:34:19+00:00,STAFF MEMBER,MISSING,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,109021.0
4,,,,,,,,,,,,
4,Request For Payment APPROVED by PRE_APPROVER,2017-06-12 12:04:02+00:00,STAFF MEMBER,PRE_APPROVER,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,13315604.0
4,,,,,,,,,,,,
4,Request Payment,2017-06-13 13:02:08+00:00,SYSTEM,UNDEFINED,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,13405490.0
4,,,,,,,,,,,,
5,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 13:26:20+00:00,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,14942.0
5,,,,,,,,,,,,
5,Request For Payment REJECTED by MISSING,2017-01-10 15:33:09+00:00,STAFF MEMBER,MISSING,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,108951.0
5,,,,,,,,,,,,
5,Request For Payment APPROVED by PRE_APPROVER,2017-06-12 12:08:14+00:00,STAFF MEMBER,PRE_APPROVER,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,13315856.0
5,,,,,,,,,,,,
5,Request Payment,2017-06-13 13:00:10+00:00,SYSTEM,UNDEFINED,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,13405372.0
5,,,,,,,,,,,,
6,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 14:56:59+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598,106781.0
6,,,,,,,,,,,,
6,Request Payment,2017-01-25 11:35:31+00:00,SYSTEM,UNDEFINED,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598,1390693.0
6,,,,,,,,,,,,
7,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 15:02:39+00:00,STAFF MEMBER,EMPLOYEE,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370,107121.0
7,,,,,,,,,,,,
7,Request Payment,2017-01-25 11:34:47+00:00,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370,1390649.0
7,,,,,,,,,,,,
8,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 15:18:56+00:00,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224,108098.0
8,,,,,,,,,,,,
8,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-10 15:26:13+00:00,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224,108535.0
8,,,,,,,,,,,,
8,Payment Handled,2017-01-12 17:31:32+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224,288854.0
9,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 17:19:05+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831,115307.0
9,,,,,,,,,,,,
9,Request Payment,2017-01-12 10:04:27+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831,262029.0
9,,,,,,,,,,,,
10,Request For Payment SUBMITTED by EMPLOYEE,2017-01-11 11:48:40+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630,181882.0
10,,,,,,,,,,,,
10,Request Payment,2017-01-25 11:33:08+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630,1390550.0
10,,,,,,,,,,,,
11,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 09:07:24+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895,258606.0
11,,,,,,,,,,,,
11,Request Payment,2017-01-13 14:13:51+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895,363393.0
11,,,,,,,,,,,,
12,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 11:12:33+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899,266115.0
12,,,,,,,,,,,,
12,Request Payment,2017-01-13 14:12:38+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899,363320.0
12,,,,,,,,,,,,
13,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 11:38:27+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634,267669.0
13,,,,,,,,,,,,
13,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-17 10:42:06+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634,696288.0
13,,,,,,,,,,,,
13,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634,1239301.0
14,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 14:52:53+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909,279335.0
14,,,,,,,,,,,,
14,Request For Payment FINAL_APPROVED by DIRECTOR,2017-01-17 10:47:38+00:00,STAFF MEMBER,DIRECTOR,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909,696620.0
14,,,,,,,,,,,,
14,Payment Handled,2017-01-19 17:31:50+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909,893672.0
15,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 16:48:17+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295,286259.0
15,,,,,,,,,,,,
15,Request Payment,2017-01-13 14:11:33+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295,363255.0
15,,,,,,,,,,,,
16,Request For Payment SUBMITTED by EMPLOYEE,2017-01-13 09:36:06+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,346728.0
16,,,,,,,,,,,,
16,Request For Payment REJECTED by MISSING,2017-01-16 09:52:47+00:00,STAFF MEMBER,MISSING,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,606929.0
16,,,,,,,,,,,,
16,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-16 10:09:07+00:00,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,607909.0
16,,,,,,,,,,,,
16,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,1239301.0
17,Request For Payment SUBMITTED by EMPLOYEE,2017-01-13 18:30:34+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224,378796.0
17,,,,,,,,,,,,
17,Request Payment,2017-01-16 15:08:50+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224,625892.0
17,,,,,,,,,,,,
18,Request For Payment SUBMITTED by EMPLOYEE,2017-01-14 12:04:31+00:00,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884,442033.0
18,,,,,,,,,,,,
18,Request Payment,2017-01-25 11:27:59+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884,1390241.0
18,,,,,,,,,,,,
19,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 10:23:48+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159,608790.0
19,,,,,,,,,,,,
19,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-23 05:15:02+00:00,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159,1195064.0
19,,,,,,,,,,,,
19,Payment Handled,2017-02-06 17:31:45+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159,2448867.0
20,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 12:10:30+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,615192.0
20,,,,,,,,,,,,
20,Request For Payment REJECTED by EMPLOYEE,2017-02-06 16:09:19+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,2443921.0
20,,,,,,,,,,,,
20,Request For Payment APPROVED by PRE_APPROVER,2017-02-06 16:38:37+00:00,STAFF MEMBER,PRE_APPROVER,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,2445679.0
20,,,,,,,,,,,,
20,Request For Payment REJECTED by MISSING,2017-02-08 15:36:48+00:00,STAFF MEMBER,MISSING,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,2614770.0
21,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 13:09:44+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505,618746.0
21,,,,,,,,,,,,
21,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-23 05:15:02+00:00,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505,1195064.0
21,,,,,,,,,,,,
21,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505,1844062.0
22,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 13:53:32+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939,621374.0
22,,,,,,,,,,,,
22,Request Payment,2017-01-16 15:08:13+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939,625855.0
22,,,,,,,,,,,,
23,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 16:18:33+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661,630075.0
23,,,,,,,,,,,,
23,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-17 11:23:58+00:00,STAFF MEMBER,SUPERVISOR,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661,698800.0
23,,,,,,,,,,,,
23,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661,1239301.0
24,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 10:35:54+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747,695916.0
24,,,,,,,,,,,,
24,Request Payment,2017-01-24 09:59:44+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747,1298546.0
24,,,,,,,,,,,,
25,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 12:03:11+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155,701153.0
25,,,,,,,,,,,,
25,Request Payment,2017-01-19 15:53:59+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155,887801.0
25,,,,,,,,,,,,
26,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 13:20:46+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903,705808.0
26,,,,,,,,,,,,
26,Request Payment,2017-01-24 11:29:18+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903,1303920.0
26,,,,,,,,,,,,
27,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 13:54:58+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,31.614353447309774,UNKNOWN,UNKNOWN,707860.0
27,,,,,,,,,,,,
27,Request For Payment REJECTED by MISSING,2017-01-18 15:11:08+00:00,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,31.614353447309774,UNKNOWN,UNKNOWN,798830.0
28,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 14:52:11+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148,711293.0
28,,,,,,,,,,,,
28,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-17 14:55:00+00:00,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148,711462.0
28,,,,,,,,,,,,
28,Payment Handled,2017-01-19 17:31:50+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148,893672.0
29,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 15:12:59+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907,712541.0
29,,,,,,,,,,,,
29,Request Payment,2017-01-19 15:24:36+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907,886038.0
29,,,,,,,,,,,,
30,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 16:48:39+00:00,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888,718281.0
30,,,,,,,,,,,,
30,Request Payment,2017-01-19 15:51:22+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888,887644.0
30,,,,,,,,,,,,
31,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 09:44:33+00:00,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434,779235.0
31,,,,,,,,,,,,
31,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-25 05:15:06+00:00,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434,1367868.0
31,,,,,,,,,,,,
31,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434,1844062.0
32,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 10:52:56+00:00,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920,783338.0
32,,,,,,,,,,,,
32,Request Payment,2017-01-19 15:49:06+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920,887508.0
32,,,,,,,,,,,,
33,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 11:26:40+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912,785362.0
33,,,,,,,,,,,,
33,Request Payment,2017-01-19 15:48:14+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912,887456.0
33,,,,,,,,,,,,
34,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 12:01:57+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835,787479.0
34,,,,,,,,,,,,
34,Request Payment,2017-01-26 13:32:03+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835,1484085.0
34,,,,,,,,,,,,
35,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 22:05:48+00:00,STAFF MEMBER,EMPLOYEE,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916,823710.0
35,,,,,,,,,,,,
35,Request Payment,2017-01-19 15:46:45+00:00,SYSTEM,UNDEFINED,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916,887367.0
35,,,,,,,,,,,,
36,Request For Payment SUBMITTED by EMPLOYEE,2017-01-19 14:52:01+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943,884083.0
36,,,,,,,,,,,,
36,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-23 08:50:59+00:00,STAFF MEMBER,SUPERVISOR,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943,1208021.0
36,,,,,,,,,,,,
36,Payment Handled,2017-01-26 17:30:47+00:00,SYSTEM,UNDEFINED,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943,1498409.0
37,Request For Payment SUBMITTED by EMPLOYEE,2017-01-20 11:15:28+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751,957490.0
37,,,,,,,,,,,,
37,Request Payment,2017-01-23 14:46:03+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751,1229325.0
37,,,,,,,,,,,,
38,Request For Payment SUBMITTED by EMPLOYEE,2017-01-24 14:12:43+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229,1313725.0
38,,,,,,,,,,,,
38,Request Payment,2017-01-27 12:09:45+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229,1565547.0
38,,,,,,,,,,,,
39,Request For Payment SUBMITTED by EMPLOYEE,2017-01-24 14:41:09+00:00,STAFF MEMBER,EMPLOYEE,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755,1315431.0
39,,,,,,,,,,,,
39,Request Payment,2017-01-26 13:28:05+00:00,SYSTEM,UNDEFINED,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755,1483847.0
39,,,,,,,,,,,,
40,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 10:18:54+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205,1472496.0
40,,,,,,,,,,,,
40,Request Payment,2017-01-27 12:08:31+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205,1565473.0
40,,,,,,,,,,,,
41,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 11:54:32+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,1478234.0
41,,,,,,,,,,,,
41,Request For Payment REJECTED by EMPLOYEE,2017-02-01 10:51:50+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,1992872.0
41,,,,,,,,,,,,
41,Request For Payment APPROVED by PRE_APPROVER,2017-02-01 12:54:48+00:00,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,2000250.0
41,,,,,,,,,,,,
41,Request For Payment REJECTED by MISSING,2017-02-08 15:41:32+00:00,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,2615054.0
42,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 11:55:32+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,1478294.0
42,,,,,,,,,,,,
42,Request For Payment REJECTED by EMPLOYEE,2017-02-01 10:52:20+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,1992902.0
42,,,,,,,,,,,,
42,Request For Payment APPROVED by PRE_APPROVER,2017-02-01 12:54:14+00:00,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,2000216.0
42,,,,,,,,,,,,
42,Request For Payment REJECTED by MISSING,2017-02-08 15:39:53+00:00,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,2614955.0
43,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 13:39:33+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447,1484535.0
43,,,,,,,,,,,,
43,Request For Payment FINAL_APPROVED by SUPERVISOR,2017-01-27 13:11:45+00:00,STAFF MEMBER,SUPERVISOR,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447,1569267.0
43,,,,,,,,,,,,
43,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447,1844062.0
44,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 11:35:34+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760,1563496.0
44,,,,,,,,,,,,
44,Request Payment,2017-02-07 16:09:54+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760,2530356.0
44,,,,,,,,,,,,
45,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 13:06:30+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395,1568952.0
45,,,,,,,,,,,,
