CaseID,Activity,CompleteTimestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber,CumTimeInterval
3,Payment Handled,2017-01-12 17:31:32+00:00,SYSTEM,UNDEFINED,project 147556,task 147557,organizational unit 65463,0.0,34.25224607843211,activity 505,request for payment number 149217,288854.0
4,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 13:21:51+00:00,STAFF MEMBER,EMPLOYEE,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,14673.0
4,,,,,,,,,,,,
4,,,,,,,,,,,,
4,Request For Payment SUBMITTED by EMPLOYEE,2017-06-12 12:03:33+00:00,STAFF MEMBER,EMPLOYEE,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,13315575.0
4,,,,,,,,,,,,
4,,,,,,,,,,,,
4,Request Payment,2017-06-13 13:02:08+00:00,SYSTEM,UNDEFINED,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887,13405490.0
4,,,,,,,,,,,,
5,Request For Payment SUBMITTED by EMPLOYEE,2017-01-09 13:26:20+00:00,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,14942.0
5,,,,,,,,,,,,
5,,,,,,,,,,,,
5,Request For Payment SUBMITTED by EMPLOYEE,2017-06-12 12:08:05+00:00,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,13315847.0
5,,,,,,,,,,,,
5,,,,,,,,,,,,
5,Request Payment,2017-06-13 13:00:10+00:00,SYSTEM,UNDEFINED,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146,13405372.0
5,,,,,,,,,,,,
6,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 14:56:59+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598,106781.0
6,,,,,,,,,,,,
6,,,,,,,,,,,,
6,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598,1844062.0
7,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 15:02:39+00:00,STAFF MEMBER,EMPLOYEE,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370,107121.0
7,,,,,,,,,,,,
7,,,,,,,,,,,,
7,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370,1844062.0
8,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 15:18:56+00:00,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224,108098.0
8,,,,,,,,,,,,
8,,,,,,,,,,,,
8,Request Payment,2017-01-10 15:30:50+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224,108812.0
8,,,,,,,,,,,,
9,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 17:19:05+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831,115307.0
9,,,,,,,,,,,,
9,,,,,,,,,,,,
9,Payment Handled,2017-01-16 17:32:18+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831,634500.0
10,Request For Payment SUBMITTED by EMPLOYEE,2017-01-11 11:48:40+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630,181882.0
10,,,,,,,,,,,,
10,,,,,,,,,,,,
10,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630,1844062.0
11,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 09:07:24+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895,258606.0
11,,,,,,,,,,,,
11,,,,,,,,,,,,
11,Payment Handled,2017-01-16 17:32:18+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895,634500.0
12,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 11:12:33+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899,266115.0
12,,,,,,,,,,,,
12,,,,,,,,,,,,
12,Payment Handled,2017-01-16 17:32:18+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899,634500.0
13,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 11:38:27+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634,267669.0
13,,,,,,,,,,,,
13,,,,,,,,,,,,
13,Request Payment,2017-01-19 10:51:49+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634,869671.0
13,,,,,,,,,,,,
14,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 14:52:53+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909,279335.0
14,,,,,,,,,,,,
14,,,,,,,,,,,,
14,Request Payment,2017-01-17 15:34:01+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909,713803.0
14,,,,,,,,,,,,
15,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 16:48:17+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295,286259.0
15,,,,,,,,,,,,
15,,,,,,,,,,,,
15,Payment Handled,2017-01-16 17:32:18+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295,634500.0
16,Request For Payment SUBMITTED by EMPLOYEE,2017-01-13 09:36:06+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,346728.0
16,,,,,,,,,,,,
16,,,,,,,,,,,,
16,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 10:08:48+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,607890.0
16,,,,,,,,,,,,
16,,,,,,,,,,,,
16,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914,1239301.0
17,Request For Payment SUBMITTED by EMPLOYEE,2017-01-13 18:30:34+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224,378796.0
17,,,,,,,,,,,,
17,,,,,,,,,,,,
17,Payment Handled,2017-01-19 17:31:50+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224,893672.0
18,Request For Payment SUBMITTED by EMPLOYEE,2017-01-14 12:04:31+00:00,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884,442033.0
18,,,,,,,,,,,,
18,,,,,,,,,,,,
18,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884,1844062.0
19,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 10:23:48+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159,608790.0
19,,,,,,,,,,,,
19,,,,,,,,,,,,
19,Request Payment,2017-02-02 10:23:55+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159,2077597.0
19,,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 12:10:30+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,615192.0
20,,,,,,,,,,,,
20,,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,2017-02-06 16:38:33+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,2445675.0
20,,,,,,,,,,,,
20,,,,,,,,,,,,
20,Request For Payment REJECTED by MISSING,2017-02-08 15:36:48+00:00,STAFF MEMBER,MISSING,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN,2614770.0
21,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 13:09:44+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505,618746.0
21,,,,,,,,,,,,
21,,,,,,,,,,,,
21,Request Payment,2017-01-25 11:02:46+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505,1388728.0
21,,,,,,,,,,,,
22,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 13:53:32+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939,621374.0
22,,,,,,,,,,,,
22,,,,,,,,,,,,
22,Payment Handled,2017-01-19 17:31:50+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939,893672.0
23,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 16:18:33+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661,630075.0
23,,,,,,,,,,,,
23,,,,,,,,,,,,
23,Request Payment,2017-01-18 15:38:44+00:00,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661,800486.0
23,,,,,,,,,,,,
24,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 10:35:54+00:00,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747,695916.0
24,,,,,,,,,,,,
24,,,,,,,,,,,,
24,Payment Handled,2017-01-26 17:30:47+00:00,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747,1498409.0
25,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 12:03:11+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155,701153.0
25,,,,,,,,,,,,
25,,,,,,,,,,,,
25,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155,1239301.0
26,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 13:20:46+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903,705808.0
26,,,,,,,,,,,,
26,,,,,,,,,,,,
26,Payment Handled,2017-01-26 17:30:47+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903,1498409.0
27,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 13:54:58+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,31.614353447309774,UNKNOWN,UNKNOWN,707860.0
27,,,,,,,,,,,,
27,,,,,,,,,,,,
28,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 14:52:11+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148,711293.0
28,,,,,,,,,,,,
28,,,,,,,,,,,,
28,Request Payment,2017-01-17 15:42:04+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148,714286.0
28,,,,,,,,,,,,
29,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 15:12:59+00:00,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907,712541.0
29,,,,,,,,,,,,
29,,,,,,,,,,,,
29,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907,1239301.0
30,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 16:48:39+00:00,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888,718281.0
30,,,,,,,,,,,,
30,,,,,,,,,,,,
30,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888,1239301.0
31,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 09:44:33+00:00,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434,779235.0
31,,,,,,,,,,,,
31,,,,,,,,,,,,
31,Request Payment,2017-01-25 11:02:51+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434,1388733.0
31,,,,,,,,,,,,
32,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 10:52:56+00:00,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920,783338.0
32,,,,,,,,,,,,
32,,,,,,,,,,,,
32,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920,1239301.0
33,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 11:26:40+00:00,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912,785362.0
33,,,,,,,,,,,,
33,,,,,,,,,,,,
33,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912,1239301.0
34,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 12:01:57+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835,787479.0
34,,,,,,,,,,,,
34,,,,,,,,,,,,
34,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835,1844062.0
35,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 22:05:48+00:00,STAFF MEMBER,EMPLOYEE,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916,823710.0
35,,,,,,,,,,,,
35,,,,,,,,,,,,
35,Payment Handled,2017-01-23 17:32:19+00:00,SYSTEM,UNDEFINED,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916,1239301.0
36,Request For Payment SUBMITTED by EMPLOYEE,2017-01-19 14:52:01+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943,884083.0
36,,,,,,,,,,,,
36,,,,,,,,,,,,
36,Request Payment,2017-01-23 13:05:49+00:00,SYSTEM,UNDEFINED,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943,1223311.0
36,,,,,,,,,,,,
37,Request For Payment SUBMITTED by EMPLOYEE,2017-01-20 11:15:28+00:00,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751,957490.0
37,,,,,,,,,,,,
37,,,,,,,,,,,,
37,Payment Handled,2017-01-26 17:30:47+00:00,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751,1498409.0
38,Request For Payment SUBMITTED by EMPLOYEE,2017-01-24 14:12:43+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229,1313725.0
38,,,,,,,,,,,,
38,,,,,,,,,,,,
38,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229,1844062.0
39,Request For Payment SUBMITTED by EMPLOYEE,2017-01-24 14:41:09+00:00,STAFF MEMBER,EMPLOYEE,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755,1315431.0
39,,,,,,,,,,,,
39,,,,,,,,,,,,
39,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755,1844062.0
40,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 10:18:54+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205,1472496.0
40,,,,,,,,,,,,
40,,,,,,,,,,,,
40,Payment Handled,2017-01-30 17:31:40+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205,1844062.0
41,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 11:54:32+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,1478234.0
41,,,,,,,,,,,,
41,,,,,,,,,,,,
41,Request For Payment SUBMITTED by EMPLOYEE,2017-02-01 12:54:23+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,2000225.0
41,,,,,,,,,,,,
41,,,,,,,,,,,,
41,Request For Payment REJECTED by MISSING,2017-02-08 15:41:32+00:00,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN,2615054.0
42,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 11:55:32+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,1478294.0
42,,,,,,,,,,,,
42,,,,,,,,,,,,
42,Request For Payment SUBMITTED by EMPLOYEE,2017-02-01 12:53:47+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,2000189.0
42,,,,,,,,,,,,
42,,,,,,,,,,,,
42,Request For Payment REJECTED by MISSING,2017-02-08 15:39:53+00:00,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN,2614955.0
43,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 13:39:33+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447,1484535.0
43,,,,,,,,,,,,
43,,,,,,,,,,,,
43,Request Payment,2017-01-27 14:34:02+00:00,SYSTEM,UNDEFINED,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447,1574204.0
43,,,,,,,,,,,,
44,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 11:35:34+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760,1563496.0
44,,,,,,,,,,,,
44,,,,,,,,,,,,
44,Payment Handled,2017-02-20 17:32:08+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760,3658490.0
45,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 13:06:30+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395,1568952.0
45,,,,,,,,,,,,
45,,,,,,,,,,,,
45,Payment Handled,2017-02-20 17:32:08+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395,3658490.0
46,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 16:04:48+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764,1579650.0
46,,,,,,,,,,,,
46,,,,,,,,,,,,
46,Request Payment,2017-02-02 14:30:14+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764,2092376.0
46,,,,,,,,,,,,
47,Request For Payment SUBMITTED by EMPLOYEE,2017-01-29 12:54:00+00:00,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983,1741002.0
47,,,,,,,,,,,,
47,,,,,,,,,,,,
47,Payment Handled,2017-02-02 17:32:54+00:00,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983,2103336.0
48,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 08:48:44+00:00,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766,1812686.0
48,,,,,,,,,,,,
48,,,,,,,,,,,,
48,Payment Handled,2017-02-20 17:32:08+00:00,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766,3658490.0
49,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 10:06:21+00:00,STAFF MEMBER,EMPLOYEE,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233,1817343.0
49,,,,,,,,,,,,
49,,,,,,,,,,,,
49,Payment Handled,2017-02-02 17:32:54+00:00,SYSTEM,UNDEFINED,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233,2103336.0
50,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 10:16:42+00:00,STAFF MEMBER,EMPLOYEE,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769,1817964.0
50,,,,,,,,,,,,
50,,,,,,,,,,,,
50,Payment Handled,2017-02-02 17:32:54+00:00,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769,2103336.0
51,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 11:21:20+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374,1821842.0
51,,,,,,,,,,,,
51,,,,,,,,,,,,
51,Payment Handled,2017-02-02 17:32:54+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374,2103336.0
52,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 12:12:46+00:00,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510,1824928.0
52,,,,,,,,,,,,
52,,,,,,,,,,,,
52,Request Payment,2017-02-02 14:22:21+00:00,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510,2091903.0
52,,,,,,,,,,,,
