CaseID,Activity,CompleteTimestamp,CumTimeInterval,NormalizedTime
7,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999999424275239
8,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 15:18:56+00:00,108098.0,0.0
8,,,,
8,,,,
8,Request Payment,2017-01-10 15:30:50+00:00,108812.0,0.9998599635905335
8,,,,
9,Request For Payment SUBMITTED by EMPLOYEE,2017-01-10 17:19:05+00:00,115307.0,0.0
9,,,,
9,,,,
9,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.9999998073934342
10,Request For Payment SUBMITTED by EMPLOYEE,2017-01-11 11:48:40+00:00,181882.0,0.0
10,,,,
10,,,,
10,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999999398380476
11,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 09:07:24+00:00,258606.0,0.0
11,,,,
11,,,,
11,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.9999997339676255
12,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 11:12:33+00:00,266115.0,0.0
12,,,,
12,,,,
12,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.9999997285449385
13,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 11:38:27+00:00,267669.0,0.0
13,,,,
13,,,,
13,Request Payment,2017-01-19 10:51:49+00:00,869671.0,0.9999998338876227
13,,,,
14,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 14:52:53+00:00,279335.0,0.0
14,,,,
14,,,,
14,Request Payment,2017-01-17 15:34:01+00:00,713803.0,0.9999997698335045
14,,,,
15,Request For Payment SUBMITTED by EMPLOYEE,2017-01-12 16:48:17+00:00,286259.0,0.0
15,,,,
15,,,,
15,Payment Handled,2017-01-16 17:32:18+00:00,634500.0,0.9999997128426255
16,Request For Payment SUBMITTED by EMPLOYEE,2017-01-13 09:36:06+00:00,346728.0,0.0
16,,,,
16,,,,
16,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 10:08:48+00:00,607890.0,0.29259452251025714
16,,,,
16,,,,
16,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.9999998879643583
17,Request For Payment SUBMITTED by EMPLOYEE,2017-01-13 18:30:34+00:00,378796.0,0.0
17,,,,
17,,,,
17,Payment Handled,2017-01-19 17:31:50+00:00,893672.0,0.9999998057785164
18,Request For Payment SUBMITTED by EMPLOYEE,2017-01-14 12:04:31+00:00,442033.0,0.0
18,,,,
18,,,,
18,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999999286748041
19,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 10:23:48+00:00,608790.0,0.0
19,,,,
19,,,,
19,Request Payment,2017-02-02 10:23:55+00:00,2077597.0,0.9999999319175403
19,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 12:10:30+00:00,615192.0,0.0
20,,,,
20,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,2017-02-06 16:38:33+00:00,2445675.0,0.9154346109311758
20,,,,
20,,,,
20,Request For Payment REJECTED by MISSING,2017-02-08 15:36:48+00:00,2614770.0,0.9999999499894502
21,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 13:09:44+00:00,618746.0,0.0
21,,,,
21,,,,
21,Request Payment,2017-01-25 11:02:46+00:00,1388728.0,0.999999870126851
21,,,,
22,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 13:53:32+00:00,621374.0,0.0
22,,,,
22,,,,
22,Payment Handled,2017-01-19 17:31:50+00:00,893672.0,0.9999996327554251
23,Request For Payment SUBMITTED by EMPLOYEE,2017-01-16 16:18:33+00:00,630075.0,0.0
23,,,,
23,,,,
23,Request Payment,2017-01-18 15:38:44+00:00,800486.0,0.9999994131837656
23,,,,
24,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 10:35:54+00:00,695916.0,0.0
24,,,,
24,,,,
24,Payment Handled,2017-01-26 17:30:47+00:00,1498409.0,0.9999998753883367
25,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 12:03:11+00:00,701153.0,0.0
25,,,,
25,,,,
25,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.9999998141775471
26,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 13:20:46+00:00,705808.0,0.0
26,,,,
26,,,,
26,Payment Handled,2017-01-26 17:30:47+00:00,1498409.0,0.9999998738331299
27,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 13:54:58+00:00,707860.0,0.0
27,,,,
27,,,,
28,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 14:52:11+00:00,711293.0,0.0
28,,,,
28,,,,
28,Request Payment,2017-01-17 15:42:04+00:00,714286.0,0.9999665898232601
28,,,,
29,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 15:12:59+00:00,712541.0,0.0
29,,,,
29,,,,
29,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.9999998101602608
30,Request For Payment SUBMITTED by EMPLOYEE,2017-01-17 16:48:39+00:00,718281.0,0.0
30,,,,
30,,,,
30,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.999999808068825
31,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 09:44:33+00:00,779235.0,0.0
31,,,,
31,,,,
31,Request Payment,2017-01-25 11:02:51+00:00,1388733.0,0.9999998359305796
31,,,,
32,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 10:52:56+00:00,783338.0,0.0
32,,,,
32,,,,
32,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.9999997806840072
33,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 11:26:40+00:00,785362.0,0.0
33,,,,
33,,,,
33,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.9999997797061324
34,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 12:01:57+00:00,787479.0,0.0
34,,,,
34,,,,
34,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999999053552909
35,Request For Payment SUBMITTED by EMPLOYEE,2017-01-18 22:05:48+00:00,823710.0,0.0
35,,,,
35,,,,
35,Payment Handled,2017-01-23 17:32:19+00:00,1239301.0,0.9999997593788703
36,Request For Payment SUBMITTED by EMPLOYEE,2017-01-19 14:52:01+00:00,884083.0,0.0
36,,,,
36,,,,
36,Request Payment,2017-01-23 13:05:49+00:00,1223311.0,0.9999997052131
36,,,,
37,Request For Payment SUBMITTED by EMPLOYEE,2017-01-20 11:15:28+00:00,957490.0,0.0
37,,,,
37,,,,
37,Payment Handled,2017-01-26 17:30:47+00:00,1498409.0,0.9999998151294713
38,Request For Payment SUBMITTED by EMPLOYEE,2017-01-24 14:12:43+00:00,1313725.0,0.0
38,,,,
38,,,,
38,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999998114406856
39,Request For Payment SUBMITTED by EMPLOYEE,2017-01-24 14:41:09+00:00,1315431.0,0.0
39,,,,
39,,,,
39,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999998108321664
40,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 10:18:54+00:00,1472496.0,0.0
40,,,,
40,,,,
40,Payment Handled,2017-01-30 17:31:40+00:00,1844062.0,0.9999997308688818
41,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 11:54:32+00:00,1478234.0,0.0
41,,,,
41,,,,
41,Request For Payment SUBMITTED by EMPLOYEE,2017-02-01 12:54:23+00:00,2000225.0,0.4591676378698793
41,,,,
41,,,,
41,Request For Payment REJECTED by MISSING,2017-02-08 15:41:32+00:00,2615054.0,0.9999999120353342
42,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 11:55:32+00:00,1478294.0,0.0
42,,,,
42,,,,
42,Request For Payment SUBMITTED by EMPLOYEE,2017-02-01 12:53:47+00:00,2000189.0,0.45914740990080505
42,,,,
42,,,,
42,Request For Payment REJECTED by MISSING,2017-02-08 15:39:53+00:00,2614955.0,0.9999999120230295
43,Request For Payment SUBMITTED by EMPLOYEE,2017-01-26 13:39:33+00:00,1484535.0,0.0
43,,,,
43,,,,
43,Request Payment,2017-01-27 14:34:02+00:00,1574204.0,0.9999988847886283
43,,,,
44,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 11:35:34+00:00,1563496.0,0.0
44,,,,
44,,,,
44,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999999522671686
45,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 13:06:30+00:00,1568952.0,0.0
45,,,,
45,,,,
45,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999999521425332
46,Request For Payment SUBMITTED by EMPLOYEE,2017-01-27 16:04:48+00:00,1579650.0,0.0
46,,,,
46,,,,
46,Request Payment,2017-02-02 14:30:14+00:00,2092376.0,0.9999998049640929
46,,,,
47,Request For Payment SUBMITTED by EMPLOYEE,2017-01-29 12:54:00+00:00,1741002.0,0.0
47,,,,
47,,,,
47,Payment Handled,2017-02-02 17:32:54+00:00,2103336.0,0.9999997240116236
48,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 08:48:44+00:00,1812686.0,0.0
48,,,,
48,,,,
48,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999999458230697
49,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 10:06:21+00:00,1817343.0,0.0
49,,,,
49,,,,
49,Payment Handled,2017-02-02 17:32:54+00:00,2103336.0,0.9999996503412146
50,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 10:16:42+00:00,1817964.0,0.0
50,,,,
50,,,,
50,Payment Handled,2017-02-02 17:32:54+00:00,2103336.0,0.99999964958032
51,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 11:21:20+00:00,1821842.0,0.0
51,,,,
51,,,,
51,Payment Handled,2017-02-02 17:32:54+00:00,2103336.0,0.9999996447527676
52,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 12:12:46+00:00,1824928.0,0.0
52,,,,
52,,,,
52,Request Payment,2017-02-02 14:22:21+00:00,2091903.0,0.9999996254332334
52,,,,
53,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 13:29:53+00:00,1829555.0,0.0
53,,,,
53,,,,
53,Payment Handled,2017-02-02 17:32:54+00:00,2103336.0,0.9999996347446921
54,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 13:31:58+00:00,1829680.0,0.0
54,,,,
54,,,,
54,Payment Handled,2017-02-02 17:32:54+00:00,2103336.0,0.9999996345778517
55,Request For Payment SUBMITTED by EMPLOYEE,2017-01-30 15:06:29+00:00,1835351.0,0.0
55,,,,
55,,,,
55,Request Payment,2017-01-31 16:51:32+00:00,1928054.0,0.9999989212874218
55,,,,
56,Request For Payment SUBMITTED by EMPLOYEE,2017-01-31 13:57:57+00:00,1917639.0,0.0
56,,,,
56,,,,
56,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999999425568332
57,Request For Payment SUBMITTED by EMPLOYEE,2017-01-31 15:03:12+00:00,1921554.0,0.0
57,,,,
57,,,,
57,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999998728618704
58,Request For Payment SUBMITTED by EMPLOYEE,2017-01-31 15:04:40+00:00,1921642.0,0.0
58,,,,
58,,,,
58,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999998728476445
59,Request For Payment SUBMITTED by EMPLOYEE,2017-02-01 17:30:44+00:00,2016806.0,0.0
59,,,,
59,,,,
59,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 09:26:58+00:00,2074180.0,0.08619955285127551
59,,,,
59,,,,
59,Request Payment,2017-02-09 10:23:59+00:00,2682401.0,0.9999998497585094
59,,,,
60,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 09:29:48+00:00,2074350.0,0.0
60,,,,
60,,,,
60,Payment Handled,2017-02-06 17:31:45+00:00,2448867.0,0.9999997329894951
61,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 10:16:20+00:00,2077142.0,0.0
61,,,,
61,,,,
61,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999998415108706
62,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 11:32:23+00:00,2081705.0,0.0
62,,,,
62,,,,
62,Payment Handled,2017-02-06 17:31:45+00:00,2448867.0,0.9999997276407342
63,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 17:42:22+00:00,2103904.0,0.0
63,,,,
63,,,,
63,Payment Handled,2017-02-13 17:32:18+00:00,3053700.0,0.9999998947142444
64,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 17:54:36+00:00,2104638.0,0.0
64,,,,
64,,,,
65,Request For Payment SUBMITTED by EMPLOYEE,2017-02-02 18:29:16+00:00,2106718.0,0.0
65,,,,
65,,,,
65,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999998337163677
66,Request For Payment SUBMITTED by EMPLOYEE,2017-02-03 08:17:08+00:00,2156390.0,0.0
66,,,,
66,,,,
66,Payment Handled,2017-03-30 17:31:17+00:00,6941639.0,0.9999999791024464
67,Request For Payment SUBMITTED by EMPLOYEE,2017-02-03 09:13:33+00:00,2159775.0,0.0
67,,,,
67,,,,
67,Payment Handled,2017-02-06 17:31:45+00:00,2448867.0,0.9999996540894753
68,Request For Payment SUBMITTED by EMPLOYEE,2017-02-04 16:43:59+00:00,2273201.0,0.0
68,,,,
68,,,,
68,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999997700616075
69,Request For Payment SUBMITTED by EMPLOYEE,2017-02-06 10:12:55+00:00,2422537.0,0.0
69,,,,
69,,,,
69,Request Payment,2017-02-10 12:15:32+00:00,2775494.0,0.9999997166794492
69,,,,
70,Request For Payment SUBMITTED by EMPLOYEE,2017-02-06 11:49:39+00:00,2428341.0,0.0
70,,,,
70,,,,
70,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999996425496079
71,Request For Payment SUBMITTED by EMPLOYEE,2017-02-06 12:21:29+00:00,2430251.0,0.0
71,,,,
71,,,,
71,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999996400924099
72,Request For Payment SUBMITTED by EMPLOYEE,2017-02-07 09:51:06+00:00,2507628.0,0.0
72,,,,
72,,,,
72,Payment Handled,2017-02-09 17:32:18+00:00,2708100.0,0.9999995011774706
73,Request For Payment SUBMITTED by EMPLOYEE,2017-02-07 20:50:37+00:00,2547199.0,0.0
73,,,,
73,,,,
73,Payment Handled,2017-02-13 17:32:18+00:00,3053700.0,0.9999998025670626
74,Request For Payment SUBMITTED by EMPLOYEE,2017-02-08 16:53:26+00:00,2619368.0,0.0
74,,,,
74,,,,
74,Request Payment,2017-02-14 10:54:51+00:00,3116253.0,0.9999997987462294
74,,,,
75,Request For Payment SUBMITTED by EMPLOYEE,2017-02-09 10:43:46+00:00,2683588.0,0.0
75,,,,
75,,,,
75,Payment Handled,2017-02-16 17:31:57+00:00,3312879.0,0.9999998410910309
76,Request For Payment SUBMITTED by EMPLOYEE,2017-02-09 11:36:28+00:00,2686750.0,0.0
76,,,,
76,,,,
76,Payment Handled,2017-02-16 17:31:57+00:00,3312879.0,0.9999998402885284
77,Request For Payment SUBMITTED by EMPLOYEE,2017-02-09 13:44:50+00:00,2694452.0,0.0
77,,,,
77,,,,
78,Request For Payment SUBMITTED by EMPLOYEE,2017-02-09 14:00:10+00:00,2695372.0,0.0
78,,,,
78,,,,
78,Request For Payment REJECTED by MISSING,2017-02-21 13:29:00+00:00,3730302.0,0.9999999033751169
79,Request For Payment SUBMITTED by EMPLOYEE,2017-02-09 14:44:21+00:00,2698023.0,0.0
79,,,,
79,,,,
79,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999998958839923
80,Request For Payment SUBMITTED by EMPLOYEE,2017-02-09 16:38:24+00:00,2704866.0,0.0
80,,,,
80,,,,
80,Payment Handled,2017-02-13 17:32:18+00:00,3053700.0,0.9999997133307782
81,Request For Payment SUBMITTED by EMPLOYEE,2017-02-13 11:11:31+00:00,3030853.0,0.0
81,,,,
81,,,,
81,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999998872437883
82,Request For Payment SUBMITTED by EMPLOYEE,2017-02-13 14:30:12+00:00,3042774.0,0.0
82,,,,
82,,,,
82,Request Payment,2017-02-15 14:51:59+00:00,3216881.0,0.9999994256408842
82,,,,
83,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 11:32:53+00:00,3118535.0,0.0
83,,,,
83,,,,
83,Request For Payment REJECTED by MISSING,2017-02-21 13:27:06+00:00,3730188.0,0.9999998365086354
84,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 11:56:01+00:00,3119923.0,0.0
84,,,,
84,,,,
84,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999998143221152
85,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 12:25:23+00:00,3121685.0,0.0
85,,,,
85,,,,
85,Request Payment,2017-02-15 14:49:06+00:00,3216708.0,0.9999989476243144
85,,,,
86,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 13:53:40+00:00,3126982.0,0.0
86,,,,
86,,,,
86,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999998118561129
87,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 15:34:34+00:00,3133036.0,0.0
87,,,,
87,,,,
87,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999998096884201
88,Request For Payment SUBMITTED by EMPLOYEE,2017-02-14 16:37:55+00:00,3136837.0,0.0
88,,,,
88,,,,
89,Request For Payment SUBMITTED by EMPLOYEE,2017-02-15 09:48:09+00:00,3198651.0,0.0
89,,,,
89,,,,
89,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999997825326294
90,Request For Payment SUBMITTED by EMPLOYEE,2017-02-15 13:40:44+00:00,3212606.0,0.0
90,,,,
90,,,,
90,Request Payment,2017-02-21 13:25:16+00:00,3730078.0,0.9999998067528665
90,,,,
91,Request For Payment SUBMITTED by EMPLOYEE,2017-02-16 08:35:48+00:00,3280710.0,0.0
91,,,,
91,,,,
91,Payment Handled,2017-02-20 17:32:08+00:00,3658490.0,0.9999997352957448
92,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 11:27:23+00:00,3377405.0,0.0
92,,,,
92,,,,
92,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999998149234959
93,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 11:44:19+00:00,3378421.0,0.0
93,,,,
93,,,,
93,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999998145748266
94,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 18:13:15+00:00,3401757.0,0.0
94,,,,
94,,,,
94,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999998061884419
95,Request For Payment SUBMITTED by EMPLOYEE,2017-02-17 20:28:04+00:00,3409846.0,0.0
95,,,,
95,,,,
95,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999998031015833
96,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 10:07:27+00:00,3631809.0,0.0
96,,,,
96,,,,
96,Request Payment,2017-02-23 10:37:00+00:00,3892782.0,0.9999996168187449
96,,,,
97,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 11:47:32+00:00,3637814.0,0.0
97,,,,
97,,,,
97,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999996427398851
98,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 13:17:46+00:00,3643228.0,0.0
98,,,,
98,,,,
98,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 10:46:26+00:00,3806948.0,0.24002658882369232
98,,,,
98,,,,
98,Request Payment,2017-02-28 10:45:57+00:00,4325319.0,0.9999998533920176
98,,,,
99,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 14:16:47+00:00,3646769.0,0.0
99,,,,
99,,,,
99,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999996309324382
100,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 15:25:30+00:00,3650892.0,0.0
100,,,,
100,,,,
100,Request Payment,2017-02-21 15:37:59+00:00,3738041.0,0.9999988525412196
100,,,,
101,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 21:10:56+00:00,3671618.0,0.0
101,,,,
101,,,,
101,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999995936678828
102,Request For Payment SUBMITTED by EMPLOYEE,2017-02-20 21:18:02+00:00,3672044.0,0.0
102,,,,
102,,,,
102,Payment Handled,2017-02-23 17:32:40+00:00,3917722.0,0.9999995929633125
103,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 10:10:42+00:00,3718404.0,0.0
103,,,,
103,,,,
103,Request Payment,2017-03-02 12:35:53+00:00,4504715.0,0.9999998728238735
103,,,,
104,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 10:14:57+00:00,3718659.0,0.0
104,,,,
104,,,,
104,Request Payment,2017-03-02 12:27:15+00:00,4504197.0,0.9999998726987271
104,,,,
105,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 13:50:36+00:00,3731598.0,0.0
105,,,,
105,,,,
105,Payment Handled,2017-02-27 17:30:51+00:00,4263213.0,0.9999998118939812
106,Request For Payment SUBMITTED by EMPLOYEE,2017-02-21 15:47:22+00:00,3738604.0,0.0
106,,,,
106,,,,
106,Payment Handled,2017-03-09 17:31:22+00:00,5127244.0,0.9999999279871004
107,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 09:25:37+00:00,3802099.0,0.0
107,,,,
107,,,,
107,Request Payment,2017-03-06 13:11:25+00:00,4852447.0,0.9999999047934679
107,,,,
108,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 09:28:50+00:00,3802292.0,0.0
108,,,,
108,,,,
108,Request Payment,2017-03-06 13:11:55+00:00,4852477.0,0.9999999047786908
108,,,,
109,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 13:26:01+00:00,3816523.0,0.0
109,,,,
109,,,,
109,Payment Handled,2017-03-02 17:31:07+00:00,4522429.0,0.9999998583380991
110,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 14:37:02+00:00,3820784.0,0.0
110,,,,
110,,,,
110,Payment Handled,2017-02-27 17:30:51+00:00,4263213.0,0.9999997739750844
111,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 14:38:46+00:00,3820888.0,0.0
111,,,,
111,,,,
111,Payment Handled,2017-02-27 17:30:51+00:00,4263213.0,0.9999997739219412
112,Request For Payment SUBMITTED by EMPLOYEE,2017-02-22 16:34:11+00:00,3827813.0,0.0
112,,,,
112,,,,
112,Payment Handled,2017-02-27 17:30:51+00:00,4263213.0,0.9999997703261897
113,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 09:57:24+00:00,3890406.0,0.0
113,,,,
113,,,,
113,Payment Handled,2017-02-27 17:30:51+00:00,4263213.0,0.9999997317647653
114,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 10:15:16+00:00,3891478.0,0.0
114,,,,
114,,,,
114,Request Payment,2017-02-28 12:14:48+00:00,4330650.0,0.9999997722988323
114,,,,
115,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 12:40:55+00:00,3900217.0,0.0
115,,,,
115,,,,
115,Payment Handled,2017-03-02 17:31:07+00:00,4522429.0,0.9999998392830998
116,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 20:03:21+00:00,3926763.0,0.0
116,,,,
116,,,,
116,Request Payment,2017-03-02 12:04:07+00:00,4502809.0,0.9999998264027827
116,,,,
117,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 20:07:04+00:00,3926986.0,0.0
117,,,,
117,,,,
117,Payment Handled,2017-03-06 17:31:10+00:00,4868032.0,0.9999998937352804
118,Request For Payment SUBMITTED by EMPLOYEE,2017-02-23 20:47:04+00:00,3929386.0,0.0
118,,,,
118,,,,
118,Request Payment,2017-03-02 12:00:27+00:00,4502589.0,0.999999825541767
118,,,,
119,Request For Payment SUBMITTED by EMPLOYEE,2017-02-24 09:12:28+00:00,3974110.0,0.0
119,,,,
119,,,,
119,Request Payment,2017-03-02 11:59:01+00:00,4502503.0,0.999999810746961
119,,,,
120,Request For Payment SUBMITTED by EMPLOYEE,2017-02-27 10:25:42+00:00,4237704.0,0.0
120,,,,
120,,,,
120,Request For Payment REJECTED by MISSING,2017-02-28 10:05:42+00:00,4322904.0,0.9999988262924573
121,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 10:20:11+00:00,4323773.0,0.0
121,,,,
121,,,,
121,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 13:44:41+00:00,4336043.0,0.6088997622958549
121,,,,
121,,,,
121,Request For Payment REJECTED by MISSING,2017-02-28 15:56:02+00:00,4343924.0,0.9999950374917499
122,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 10:30:30+00:00,4324392.0,0.0
122,,,,
122,,,,
122,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 15:13:06+00:00,4341348.0,0.9999941024174192
122,,,,
122,,,,
123,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 10:34:12+00:00,4324614.0,0.0
123,,,,
123,,,,
123,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 13:43:50+00:00,4335992.0,0.5885243442593273
123,,,,
123,,,,
123,Request For Payment REJECTED by MISSING,2017-02-28 15:56:25+00:00,4343947.0,0.9999948275237805
124,Request For Payment SUBMITTED by EMPLOYEE,2017-02-28 12:27:45+00:00,4331427.0,0.0
124,,,,
124,,,,
124,Payment Handled,2017-03-09 17:31:22+00:00,5127244.0,0.9999998743429866
