CaseID,Activity,Resource,CompleteTimestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country,CumTimeInterval
8,Accepted-In Progress,Value 5,2012-02-16 23:09:17,Accepted,High,In Progress,Org line V7n,,nl,V37 2nd,PROD542,Netherlands,192410375.0
8,Queued-Awaiting Assignment,Value 6,2012-02-16 23:09:43,Queued,High,Awaiting Assignment,Org line V7n,,nl,V32 2nd,PROD542,Netherlands,192410401.0
8,Accepted-In Progress,Value 5,2012-02-16 23:10:10,Accepted,High,In Progress,Org line V7n,,nl,V37 2nd,PROD542,Netherlands,192410428.0
8,Completed-Closed,Value 5,2012-03-19 17:26:32,Completed,High,Closed,Org line V7n,,nl,V37 2nd,PROD542,Netherlands,195154610.0
9,Accepted-In Progress,Value 2,2008-11-13 19:01:04,Accepted,Low,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,89579482.0
9,Accepted-Wait,Value 2,2009-12-02 22:24:35,Accepted,Low,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,122769293.0
9,Accepted-In Progress,Value 2,2011-11-14 23:57:27,Accepted,Low,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,184291665.0
9,Accepted-In Progress,Value 3,2012-01-18 18:17:14,Accepted,Low,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,189887252.0
9,Completed-Closed,Value 3,2012-01-18 18:19:21,Completed,Low,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China,189887379.0
10,Accepted-In Progress,Value 7,2009-06-25 16:47:52,Accepted,Medium,In Progress,Org line A2,A2_1,se,M18 2nd,PROD38,Sweden,108925090.0
10,Accepted-In Progress,Value 7,2012-03-28 20:10:36,Accepted,Medium,In Progress,Org line A2,A2_1,se,M18 2nd,PROD38,Sweden,195942054.0
10,Completed-Closed,Value 7,2012-03-28 20:12:08,Completed,Medium,Closed,Org line A2,A2_1,se,M18 2nd,PROD38,Sweden,195942146.0
11,Accepted-In Progress,Value 8,2009-08-11 15:44:51,Accepted,Medium,In Progress,Org line C,E_10,se,G260 2nd,PROD425,Sweden,112982109.0
11,Queued-Awaiting Assignment,Value 8,2009-08-11 15:55:12,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G260 2nd,PROD425,Sweden,112982730.0
11,Accepted-Assigned,Value 8,2009-08-11 19:01:25,Accepted,Medium,Assigned,Org line C,E_10,se,G260 2nd,PROD425,Sweden,112993903.0
11,Queued-Awaiting Assignment,Value 8,2010-05-18 19:35:53,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G260 2nd,PROD425,Sweden,137187971.0
11,Accepted-In Progress,Value 9,2010-06-16 19:00:32,Accepted,Medium,In Progress,Org line C,C_6,se,G152 3rd,PROD425,Sweden,139691450.0
11,Accepted-Wait,Value 9,2011-10-02 05:40:28,Accepted,Medium,Wait,Org line C,C_6,se,G152 3rd,PROD425,Sweden,180510646.0
11,Queued-Awaiting Assignment,Value 9,2011-12-07 20:41:00,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G260 2nd,PROD425,Sweden,186267078.0
11,Accepted-In Progress,Value 10,2012-02-15 20:01:20,Accepted,Medium,In Progress,Org line C,E_10,se,G150 2nd,PROD425,Sweden,192312698.0
11,Completed-Closed,Value 10,2012-02-20 05:57:21,Completed,Medium,Closed,Org line C,E_10,se,G150 2nd,PROD425,Sweden,192694059.0
12,Accepted-In Progress,Value 11,2009-09-07 21:33:24,Accepted,Low,In Progress,Org line C,C_6,se,G237 3rd,PROD498,Sweden,115335822.0
12,Unmatched-Unmatched,Value 11,2009-09-14 18:37:50,Unmatched,Low,Unmatched,Org line C,C_6,se,G237 3rd,PROD498,Sweden,115930088.0
12,Completed-Closed,Value 11,2012-04-30 19:21:43,Completed,Low,Closed,Org line C,C_6,se,G237 3rd,PROD498,Sweden,198790321.0
13,Queued-Awaiting Assignment,Value 12,2009-09-17 05:42:12,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,pl,W16 3rd,PROD761,POLAND,116142750.0
13,Accepted-In Progress,Value 12,2009-09-28 18:26:19,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W16 3rd,PROD761,POLAND,117138997.0
13,Accepted-Wait,Value 12,2009-09-28 18:26:30,Accepted,Medium,Wait,Org line A2,A2_1,pl,W16 3rd,PROD761,POLAND,117139008.0
13,Queued-Awaiting Assignment,Value 12,2010-04-08 19:09:22,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,pl,W16 3rd,PROD761,POLAND,133730380.0
13,Queued-Awaiting Assignment,Value 12,2010-04-08 19:11:51,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,133730529.0
13,Accepted-In Progress,Value 12,2010-04-12 17:05:58,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,134068576.0
13,Accepted-Wait,Value 12,2010-04-12 17:10:24,Accepted,Medium,Wait,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,134068842.0
13,Accepted-In Progress,Value 12,2011-10-18 23:09:14,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,181955972.0
13,Accepted-Wait,Value 12,2012-05-24 17:02:19,Accepted,Medium,Wait,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,200855557.0
13,Completed-Closed,Value 12,2012-05-24 18:03:31,Completed,Medium,Closed,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,200859229.0
14,Accepted-In Progress,Value 13,2009-09-18 19:50:02,Accepted,Low,In Progress,Org line C,E_3,se,L54 2nd,PROD385,Sweden,116280020.0
14,Unmatched-Unmatched,Value 13,2009-11-17 22:07:38,Unmatched,Low,Unmatched,Org line C,E_3,se,L54 2nd,PROD385,Sweden,121472276.0
14,Completed-Closed,Value 13,2012-03-13 19:53:35,Completed,Low,Closed,Org line C,E_3,se,L54 2nd,PROD385,Sweden,194645033.0
15,Accepted-In Progress,Value 14,2009-09-21 21:13:43,Accepted,Medium,In Progress,Org line V2,,se,T2 2nd,PROD631,Sweden,116544241.0
15,Completed-Closed,Value 14,2012-02-07 21:22:11,Completed,Medium,Closed,Org line V2,,se,T2 2nd,PROD631,Sweden,191626349.0
16,Accepted-In Progress,Value 15,2009-09-22 21:22:05,Accepted,Low,In Progress,Org line C,C_5,se,N1 3rd,PROD476,Sweden,116631143.0
16,Accepted-Assigned,Value 15,2009-09-22 21:25:17,Accepted,Low,Assigned,Org line C,C_5,se,N1 3rd,PROD476,Sweden,116631335.0
16,Completed-Closed,Value 15,2012-05-24 17:57:49,Completed,Low,Closed,Org line C,C_5,se,N1 3rd,PROD476,Sweden,200858887.0
17,Accepted-In Progress,Value 16,2009-09-23 18:52:27,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,116708565.0
17,Accepted-Assigned,Value 16,2010-01-04 17:00:17,Accepted,High,Assigned,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,125601035.0
17,Accepted-In Progress,Value 16,2010-03-18 00:36:20,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,131849198.0
17,Accepted-Assigned,Value 16,2010-11-09 20:35:55,Accepted,High,Assigned,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,152311573.0
17,Accepted-In Progress,Value 16,2010-11-09 22:20:48,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,152317866.0
17,Accepted-In Progress,Value 17,2012-03-30 15:00:47,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,196096265.0
17,Accepted-Assigned,Value 18,2012-03-30 15:05:44,Accepted,High,Assigned,Org line A2,D_1,in,L50 3rd,PROD611,INDIA,196096562.0
17,Accepted-In Progress,Value 19,2012-04-19 17:01:14,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,INDIA,197831492.0
17,Completed-Closed,Value 19,2012-04-19 17:01:38,Completed,High,Closed,Org line A2,D_1,in,L50 3rd,PROD611,INDIA,197831516.0
18,Accepted-In Progress,Value 3,2009-10-15 01:12:54,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,118545792.0
18,Accepted-Wait,Value 3,2009-12-02 22:24:37,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,China,122769295.0
18,Accepted-In Progress,Value 3,2011-09-02 07:22:08,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,177924746.0
18,Accepted-In Progress,Value 3,2012-02-01 17:46:54,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,191095032.0
18,Completed-Closed,Value 3,2012-02-01 17:46:57,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China,191095035.0
19,Accepted-Wait,Value 20,2009-10-26 22:47:10,Accepted,Low,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,119573848.0
19,Unmatched-Unmatched,Value 20,2009-10-27 17:57:26,Unmatched,Low,Unmatched,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,119642864.0
19,Queued-Awaiting Assignment,Value 20,2010-03-02 21:44:22,Queued,Low,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,130542880.0
19,Accepted-In Progress,Value 21,2010-03-02 21:46:10,Accepted,Low,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,130542988.0
19,Accepted-Wait,Value 21,2010-03-02 21:46:18,Accepted,Low,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,130542996.0
19,Accepted-Assigned,Value 22,2011-04-11 16:10:20,Accepted,Low,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,165514838.0
19,Accepted-Assigned,Value 21,2011-04-11 16:11:48,Accepted,Low,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,165514926.0
19,Accepted-Wait,Value 21,2011-11-28 16:21:27,Accepted,Low,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,185473905.0
19,Accepted-In Progress,Value 21,2012-03-30 17:53:50,Accepted,Low,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,196106648.0
19,Completed-Closed,Value 21,2012-03-30 17:53:53,Completed,Low,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,196106651.0
20,Accepted-In Progress,Value 20,2009-10-27 17:42:40,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden,119641978.0
20,Accepted-Wait,Value 20,2009-10-27 17:42:49,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden,119641987.0
20,Queued-Awaiting Assignment,Value 20,2010-03-02 21:43:43,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden,130542841.0
20,Accepted-In Progress,Value 23,2010-03-02 21:44:26,Accepted,Medium,In Progress,Org line A1,,se,N5 2nd,PROD48,Brazil,130542884.0
20,Accepted-In Progress,Value 21,2010-03-03 16:04:11,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,130608869.0
20,Accepted-Wait,Value 21,2010-06-14 05:32:03,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,139470141.0
20,Accepted-Assigned,Value 22,2011-04-11 16:12:04,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,165514942.0
20,Accepted-Wait,Value 22,2011-11-23 19:55:39,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,185054757.0
20,Completed-Closed,Value 22,2012-01-19 16:55:41,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,189968759.0
21,Accepted-In Progress,Value 20,2009-10-30 21:49:04,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD44,Sweden,119915962.0
21,Accepted-Assigned,Value 20,2009-10-30 21:57:13,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD44,Sweden,119916451.0
21,Queued-Awaiting Assignment,Value 20,2010-03-02 21:43:50,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD44,Sweden,130542848.0
21,Accepted-In Progress,Value 21,2010-03-02 21:45:25,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD44,POLAND,130542943.0
21,Accepted-Wait,Value 21,2010-03-02 21:45:37,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD44,POLAND,130542955.0
21,Completed-Closed,Value 21,2012-03-30 17:54:30,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD44,POLAND,196106688.0
22,Accepted-In Progress,Value 24,2009-11-04 16:07:28,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,120327466.0
22,Accepted-In Progress,Value 24,2010-03-03 23:51:55,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,130636933.0
22,Accepted-Assigned,Value 25,2010-03-03 23:52:18,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,130636956.0
22,Accepted-Assigned,Value 25,2010-05-25 00:04:58,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,137722516.0
22,Accepted-Assigned,Value 20,2010-08-09 19:39:59,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,144359417.0
22,Accepted-In Progress,Value 21,2012-04-02 17:18:59,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,196363757.0
22,Completed-Closed,Value 21,2012-04-02 17:19:30,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,196363788.0
23,Queued-Awaiting Assignment,Value 26,2009-11-10 00:38:14,Queued,Medium,Awaiting Assignment,Org line V2,,se,T12,PROD42,Sweden,120790112.0
23,Accepted-In Progress,Value 26,2009-11-24 17:41:50,Accepted,Medium,In Progress,Org line V2,,se,T12,PROD42,Sweden,122061128.0
23,Accepted-Wait,Value 26,2010-09-10 17:45:16,Accepted,Medium,Wait,Org line V2,,se,T12,PROD42,Sweden,147117334.0
23,Accepted-In Progress,Value 26,2011-03-28 18:52:46,Accepted,Medium,In Progress,Org line V2,,se,T12,PROD42,Sweden,164314984.0
23,Accepted-Wait,Value 26,2012-01-04 23:53:26,Accepted,Medium,Wait,Org line V2,,se,T12,PROD42,Sweden,188697824.0
23,Completed-Closed,Value 26,2012-04-13 20:41:36,Completed,Medium,Closed,Org line V2,,se,T12,PROD42,Sweden,197326314.0
24,Accepted-In Progress,Value 27,2009-11-12 21:41:27,Accepted,Medium,In Progress,Org line A2,A2_1,be,G42 3rd,PROD787,Belgium,121038705.0
24,Accepted-In Progress,Value 27,2010-09-17 17:33:52,Accepted,Medium,In Progress,Org line A2,A2_1,be,G42 3rd,PROD787,Belgium,147721450.0
24,Queued-Awaiting Assignment,Value 28,2010-11-13 03:22:19,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom,152595157.0
24,Accepted-Assigned,Value 29,2010-11-23 23:10:22,Accepted,Medium,Assigned,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom,153530440.0
24,Accepted-Assigned,Value 30,2011-01-07 22:55:04,Accepted,Medium,Assigned,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom,157417522.0
24,Accepted-Wait,Value 30,2011-01-12 01:13:42,Accepted,Medium,Wait,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom,157771440.0
24,Accepted-In Progress,Value 31,2011-05-19 22:45:16,Accepted,Medium,In Progress,Org line V11,,be,C8,PROD787,Denmark,168821734.0
24,Queued-Awaiting Assignment,Value 32,2011-05-19 22:49:04,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,be,G8 2nd,PROD787,Belgium,168821962.0
24,Accepted-In Progress,Value 32,2011-08-25 22:24:01,Accepted,Medium,In Progress,Org line A2,A2_2,be,G8 2nd,PROD787,Belgium,177287659.0
24,Queued-Awaiting Assignment,Value 33,2011-08-25 22:24:43,Queued,Medium,Awaiting Assignment,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium,177287701.0
24,Accepted-Assigned,Value 27,2011-08-25 22:25:33,Accepted,Medium,Assigned,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium,177287751.0
24,Accepted-In Progress,Value 27,2011-10-27 00:07:30,Accepted,Medium,In Progress,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium,182650668.0
24,Completed-Closed,Value 27,2012-03-30 18:45:20,Completed,Medium,Closed,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium,196109738.0
25,Accepted-In Progress,Value 34,2009-11-24 17:44:43,Accepted,Medium,In Progress,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,122061301.0
25,Queued-Awaiting Assignment,Value 34,2009-11-30 18:45:01,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,122583319.0
25,Accepted-In Progress,Value 34,2010-03-14 21:40:26,Accepted,Medium,In Progress,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,131579444.0
25,Unmatched-Unmatched,Value 34,2010-03-14 21:40:36,Unmatched,Medium,Unmatched,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,131579454.0
25,Completed-Closed,Value 34,2012-01-18 22:26:41,Completed,Medium,Closed,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,189902219.0
26,Unmatched-Unmatched,Value 31,2009-12-04 20:10:14,Unmatched,Major,Unmatched,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden,122934032.0
26,Accepted-Assigned,Value 31,2010-11-29 19:52:49,Accepted,Major,Assigned,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden,154036987.0
26,Accepted-In Progress,Value 31,2012-04-15 00:22:00,Accepted,Major,In Progress,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden,197425938.0
26,Completed-Closed,Value 31,2012-04-15 00:22:21,Completed,Major,Closed,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden,197425959.0
27,Accepted-In Progress,Value 35,2009-12-14 22:29:17,Accepted,High,In Progress,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden,123806375.0
27,Accepted-In Progress,Value 35,2012-01-10 17:32:43,Accepted,High,In Progress,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden,189193381.0
27,Completed-Closed,Value 35,2012-01-10 17:33:57,Completed,High,Closed,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden,189193455.0
28,Accepted-In Progress,Value 1,2009-12-16 20:59:24,Accepted,Medium,In Progress,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA,123973782.0
28,Accepted-In Progress,Value 1,2012-03-15 20:21:25,Accepted,Medium,In Progress,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA,194819503.0
28,Completed-Closed,Value 1,2012-03-15 20:21:47,Completed,Medium,Closed,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA,194819525.0
29,Accepted-In Progress,Value 36,2009-12-17 04:47:26,Accepted,High,In Progress,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden,124001864.0
29,Accepted-In Progress,Value 36,2012-03-14 21:04:51,Accepted,High,In Progress,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden,194735709.0
29,Completed-Closed,Value 36,2012-03-14 21:07:29,Completed,High,Closed,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden,194735867.0
30,Accepted-In Progress,Value 37,2009-12-22 17:09:31,Accepted,Medium,In Progress,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,124478389.0
30,Unmatched-Unmatched,Value 37,2009-12-22 17:25:22,Unmatched,Medium,Unmatched,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,124479340.0
30,Completed-Closed,Value 37,2012-02-01 20:38:06,Completed,Medium,Closed,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,191105304.0
31,Accepted-Wait,Value 37,2009-12-22 18:56:03,Accepted,Low,Wait,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,124484781.0
