CaseID,Activity,Resource,CompleteTimestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country,CumTimeInterval
5,Queued-Awaiting Assignment,Value 4,2010-08-25 18:13:01,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden,145736599.0
5,,,,,,,,,,,,,
5,Accepted-Assigned,Value 4,2011-11-15 00:10:25,Accepted,Medium,Assigned,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden,184292443.0
5,,,,,,,,,,,,,
5,Completed-Closed,Value 4,2012-01-03 19:31:53,Completed,Medium,Closed,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden,188595731.0
6,Accepted-In Progress,Value 2,2008-05-08 01:58:51,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,73188549.0
6,,,,,,,,,,,,,
6,Accepted-Wait,Value 2,2009-12-02 22:24:34,Accepted,High,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,122769292.0
6,,,,,,,,,,,,,
6,Accepted-In Progress,Value 2,2011-09-02 07:27:55,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,177925093.0
6,,,,,,,,,,,,,
6,Completed-Closed,Value 3,2012-01-20 15:53:35,Completed,High,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China,190051433.0
7,Accepted-In Progress,Value 2,2008-06-04 19:02:18,Accepted,Medium,In Progress,Org line A2,A2_2,cn,G167 2nd,PROD681,Sweden,75582756.0
7,,,,,,,,,,,,,
7,Queued-Awaiting Assignment,Value 2,2010-08-25 18:06:45,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,cn,G167 2nd,PROD681,Sweden,145736223.0
7,,,,,,,,,,,,,
7,Accepted-Assigned,Value 4,2011-11-15 00:09:27,Accepted,Medium,Assigned,Org line A2,A2_2,cn,G167 2nd,PROD681,Sweden,184292385.0
7,,,,,,,,,,,,,
7,Completed-Closed,Value 2,2012-01-05 22:09:00,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD681,Sweden,188777958.0
8,Accepted-In Progress,Value 5,2008-11-13 17:43:32,Accepted,High,In Progress,Org line V7n,,nl,V32 2nd,PROD542,Netherlands,89574830.0
8,,,,,,,,,,,,,
8,Accepted-In Progress,Value 5,2012-01-30 19:12:05,Accepted,High,In Progress,Org line V7n,,nl,V32 2nd,PROD542,Netherlands,190927343.0
8,,,,,,,,,,,,,
8,Accepted-In Progress,Value 5,2012-02-16 23:09:17,Accepted,High,In Progress,Org line V7n,,nl,V37 2nd,PROD542,Netherlands,192410375.0
8,,,,,,,,,,,,,
8,Accepted-In Progress,Value 5,2012-02-16 23:10:10,Accepted,High,In Progress,Org line V7n,,nl,V37 2nd,PROD542,Netherlands,192410428.0
8,,,,,,,,,,,,,
9,Accepted-In Progress,Value 2,2008-11-13 19:01:04,Accepted,Low,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,89579482.0
9,,,,,,,,,,,,,
9,Accepted-In Progress,Value 2,2011-11-14 23:57:27,Accepted,Low,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,184291665.0
9,,,,,,,,,,,,,
9,Completed-Closed,Value 3,2012-01-18 18:19:21,Completed,Low,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China,189887379.0
10,Accepted-In Progress,Value 7,2009-06-25 16:47:52,Accepted,Medium,In Progress,Org line A2,A2_1,se,M18 2nd,PROD38,Sweden,108925090.0
10,,,,,,,,,,,,,
10,Completed-Closed,Value 7,2012-03-28 20:12:08,Completed,Medium,Closed,Org line A2,A2_1,se,M18 2nd,PROD38,Sweden,195942146.0
11,Accepted-In Progress,Value 8,2009-08-11 15:44:51,Accepted,Medium,In Progress,Org line C,E_10,se,G260 2nd,PROD425,Sweden,112982109.0
11,,,,,,,,,,,,,
11,Accepted-Assigned,Value 8,2009-08-11 19:01:25,Accepted,Medium,Assigned,Org line C,E_10,se,G260 2nd,PROD425,Sweden,112993903.0
11,,,,,,,,,,,,,
11,Accepted-In Progress,Value 9,2010-06-16 19:00:32,Accepted,Medium,In Progress,Org line C,C_6,se,G152 3rd,PROD425,Sweden,139691450.0
11,,,,,,,,,,,,,
11,Queued-Awaiting Assignment,Value 9,2011-12-07 20:41:00,Queued,Medium,Awaiting Assignment,Org line C,E_10,se,G260 2nd,PROD425,Sweden,186267078.0
11,,,,,,,,,,,,,
11,Completed-Closed,Value 10,2012-02-20 05:57:21,Completed,Medium,Closed,Org line C,E_10,se,G150 2nd,PROD425,Sweden,192694059.0
12,Accepted-In Progress,Value 11,2009-09-07 21:33:24,Accepted,Low,In Progress,Org line C,C_6,se,G237 3rd,PROD498,Sweden,115335822.0
12,,,,,,,,,,,,,
12,Completed-Closed,Value 11,2012-04-30 19:21:43,Completed,Low,Closed,Org line C,C_6,se,G237 3rd,PROD498,Sweden,198790321.0
13,Queued-Awaiting Assignment,Value 12,2009-09-17 05:42:12,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,pl,W16 3rd,PROD761,POLAND,116142750.0
13,,,,,,,,,,,,,
13,Accepted-Wait,Value 12,2009-09-28 18:26:30,Accepted,Medium,Wait,Org line A2,A2_1,pl,W16 3rd,PROD761,POLAND,117139008.0
13,,,,,,,,,,,,,
13,Queued-Awaiting Assignment,Value 12,2010-04-08 19:11:51,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,133730529.0
13,,,,,,,,,,,,,
13,Accepted-Wait,Value 12,2010-04-12 17:10:24,Accepted,Medium,Wait,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,134068842.0
13,,,,,,,,,,,,,
13,Accepted-Wait,Value 12,2012-05-24 17:02:19,Accepted,Medium,Wait,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND,200855557.0
13,,,,,,,,,,,,,
14,Accepted-In Progress,Value 13,2009-09-18 19:50:02,Accepted,Low,In Progress,Org line C,E_3,se,L54 2nd,PROD385,Sweden,116280020.0
14,,,,,,,,,,,,,
14,Completed-Closed,Value 13,2012-03-13 19:53:35,Completed,Low,Closed,Org line C,E_3,se,L54 2nd,PROD385,Sweden,194645033.0
15,Accepted-In Progress,Value 14,2009-09-21 21:13:43,Accepted,Medium,In Progress,Org line V2,,se,T2 2nd,PROD631,Sweden,116544241.0
15,,,,,,,,,,,,,
16,Accepted-In Progress,Value 15,2009-09-22 21:22:05,Accepted,Low,In Progress,Org line C,C_5,se,N1 3rd,PROD476,Sweden,116631143.0
16,,,,,,,,,,,,,
16,Completed-Closed,Value 15,2012-05-24 17:57:49,Completed,Low,Closed,Org line C,C_5,se,N1 3rd,PROD476,Sweden,200858887.0
17,Accepted-In Progress,Value 16,2009-09-23 18:52:27,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,116708565.0
17,,,,,,,,,,,,,
17,Accepted-In Progress,Value 16,2010-03-18 00:36:20,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,131849198.0
17,,,,,,,,,,,,,
17,Accepted-In Progress,Value 16,2010-11-09 22:20:48,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden,152317866.0
17,,,,,,,,,,,,,
17,Accepted-Assigned,Value 18,2012-03-30 15:05:44,Accepted,High,Assigned,Org line A2,D_1,in,L50 3rd,PROD611,INDIA,196096562.0
17,,,,,,,,,,,,,
17,Completed-Closed,Value 19,2012-04-19 17:01:38,Completed,High,Closed,Org line A2,D_1,in,L50 3rd,PROD611,INDIA,197831516.0
18,Accepted-In Progress,Value 3,2009-10-15 01:12:54,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,118545792.0
18,,,,,,,,,,,,,
18,Accepted-In Progress,Value 3,2011-09-02 07:22:08,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,177924746.0
18,,,,,,,,,,,,,
18,Completed-Closed,Value 3,2012-02-01 17:46:57,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China,191095035.0
19,Accepted-Wait,Value 20,2009-10-26 22:47:10,Accepted,Low,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,119573848.0
19,,,,,,,,,,,,,
19,Queued-Awaiting Assignment,Value 20,2010-03-02 21:44:22,Queued,Low,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,130542880.0
19,,,,,,,,,,,,,
19,Accepted-Wait,Value 21,2010-03-02 21:46:18,Accepted,Low,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,130542996.0
19,,,,,,,,,,,,,
19,Accepted-Assigned,Value 21,2011-04-11 16:11:48,Accepted,Low,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,165514926.0
19,,,,,,,,,,,,,
19,Accepted-In Progress,Value 21,2012-03-30 17:53:50,Accepted,Low,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,196106648.0
19,,,,,,,,,,,,,
20,Accepted-In Progress,Value 20,2009-10-27 17:42:40,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden,119641978.0
20,,,,,,,,,,,,,
20,Queued-Awaiting Assignment,Value 20,2010-03-02 21:43:43,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden,130542841.0
20,,,,,,,,,,,,,
20,Accepted-In Progress,Value 21,2010-03-03 16:04:11,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,130608869.0
20,,,,,,,,,,,,,
20,Accepted-Assigned,Value 22,2011-04-11 16:12:04,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,165514942.0
20,,,,,,,,,,,,,
20,Completed-Closed,Value 22,2012-01-19 16:55:41,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,189968759.0
21,Accepted-In Progress,Value 20,2009-10-30 21:49:04,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD44,Sweden,119915962.0
21,,,,,,,,,,,,,
21,Queued-Awaiting Assignment,Value 20,2010-03-02 21:43:50,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD44,Sweden,130542848.0
21,,,,,,,,,,,,,
21,Accepted-Wait,Value 21,2010-03-02 21:45:37,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD44,POLAND,130542955.0
21,,,,,,,,,,,,,
22,Accepted-In Progress,Value 24,2009-11-04 16:07:28,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,120327466.0
22,,,,,,,,,,,,,
22,Accepted-Assigned,Value 25,2010-03-03 23:52:18,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,130636956.0
22,,,,,,,,,,,,,
22,Accepted-Assigned,Value 20,2010-08-09 19:39:59,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,144359417.0
22,,,,,,,,,,,,,
22,Completed-Closed,Value 21,2012-04-02 17:19:30,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,196363788.0
23,Queued-Awaiting Assignment,Value 26,2009-11-10 00:38:14,Queued,Medium,Awaiting Assignment,Org line V2,,se,T12,PROD42,Sweden,120790112.0
23,,,,,,,,,,,,,
23,Accepted-Wait,Value 26,2010-09-10 17:45:16,Accepted,Medium,Wait,Org line V2,,se,T12,PROD42,Sweden,147117334.0
23,,,,,,,,,,,,,
23,Accepted-Wait,Value 26,2012-01-04 23:53:26,Accepted,Medium,Wait,Org line V2,,se,T12,PROD42,Sweden,188697824.0
23,,,,,,,,,,,,,
24,Accepted-In Progress,Value 27,2009-11-12 21:41:27,Accepted,Medium,In Progress,Org line A2,A2_1,be,G42 3rd,PROD787,Belgium,121038705.0
24,,,,,,,,,,,,,
24,Queued-Awaiting Assignment,Value 28,2010-11-13 03:22:19,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom,152595157.0
24,,,,,,,,,,,,,
24,Accepted-Assigned,Value 30,2011-01-07 22:55:04,Accepted,Medium,Assigned,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom,157417522.0
24,,,,,,,,,,,,,
24,Accepted-In Progress,Value 31,2011-05-19 22:45:16,Accepted,Medium,In Progress,Org line V11,,be,C8,PROD787,Denmark,168821734.0
24,,,,,,,,,,,,,
24,Accepted-In Progress,Value 32,2011-08-25 22:24:01,Accepted,Medium,In Progress,Org line A2,A2_2,be,G8 2nd,PROD787,Belgium,177287659.0
24,,,,,,,,,,,,,
24,Accepted-Assigned,Value 27,2011-08-25 22:25:33,Accepted,Medium,Assigned,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium,177287751.0
24,,,,,,,,,,,,,
24,Completed-Closed,Value 27,2012-03-30 18:45:20,Completed,Medium,Closed,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium,196109738.0
25,Accepted-In Progress,Value 34,2009-11-24 17:44:43,Accepted,Medium,In Progress,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,122061301.0
25,,,,,,,,,,,,,
25,Accepted-In Progress,Value 34,2010-03-14 21:40:26,Accepted,Medium,In Progress,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,131579444.0
25,,,,,,,,,,,,,
25,Completed-Closed,Value 34,2012-01-18 22:26:41,Completed,Medium,Closed,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium,189902219.0
26,Unmatched-Unmatched,Value 31,2009-12-04 20:10:14,Unmatched,Major,Unmatched,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden,122934032.0
26,,,,,,,,,,,,,
26,Accepted-In Progress,Value 31,2012-04-15 00:22:00,Accepted,Major,In Progress,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden,197425938.0
26,,,,,,,,,,,,,
27,Accepted-In Progress,Value 35,2009-12-14 22:29:17,Accepted,High,In Progress,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden,123806375.0
27,,,,,,,,,,,,,
27,Completed-Closed,Value 35,2012-01-10 17:33:57,Completed,High,Closed,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden,189193455.0
28,Accepted-In Progress,Value 1,2009-12-16 20:59:24,Accepted,Medium,In Progress,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA,123973782.0
28,,,,,,,,,,,,,
28,Completed-Closed,Value 1,2012-03-15 20:21:47,Completed,Medium,Closed,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA,194819525.0
29,Accepted-In Progress,Value 36,2009-12-17 04:47:26,Accepted,High,In Progress,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden,124001864.0
29,,,,,,,,,,,,,
29,Completed-Closed,Value 36,2012-03-14 21:07:29,Completed,High,Closed,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden,194735867.0
30,Accepted-In Progress,Value 37,2009-12-22 17:09:31,Accepted,Medium,In Progress,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,124478389.0
30,,,,,,,,,,,,,
30,Completed-Closed,Value 37,2012-02-01 20:38:06,Completed,Medium,Closed,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,191105304.0
31,Accepted-Wait,Value 37,2009-12-22 18:56:03,Accepted,Low,Wait,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,124484781.0
31,,,,,,,,,,,,,
31,Completed-Closed,Value 37,2012-02-01 20:40:25,Completed,Low,Closed,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden,191105443.0
32,Accepted-In Progress,Value 38,2010-01-06 00:42:20,Accepted,Medium,In Progress,Org line A2,A2_3,se,G354 3rd,PROD708,Sweden,125715158.0
32,,,,,,,,,,,,,
33,Accepted-In Progress,Value 2,2010-01-14 18:34:54,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,126470712.0
33,,,,,,,,,,,,,
33,Accepted-Assigned,Value 2,2010-02-03 18:20:05,Accepted,Medium,Assigned,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,128197823.0
33,,,,,,,,,,,,,
33,Accepted-In Progress,Value 2,2011-09-02 07:17:47,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,177924485.0
33,,,,,,,,,,,,,
33,Completed-Closed,Value 3,2012-02-01 18:24:59,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China,191097317.0
34,Accepted-In Progress,Value 7,2010-01-14 23:02:21,Accepted,Medium,In Progress,Org line C,E_4,gb,G88 2nd,PROD793,Sweden,126486759.0
34,,,,,,,,,,,,,
34,Queued-Awaiting Assignment,Value 7,2011-09-23 22:06:05,Queued,Medium,Awaiting Assignment,Org line C,E_4,gb,G88 2nd,PROD793,Sweden,179792183.0
34,,,,,,,,,,,,,
34,Completed-Closed,Value 7,2012-02-08 16:14:29,Completed,Medium,Closed,Org line C,E_4,gb,G88 2nd,PROD793,Sweden,191694287.0
35,Accepted-In Progress,Value 39,2010-01-22 00:42:26,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden,127097564.0
35,,,,,,,,,,,,,
35,Completed-Closed,Value 39,2012-04-11 23:39:02,Completed,Major,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden,197164160.0
36,Accepted-In Progress,Value 24,2010-01-25 17:19:08,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,127416566.0
36,,,,,,,,,,,,,
36,Accepted-In Progress,Value 24,2010-03-03 23:54:09,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,130637067.0
36,,,,,,,,,,,,,
36,Accepted-In Progress,Value 40,2012-03-28 21:39:46,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,195947404.0
36,,,,,,,,,,,,,
37,Accepted-In Progress,Value 41,2010-01-25 15:44:36,Accepted,Low,In Progress,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden,127410894.0
37,,,,,,,,,,,,,
37,Accepted-Wait,Value 41,2012-03-30 20:09:18,Accepted,Low,Wait,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden,196114776.0
37,,,,,,,,,,,,,
38,Accepted-In Progress,Value 42,2010-01-27 21:58:09,Accepted,Medium,In Progress,Org line A2,A2_2,se,G341 3rd,PROD246,Sweden,127606107.0
38,,,,,,,,,,,,,
39,Accepted-In Progress,Value 39,2010-02-02 23:50:20,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden,128131238.0
39,,,,,,,,,,,,,
39,Completed-Closed,Value 39,2012-04-11 23:40:09,Completed,Major,Closed,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden,197164227.0
40,Accepted-In Progress,Value 43,2010-02-03 17:34:32,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND,128195090.0
40,,,,,,,,,,,,,
40,Accepted-In Progress,Value 43,2010-02-03 18:40:51,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND,128199069.0
40,,,,,,,,,,,,,
40,Accepted-In Progress,Value 43,2011-12-21 06:25:19,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND,187425337.0
40,,,,,,,,,,,,,
41,Accepted-In Progress,Value 3,2010-02-05 18:00:12,Accepted,Medium,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,China,128369430.0
41,,,,,,,,,,,,,
41,Completed-Closed,Value 3,2012-02-23 22:37:00,Completed,Medium,Closed,Org line A2,A2_2,cn,G4 2nd,PROD753,China,193013238.0
42,Queued-Awaiting Assignment,Value 44,2010-02-12 22:00:54,Queued,Low,Awaiting Assignment,Org line C,C_3,se,G292 3rd,PROD815,Sweden,128988672.0
42,,,,,,,,,,,,,
42,Queued-Awaiting Assignment,Value 44,2010-10-29 02:15:39,Queued,Low,Awaiting Assignment,Org line C,C_3,se,G292 3rd,PROD815,Sweden,151295157.0
42,,,,,,,,,,,,,
42,Completed-Closed,Value 45,2012-04-04 22:41:41,Completed,Low,Closed,Org line C,C_3,se,G292 3rd,PROD815,Sweden,196555919.0
43,Accepted-In Progress,Value 46,2010-02-15 15:41:51,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA,129225129.0
43,,,,,,,,,,,,,
43,Accepted-Assigned,Value 46,2010-02-15 20:10:30,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA,129241248.0
43,,,,,,,,,,,,,
43,Completed-Closed,Value 43,2012-01-30 20:29:51,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND,190932009.0
44,Accepted-In Progress,Value 24,2010-02-15 17:33:11,Accepted,Medium,In Progress,Org line F,,se,G207 2nd,PROD48,Sweden,129231809.0
44,,,,,,,,,,,,,
44,Accepted-In Progress,Value 24,2010-03-02 21:59:28,Accepted,Medium,In Progress,Org line F,,se,G207 2nd,PROD48,Sweden,130543786.0
44,,,,,,,,,,,,,
44,Accepted-In Progress,Value 20,2010-03-02 22:07:11,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden,130544249.0
44,,,,,,,,,,,,,
44,Accepted-Wait,Value 43,2010-03-02 22:11:18,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,130544496.0
44,,,,,,,,,,,,,
44,Accepted-Assigned,Value 22,2011-04-11 16:08:44,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,165514742.0
44,,,,,,,,,,,,,
44,Completed-Closed,Value 22,2012-01-19 16:56:20,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND,189968798.0
45,Accepted-Wait,Value 2,2010-02-16 19:03:41,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,129323639.0
45,,,,,,,,,,,,,
45,Accepted-In Progress,Value 3,2012-01-20 16:40:03,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,190054221.0
45,,,,,,,,,,,,,
46,Accepted-Wait,Value 2,2010-02-16 19:04:37,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden,129323695.0
46,,,,,,,,,,,,,
46,Accepted-In Progress,Value 3,2012-02-01 18:16:03,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China,191096781.0
46,,,,,,,,,,,,,
47,Accepted-In Progress,Value 20,2010-02-23 21:10:59,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,129936077.0
47,,,,,,,,,,,,,
47,Queued-Awaiting Assignment,Value 20,2010-03-02 21:44:01,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden,130542859.0
47,,,,,,,,,,,,,
47,Accepted-Wait,Value 21,2010-03-02 21:46:58,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,130543036.0
47,,,,,,,,,,,,,
47,Accepted-Wait,Value 22,2011-11-28 16:20:57,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND,185473875.0
47,,,,,,,,,,,,,
48,Accepted-In Progress,Value 46,2010-02-26 21:39:44,Accepted,Low,In Progress,Org line G3,,us,G199 3rd,PROD96,USA,130197002.0
48,,,,,,,,,,,,,
48,Accepted-In Progress,Value 47,2010-02-27 02:04:51,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden,130212909.0
48,,,,,,,,,,,,,
48,Accepted-In Progress,Value 47,2010-02-27 02:09:05,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden,130213163.0
48,,,,,,,,,,,,,
48,Accepted-In Progress,Value 47,2010-02-27 02:11:57,Accepted,Low,In Progress,Org line G3,,us,G199 3rd,PROD96,Sweden,130213335.0
48,,,,,,,,,,,,,
48,Accepted-In Progress,Value 43,2012-01-19 18:01:46,Accepted,Low,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND,189972724.0
48,,,,,,,,,,,,,
49,Accepted-In Progress,Value 46,2010-03-01 14:54:12,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA,130431870.0
49,,,,,,,,,,,,,
49,Accepted-In Progress,Value 47,2010-03-01 19:53:51,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden,130449849.0
49,,,,,,,,,,,,,
49,Accepted-In Progress,Value 43,2011-12-29 00:01:17,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND,188093495.0
49,,,,,,,,,,,,,
50,Accepted-In Progress,Value 15,2010-03-02 19:41:18,Accepted,Low,In Progress,Org line G4,,se,S28 2nd,PROD633,Sweden,130535496.0
50,,,,,,,,,,,,,
50,Completed-Closed,Value 15,2012-02-02 00:42:48,Completed,Low,Closed,Org line G4,,se,S28 2nd,PROD633,Sweden,191119986.0
