CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
14,Request For Payment SUBMITTED by EMPLOYEE,12.540167057365423,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,Request For Payment APPROVED by SUPERVISOR,12.54024939238667,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,,,,,,,,,,,
14,,,,,,,,,,,
14,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
15,,,,,,,,,,,
15,Request For Payment FINAL_APPROVED by SUPERVISOR,12.564669740951558,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
15,,,,,,,,,,,
15,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
17,Request For Payment SUBMITTED by EMPLOYEE,12.844753080576217,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224
17,,,,,,,,,,,
17,,,,,,,,,,,
17,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,Request Payment,14.14498767137304,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884
18,,,,,,,,,,,
19,Request For Payment SUBMITTED by EMPLOYEE,13.319228659639125,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,Request For Payment APPROVED by PRE_APPROVER,13.319243442952706,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,,,,,,,,,,,
19,,,,,,,,,,,
19,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,13.329689693187849,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by PRE_APPROVER,14.70879424587876,STAFF MEMBER,PRE_APPROVER,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by EMPLOYEE,14.70911427469227,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment SUBMITTED by EMPLOYEE,14.709831716409433,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
20,,,,,,,,,,,
20,Request For Payment REJECTED by MISSING,14.776686697502072,STAFF MEMBER,MISSING,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
21,Request For Payment SUBMITTED by EMPLOYEE,13.335450128197676,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505
21,,,,,,,,,,,
21,,,,,,,,,,,
21,,,,,,,,,,,
21,,,,,,,,,,,
22,Request For Payment SUBMITTED by EMPLOYEE,13.339688434061541,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
22,Request For Payment FINAL_APPROVED by SUPERVISOR,13.339979681592622,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
22,,,,,,,,,,,
22,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
23,Request For Payment SUBMITTED by EMPLOYEE,13.353594138901158,STAFF MEMBER,EMPLOYEE,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
23,Request For Payment FINAL_APPROVED by SUPERVISOR,13.457119857242038,STAFF MEMBER,SUPERVISOR,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
23,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
24,Request For Payment SUBMITTED by EMPLOYEE,13.452984242377802,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
24,Request For Payment FINAL_APPROVED by SUPERVISOR,13.453340543743561,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
24,,,,,,,,,,,
24,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
25,Request For Payment SUBMITTED by EMPLOYEE,13.46048140183066,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Request For Payment FINAL_APPROVED by SUPERVISOR,13.460508499686009,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Request Payment,13.696502897761253,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
26,Request For Payment SUBMITTED by EMPLOYEE,13.46709852481478,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
26,,,,,,,,,,,
26,Request Payment,14.080885669893515,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
26,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
27,Request For Payment SUBMITTED by EMPLOYEE,13.470001613009709,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
27,Request For Payment FINAL_APPROVED by SUPERVISOR,13.470185248282323,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
27,Request For Payment REJECTED by MISSING,13.590903436153077,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
28,Request For Payment SUBMITTED by EMPLOYEE,13.474839719537234,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,,,,,,,,,,,
28,Request For Payment FINAL_APPROVED by SUPERVISOR,13.47507728679343,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Request Payment,13.479038721342981,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
29,Request For Payment SUBMITTED by EMPLOYEE,13.476592733329007,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,,,,,,,,,,,
29,,,,,,,,,,,
29,,,,,,,,,,,
30,Request For Payment SUBMITTED by EMPLOYEE,13.4846161363696,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
30,Request For Payment FINAL_APPROVED by SUPERVISOR,13.484642588062894,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
30,,,,,,,,,,,
30,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
31,,,,,,,,,,,
31,Request For Payment APPROVED by PRE_APPROVER,13.566075647995996,STAFF MEMBER,PRE_APPROVER,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
31,,,,,,,,,,,
31,,,,,,,,,,,
31,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
32,,,,,,,,,,,
32,Request For Payment FINAL_APPROVED by SUPERVISOR,13.571329767534262,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920
32,,,,,,,,,,,
32,,,,,,,,,,,
33,Request For Payment SUBMITTED by EMPLOYEE,13.573900036965993,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,Request For Payment FINAL_APPROVED by SUPERVISOR,13.573906403436593,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,Request Payment,13.696114221637917,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
34,,,,,,,,,,,
34,Request For Payment FINAL_APPROVED by SUPERVISOR,13.57660214160916,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
34,Request Payment,14.210308978697194,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
34,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
35,,,,,,,,,,,
35,Request For Payment FINAL_APPROVED by SUPERVISOR,13.62177409835502,STAFF MEMBER,SUPERVISOR,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
35,Request Payment,13.696013929946773,SYSTEM,UNDEFINED,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
35,,,,,,,,,,,
36,,,,,,,,,,,
36,Request For Payment APPROVED by PRE_APPROVER,13.692345816874457,STAFF MEMBER,PRE_APPROVER,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,Request For Payment FINAL_APPROVED by SUPERVISOR,14.004494041431755,STAFF MEMBER,SUPERVISOR,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
37,Request For Payment FINAL_APPROVED by SUPERVISOR,13.772077866872761,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751
37,,,,,,,,,,,
37,,,,,,,,,,,
38,Request For Payment SUBMITTED by EMPLOYEE,14.088377171496516,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,Request For Payment FINAL_APPROVED by SUPERVISOR,14.089227064283907,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,Request Payment,14.26374584165501,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
39,Request For Payment SUBMITTED by EMPLOYEE,14.089674926547517,STAFF MEMBER,EMPLOYEE,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
39,,,,,,,,,,,
39,,,,,,,,,,,
39,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
40,,,,,,,,,,,
40,,,,,,,,,,,
40,,,,,,,,,,,
40,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205
41,Request For Payment SUBMITTED by EMPLOYEE,14.206358690015504,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment REJECTED by PRE_APPROVER,14.206363425384481,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment REJECTED by EMPLOYEE,14.505087372345677,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
41,Request For Payment APPROVED by PRE_APPROVER,14.50878273071237,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment FINAL_APPROVED by SUPERVISOR,14.514060616656634,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment REJECTED by MISSING,14.776795305363553,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,Request For Payment REJECTED by PRE_APPROVER,14.206404013341634,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,,,,,,,,,,,
42,Request For Payment APPROVED by PRE_APPROVER,14.50876573269264,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,,,,,,,,,,,
43,,,,,,,,,,,
43,Request For Payment APPROVED by PRE_APPROVER,14.2114881347777,STAFF MEMBER,PRE_APPROVER,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447
43,,,,,,,,,,,
43,,,,,,,,,,,
43,,,,,,,,,,,
44,,,,,,,,,,,
44,,,,,,,,,,,
44,,,,,,,,,,,
44,,,,,,,,,,,
45,,,,,,,,,,,
45,Request For Payment FINAL_APPROVED by SUPERVISOR,14.265925449537812,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
45,Request Payment,14.836347233822814,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
45,Payment Handled,15.11256105194182,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
46,Request For Payment SUBMITTED by EMPLOYEE,14.272713861476852,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,,,,,,,,,,,
46,,,,,,,,,,,
46,Request Payment,14.55381082033061,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,Payment Handled,14.71113602657881,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
47,,,,,,,,,,,
47,,,,,,,,,,,
47,,,,,,,,,,,
47,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983
48,Request For Payment SUBMITTED by EMPLOYEE,14.41032028113548,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
48,Request For Payment FINAL_APPROVED by SUPERVISOR,14.41032800445101,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
48,,,,,,,,,,,
48,Payment Handled,15.11256105194182,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
49,Request For Payment SUBMITTED by EMPLOYEE,14.41288610226524,STAFF MEMBER,EMPLOYEE,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
49,Request For Payment FINAL_APPROVED by SUPERVISOR,14.412892155039378,STAFF MEMBER,SUPERVISOR,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
49,,,,,,,,,,,
49,,,,,,,,,,,
50,Request For Payment SUBMITTED by EMPLOYEE,14.413227751543301,STAFF MEMBER,EMPLOYEE,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,Request For Payment FINAL_APPROVED by SUPERVISOR,14.413232152060802,STAFF MEMBER,SUPERVISOR,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,Request Payment,14.464568432985171,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
51,,,,,,,,,,,
51,,,,,,,,,,,
51,,,,,,,,,,,
51,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374
52,Request For Payment SUBMITTED by EMPLOYEE,14.417051092165682,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,Request For Payment APPROVED by PRE_APPROVER,14.42270216761151,STAFF MEMBER,PRE_APPROVER,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,Request For Payment FINAL_APPROVED by SUPERVISOR,14.457902720292694,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,Request Payment,14.553584735979152,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,,,,,,,,,,,
53,Request For Payment SUBMITTED by EMPLOYEE,14.419583325848224,STAFF MEMBER,EMPLOYEE,project 503,task 148154,organizational unit 65463,0.0,653.4051673300182,activity 505,request for payment number 148153
