CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
5,Request For Payment FINAL_APPROVED by SUPERVISOR,9.612065160468624,STAFF MEMBER,SUPERVISOR,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment REJECTED by MISSING,11.5986535188529,STAFF MEMBER,MISSING,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment SUBMITTED by EMPLOYEE,16.404465387674126,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment APPROVED by PRE_APPROVER,16.404466063560303,STAFF MEMBER,PRE_APPROVER,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment FINAL_APPROVED by SUPERVISOR,16.40448799206407,STAFF MEMBER,SUPERVISOR,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
5,Request Payment,16.411166080106387,SYSTEM,UNDEFINED,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
5,Payment Handled,16.42517100222874,SYSTEM,UNDEFINED,project 149147,task 82614,organizational unit 65463,0,32.550812026894,activity 505,request for payment number 149146
6,Request For Payment SUBMITTED by EMPLOYEE,11.57853528705996,STAFF MEMBER,EMPLOYEE,project 503,task 147599,organizational unit 65458,0,53.99955609576994,activity 505,request for payment number 147598
6,Request For Payment FINAL_APPROVED by SUPERVISOR,11.579040867177088,STAFF MEMBER,SUPERVISOR,project 503,task 147599,organizational unit 65458,0,53.99955609576994,activity 505,request for payment number 147598
6,Request Payment,14.145312742017635,SYSTEM,UNDEFINED,project 503,task 147599,organizational unit 65458,0,53.99955609576994,activity 505,request for payment number 147598
6,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 503,task 147599,organizational unit 65458,0,53.99955609576994,activity 505,request for payment number 147598
7,Request For Payment SUBMITTED by EMPLOYEE,11.58171431564635,STAFF MEMBER,EMPLOYEE,project 147582,task 147599,organizational unit 65458,0,430.9164576442441,activity 505,request for payment number 149370
7,Request For Payment FINAL_APPROVED by SUPERVISOR,11.581845000434827,STAFF MEMBER,SUPERVISOR,project 147582,task 147599,organizational unit 65458,0,430.9164576442441,activity 505,request for payment number 149370
7,Request Payment,14.145281102614783,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0,430.9164576442441,activity 505,request for payment number 149370
7,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0,430.9164576442441,activity 505,request for payment number 149370
8,Request For Payment SUBMITTED by EMPLOYEE,11.590793502068543,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65463,0,31.71504266521492,UNKNOWN,request for payment number 148224
8,Request For Payment APPROVED by PRE_APPROVER,11.590867506249813,STAFF MEMBER,PRE_APPROVER,project 147582,UNKNOWN,organizational unit 65463,0,31.71504266521492,UNKNOWN,request for payment number 148224
8,Request For Payment FINAL_APPROVED by SUPERVISOR,11.594827980589862,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65463,0,31.71504266521492,UNKNOWN,request for payment number 148224
8,Request Payment,11.597376901439677,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0,31.71504266521492,UNKNOWN,request for payment number 148224
8,Payment Handled,12.573676649131531,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0,31.71504266521492,UNKNOWN,request for payment number 148224
9,Request For Payment SUBMITTED by EMPLOYEE,11.655353415602505,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0,246.8039601180534,UNKNOWN,request for payment number 149831
9,Request For Payment FINAL_APPROVED by SUPERVISOR,12.072701240107016,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65463,0,246.8039601180534,UNKNOWN,request for payment number 149831
9,Request Payment,12.476210463640777,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0,246.8039601180534,UNKNOWN,request for payment number 149831
9,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0,246.8039601180534,UNKNOWN,request for payment number 149831
10,Request For Payment SUBMITTED by EMPLOYEE,12.11111340413976,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0,248.33579089019588,UNKNOWN,request for payment number 148630
10,Request For Payment FINAL_APPROVED by SUPERVISOR,12.111173881082943,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0,248.33579089019588,UNKNOWN,request for payment number 148630
10,Request Payment,14.145209910298059,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,248.33579089019588,UNKNOWN,request for payment number 148630
10,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,248.33579089019588,UNKNOWN,request for payment number 148630
11,Request For Payment SUBMITTED by EMPLOYEE,12.463060946906884,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0,325.2739525493613,UNKNOWN,request for payment number 147895
11,Request For Payment FINAL_APPROVED by SUPERVISOR,12.463416637181732,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0,325.2739525493613,UNKNOWN,request for payment number 147895
11,Request Payment,12.803240172238045,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,325.2739525493613,UNKNOWN,request for payment number 147895
11,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,325.2739525493613,UNKNOWN,request for payment number 147895
12,Request For Payment SUBMITTED by EMPLOYEE,12.491683825162859,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0,96.47232713406254,UNKNOWN,request for payment number 147899
12,Request For Payment FINAL_APPROVED by SUPERVISOR,12.491751462805487,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0,96.47232713406254,UNKNOWN,request for payment number 147899
12,Request Payment,12.80303926761615,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,96.47232713406254,UNKNOWN,request for payment number 147899
12,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,96.47232713406254,UNKNOWN,request for payment number 147899
13,Request For Payment SUBMITTED by EMPLOYEE,12.497506421532881,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0,460.89001284125504,UNKNOWN,request for payment number 148634
13,Request For Payment APPROVED by PRE_APPROVER,12.497693201961823,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0,460.89001284125504,UNKNOWN,request for payment number 148634
13,Request For Payment FINAL_APPROVED by SUPERVISOR,13.453518646831249,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0,460.89001284125504,UNKNOWN,request for payment number 148634
13,Request Payment,13.675870258190354,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0,460.89001284125504,UNKNOWN,request for payment number 148634
13,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0,460.89001284125504,UNKNOWN,request for payment number 148634
14,Request For Payment SUBMITTED by EMPLOYEE,12.540167057365423,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65463,0,4205.867568279362,UNKNOWN,request for payment number 149909
14,Request For Payment APPROVED by SUPERVISOR,12.54024939238667,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65463,0,4205.867568279362,UNKNOWN,request for payment number 149909
14,Request For Payment FINAL_APPROVED by DIRECTOR,13.453995347383312,STAFF MEMBER,DIRECTOR,project 147620,UNKNOWN,organizational unit 65463,0,4205.867568279362,UNKNOWN,request for payment number 149909
14,Request Payment,13.478362292887308,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0,4205.867568279362,UNKNOWN,request for payment number 149909
14,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0,4205.867568279362,UNKNOWN,request for payment number 149909
15,Request For Payment SUBMITTED by EMPLOYEE,12.564652274404361,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0,38.63303375588632,UNKNOWN,request for payment number 149295
15,Request For Payment FINAL_APPROVED by SUPERVISOR,12.564669740951558,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0,38.63303375588632,UNKNOWN,request for payment number 149295
15,Request Payment,12.802860345962712,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,38.63303375588632,UNKNOWN,request for payment number 149295
15,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,38.63303375588632,UNKNOWN,request for payment number 149295
16,Request For Payment SUBMITTED by EMPLOYEE,12.756295889877327,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
16,Request For Payment FINAL_APPROVED by SUPERVISOR,12.756330498539878,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
16,Request For Payment REJECTED by MISSING,13.316167094501747,STAFF MEMBER,MISSING,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
16,Request For Payment SUBMITTED by EMPLOYEE,13.317749223527484,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
16,Request For Payment FINAL_APPROVED by SUPERVISOR,13.317780478693843,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
16,Request Payment,13.770155387443335,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
16,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0,112.586736524557,UNKNOWN,request for payment number 149914
17,Request For Payment SUBMITTED by EMPLOYEE,12.844753080576217,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0,325.19910712796417,UNKNOWN,request for payment number 149224
17,Request For Payment FINAL_APPROVED by SUPERVISOR,12.844805878050398,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0,325.19910712796417,UNKNOWN,request for payment number 149224
17,Request Payment,13.346933111236604,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,325.19910712796417,UNKNOWN,request for payment number 149224
17,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0,325.19910712796417,UNKNOWN,request for payment number 149224
18,Request For Payment SUBMITTED by EMPLOYEE,12.999139818906354,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0,185.5206789946729,UNKNOWN,request for payment number 148884
18,Request For Payment FINAL_APPROVED by SUPERVISOR,12.999372806039958,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65458,0,185.5206789946729,UNKNOWN,request for payment number 148884
18,Request Payment,14.14498767137304,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0,185.5206789946729,UNKNOWN,request for payment number 148884
18,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0,185.5206789946729,UNKNOWN,request for payment number 148884
19,Request For Payment SUBMITTED by EMPLOYEE,13.319228659639125,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0,41.02138175756728,UNKNOWN,request for payment number 149159
19,Request For Payment APPROVED by PRE_APPROVER,13.319243442952706,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0,41.02138175756728,UNKNOWN,request for payment number 149159
19,Request For Payment FINAL_APPROVED by SUPERVISOR,13.993710298399007,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0,41.02138175756728,UNKNOWN,request for payment number 149159
19,Request Payment,14.546722495355818,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0,41.02138175756728,UNKNOWN,request for payment number 149159
19,Payment Handled,14.71113602657881,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0,41.02138175756728,UNKNOWN,request for payment number 149159
20,Request For Payment SUBMITTED by EMPLOYEE,13.329689693187849,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by PRE_APPROVER,14.70879424587876,STAFF MEMBER,PRE_APPROVER,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by EMPLOYEE,14.70911427469227,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment SUBMITTED by EMPLOYEE,14.709831716409433,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment APPROVED by PRE_APPROVER,14.709833351948385,STAFF MEMBER,PRE_APPROVER,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment FINAL_APPROVED by SUPERVISOR,14.71051554727031,STAFF MEMBER,SUPERVISOR,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by MISSING,14.776686697502072,STAFF MEMBER,MISSING,project 503,task 74419,organizational unit 65463,0,3441.5162056141467,activity 505,UNKNOWN
21,Request For Payment SUBMITTED by EMPLOYEE,13.335450128197676,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65458,0,3.934400805535731,UNKNOWN,request for payment number 148505
21,Request For Payment APPROVED by PRE_APPROVER,13.335459825183046,STAFF MEMBER,PRE_APPROVER,project 147908,UNKNOWN,organizational unit 65458,0,3.934400805535731,UNKNOWN,request for payment number 148505
21,Request For Payment FINAL_APPROVED by SUPERVISOR,13.993710298399007,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65458,0,3.934400805535731,UNKNOWN,request for payment number 148505
21,Request Payment,14.143898778226339,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65458,0,3.934400805535731,UNKNOWN,request for payment number 148505
21,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65458,0,3.934400805535731,UNKNOWN,request for payment number 148505
22,Request For Payment SUBMITTED by EMPLOYEE,13.339688434061541,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0,38.46467306686371,UNKNOWN,request for payment number 147939
22,Request For Payment FINAL_APPROVED by SUPERVISOR,13.339979681592622,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0,38.46467306686371,UNKNOWN,request for payment number 147939
22,Request Payment,13.346873993859033,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,38.46467306686371,UNKNOWN,request for payment number 147939
22,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0,38.46467306686371,UNKNOWN,request for payment number 147939
23,Request For Payment SUBMITTED by EMPLOYEE,13.353594138901158,STAFF MEMBER,EMPLOYEE,project 503,task 147825,organizational unit 65463,0,23.42869687069603,activity 505,request for payment number 149661
23,Request For Payment APPROVED by PRE_APPROVER,13.353714752188127,STAFF MEMBER,PRE_APPROVER,project 503,task 147825,organizational unit 65463,0,23.42869687069603,activity 505,request for payment number 149661
23,Request For Payment FINAL_APPROVED by SUPERVISOR,13.457119857242038,STAFF MEMBER,SUPERVISOR,project 503,task 147825,organizational unit 65463,0,23.42869687069603,activity 505,request for payment number 149661
23,Request Payment,13.592974322196639,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0,23.42869687069603,activity 505,request for payment number 149661
23,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0,23.42869687069603,activity 505,request for payment number 149661
24,Request For Payment SUBMITTED by EMPLOYEE,13.452984242377802,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0,6.626098975813822,UNKNOWN,request for payment number 147747
24,Request For Payment FINAL_APPROVED by SUPERVISOR,13.453340543743561,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0,6.626098975813822,UNKNOWN,request for payment number 147747
24,Request Payment,14.076755734948424,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0,6.626098975813822,UNKNOWN,request for payment number 147747
24,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0,6.626098975813822,UNKNOWN,request for payment number 147747
25,Request For Payment SUBMITTED by EMPLOYEE,13.46048140183066,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Request For Payment FINAL_APPROVED by SUPERVISOR,13.460508499686009,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Request Payment,13.696502897761253,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0,53.01544358794025,UNKNOWN,request for payment number 149155
26,Request For Payment SUBMITTED by EMPLOYEE,13.46709852481478,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65463,0,128.05998076667805,UNKNOWN,request for payment number 147903
26,Request For Payment FINAL_APPROVED by SUPERVISOR,13.468297848409842,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65463,0,128.05998076667805,UNKNOWN,request for payment number 147903
26,Request Payment,14.080885669893515,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0,128.05998076667805,UNKNOWN,request for payment number 147903
26,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0,128.05998076667805,UNKNOWN,request for payment number 147903
27,Request For Payment SUBMITTED by EMPLOYEE,13.470001613009709,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0,31.61435344730977,UNKNOWN,UNKNOWN
27,Request For Payment FINAL_APPROVED by SUPERVISOR,13.470185248282323,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0,31.61435344730977,UNKNOWN,UNKNOWN
27,Request For Payment REJECTED by MISSING,13.590903436153077,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0,31.61435344730977,UNKNOWN,UNKNOWN
28,Request For Payment SUBMITTED by EMPLOYEE,13.474839719537234,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Request For Payment APPROVED by PRE_APPROVER,13.474849560721607,STAFF MEMBER,PRE_APPROVER,project 147531,UNKNOWN,organizational unit 65458,0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Request For Payment FINAL_APPROVED by SUPERVISOR,13.47507728679343,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Request Payment,13.479038721342981,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0,25.34672207446496,UNKNOWN,request for payment number 148148
29,Request For Payment SUBMITTED by EMPLOYEE,13.476592733329007,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65463,0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,Request For Payment FINAL_APPROVED by SUPERVISOR,13.476609574323357,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65463,0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,Request Payment,13.694515118058014,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65463,0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65463,0,1699.9224747160142,UNKNOWN,request for payment number 147907
30,Request For Payment SUBMITTED by EMPLOYEE,13.4846161363696,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65458,0,46.53304952089496,UNKNOWN,request for payment number 148888
30,Request For Payment FINAL_APPROVED by SUPERVISOR,13.484642588062894,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65458,0,46.53304952089496,UNKNOWN,request for payment number 148888
30,Request Payment,13.696326040691156,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0,46.53304952089496,UNKNOWN,request for payment number 148888
30,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0,46.53304952089496,UNKNOWN,request for payment number 148888
31,Request For Payment SUBMITTED by EMPLOYEE,13.566067948166161,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65463,0,130.32384196154325,UNKNOWN,request for payment number 148434
31,Request For Payment APPROVED by PRE_APPROVER,13.566075647995996,STAFF MEMBER,PRE_APPROVER,project 147551,UNKNOWN,organizational unit 65463,0,130.32384196154325,UNKNOWN,request for payment number 148434
31,Request For Payment FINAL_APPROVED by SUPERVISOR,14.128763881280985,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65463,0,130.32384196154325,UNKNOWN,request for payment number 148434
31,Request Payment,14.14390237863693,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0,130.32384196154325,UNKNOWN,request for payment number 148434
