CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
6,Request For Payment SUBMITTED by EMPLOYEE,11.57853528705996,STAFF MEMBER,EMPLOYEE,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598
6,,,,,,,,,,,
6,,,,,,,,,,,
6,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598
7,Request For Payment SUBMITTED by EMPLOYEE,11.58171431564635,STAFF MEMBER,EMPLOYEE,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370
7,,,,,,,,,,,
7,,,,,,,,,,,
7,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370
8,Request For Payment SUBMITTED by EMPLOYEE,11.590793502068543,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224
8,,,,,,,,,,,
8,,,,,,,,,,,
8,Request Payment,11.597376901439677,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224
8,,,,,,,,,,,
9,Request For Payment SUBMITTED by EMPLOYEE,11.655353415602505,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831
9,,,,,,,,,,,
9,,,,,,,,,,,
9,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831
10,Request For Payment SUBMITTED by EMPLOYEE,12.11111340413976,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630
10,,,,,,,,,,,
10,,,,,,,,,,,
10,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630
11,Request For Payment SUBMITTED by EMPLOYEE,12.463060946906884,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895
11,,,,,,,,,,,
11,,,,,,,,,,,
11,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895
12,Request For Payment SUBMITTED by EMPLOYEE,12.491683825162859,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899
12,,,,,,,,,,,
12,,,,,,,,,,,
12,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899
13,Request For Payment SUBMITTED by EMPLOYEE,12.497506421532881,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634
13,,,,,,,,,,,
13,,,,,,,,,,,
13,Request Payment,13.675870258190354,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634
13,,,,,,,,,,,
14,Request For Payment SUBMITTED by EMPLOYEE,12.540167057365423,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,,,,,,,,,,,
14,,,,,,,,,,,
14,Request Payment,13.478362292887308,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,,,,,,,,,,,
15,Request For Payment SUBMITTED by EMPLOYEE,12.564652274404361,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
15,,,,,,,,,,,
15,,,,,,,,,,,
15,Payment Handled,13.36059256613658,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
16,Request For Payment SUBMITTED by EMPLOYEE,12.756295889877327,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
16,,,,,,,,,,,
16,,,,,,,,,,,
16,Request For Payment SUBMITTED by EMPLOYEE,13.317749223527484,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
16,,,,,,,,,,,
16,,,,,,,,,,,
16,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
17,Request For Payment SUBMITTED by EMPLOYEE,12.844753080576217,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224
17,,,,,,,,,,,
17,,,,,,,,,,,
17,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224
18,Request For Payment SUBMITTED by EMPLOYEE,12.999139818906354,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884
18,,,,,,,,,,,
18,,,,,,,,,,,
18,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884
19,Request For Payment SUBMITTED by EMPLOYEE,13.319228659639125,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,,,,,,,,,,,
19,,,,,,,,,,,
19,Request Payment,14.546722495355818,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,13.329689693187849,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
20,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,14.709831716409433,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
20,,,,,,,,,,,
20,Request For Payment REJECTED by MISSING,14.776686697502072,STAFF MEMBER,MISSING,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
21,Request For Payment SUBMITTED by EMPLOYEE,13.335450128197676,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505
21,,,,,,,,,,,
21,,,,,,,,,,,
21,Request Payment,14.143898778226339,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505
21,,,,,,,,,,,
22,Request For Payment SUBMITTED by EMPLOYEE,13.339688434061541,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
22,,,,,,,,,,,
22,,,,,,,,,,,
22,Payment Handled,13.703094096454596,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
23,Request For Payment SUBMITTED by EMPLOYEE,13.353594138901158,STAFF MEMBER,EMPLOYEE,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
23,,,,,,,,,,,
23,Request Payment,13.592974322196639,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
24,Request For Payment SUBMITTED by EMPLOYEE,13.452984242377802,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
24,,,,,,,,,,,
24,,,,,,,,,,,
24,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
25,Request For Payment SUBMITTED by EMPLOYEE,13.46048140183066,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,,,,,,,,,,,
25,,,,,,,,,,,
25,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
26,Request For Payment SUBMITTED by EMPLOYEE,13.46709852481478,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
26,,,,,,,,,,,
26,,,,,,,,,,,
26,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
27,Request For Payment SUBMITTED by EMPLOYEE,13.470001613009709,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
27,,,,,,,,,,,
27,,,,,,,,,,,
28,Request For Payment SUBMITTED by EMPLOYEE,13.474839719537234,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,,,,,,,,,,,
28,,,,,,,,,,,
28,Request Payment,13.479038721342981,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,,,,,,,,,,,
29,Request For Payment SUBMITTED by EMPLOYEE,13.476592733329007,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,,,,,,,,,,,
29,,,,,,,,,,,
29,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907
30,Request For Payment SUBMITTED by EMPLOYEE,13.4846161363696,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
30,,,,,,,,,,,
30,,,,,,,,,,,
30,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
31,Request For Payment SUBMITTED by EMPLOYEE,13.566067948166161,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
31,,,,,,,,,,,
31,,,,,,,,,,,
31,Request Payment,14.14390237863693,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
31,,,,,,,,,,,
32,Request For Payment SUBMITTED by EMPLOYEE,13.571319554881295,STAFF MEMBER,EMPLOYEE,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920
32,,,,,,,,,,,
32,,,,,,,,,,,
32,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920
33,Request For Payment SUBMITTED by EMPLOYEE,13.573900036965993,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,,,,,,,,,,,
33,,,,,,,,,,,
33,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
34,Request For Payment SUBMITTED by EMPLOYEE,13.576591982659696,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
34,,,,,,,,,,,
34,,,,,,,,,,,
34,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
35,Request For Payment SUBMITTED by EMPLOYEE,13.621573805198004,STAFF MEMBER,EMPLOYEE,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
35,,,,,,,,,,,
35,,,,,,,,,,,
35,Payment Handled,14.030058068959764,SYSTEM,UNDEFINED,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
36,Request For Payment SUBMITTED by EMPLOYEE,13.692306228614974,STAFF MEMBER,EMPLOYEE,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,,,,,,,,,,,
36,,,,,,,,,,,
36,Request Payment,14.017071675065209,SYSTEM,UNDEFINED,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,,,,,,,,,,,
37,Request For Payment SUBMITTED by EMPLOYEE,13.772070556118171,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751
37,,,,,,,,,,,
37,,,,,,,,,,,
37,Payment Handled,14.219914436500812,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751
38,Request For Payment SUBMITTED by EMPLOYEE,14.088377171496516,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,,,,,,,,,,,
38,,,,,,,,,,,
38,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
39,Request For Payment SUBMITTED by EMPLOYEE,14.089674926547517,STAFF MEMBER,EMPLOYEE,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
39,,,,,,,,,,,
39,,,,,,,,,,,
39,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
40,Request For Payment SUBMITTED by EMPLOYEE,14.202469478035598,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205
40,,,,,,,,,,,
40,,,,,,,,,,,
40,Payment Handled,14.427481305093103,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205
41,Request For Payment SUBMITTED by EMPLOYEE,14.206358690015504,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
41,,,,,,,,,,,
41,Request For Payment SUBMITTED by EMPLOYEE,14.50877023219657,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
41,,,,,,,,,,,
41,Request For Payment REJECTED by MISSING,14.776795305363553,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
42,Request For Payment SUBMITTED by EMPLOYEE,14.206399278164852,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,,,,,,,,,,,
42,Request For Payment SUBMITTED by EMPLOYEE,14.508752234059376,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,,,,,,,,,,,
42,Request For Payment REJECTED by MISSING,14.776757446920092,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
43,Request For Payment SUBMITTED by EMPLOYEE,14.21061214986996,STAFF MEMBER,EMPLOYEE,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447
43,,,,,,,,,,,
43,,,,,,,,,,,
43,Request Payment,14.26926030566045,SYSTEM,UNDEFINED,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447
43,,,,,,,,,,,
44,Request For Payment SUBMITTED by EMPLOYEE,14.262434897514112,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760
44,,,,,,,,,,,
44,,,,,,,,,,,
44,Payment Handled,15.11256105194182,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760
45,Request For Payment SUBMITTED by EMPLOYEE,14.265918438512976,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
45,,,,,,,,,,,
45,,,,,,,,,,,
45,Payment Handled,15.11256105194182,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
46,Request For Payment SUBMITTED by EMPLOYEE,14.272713861476852,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,,,,,,,,,,,
46,,,,,,,,,,,
46,Request Payment,14.55381082033061,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,,,,,,,,,,,
47,Request For Payment SUBMITTED by EMPLOYEE,14.369971367514744,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983
47,,,,,,,,,,,
47,,,,,,,,,,,
47,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983
48,Request For Payment SUBMITTED by EMPLOYEE,14.41032028113548,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
48,,,,,,,,,,,
48,,,,,,,,,,,
48,Payment Handled,15.11256105194182,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
49,Request For Payment SUBMITTED by EMPLOYEE,14.41288610226524,STAFF MEMBER,EMPLOYEE,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
49,,,,,,,,,,,
49,,,,,,,,,,,
49,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
50,Request For Payment SUBMITTED by EMPLOYEE,14.413227751543301,STAFF MEMBER,EMPLOYEE,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,,,,,,,,,,,
50,,,,,,,,,,,
50,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
51,Request For Payment SUBMITTED by EMPLOYEE,14.415358635149401,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374
51,,,,,,,,,,,
51,,,,,,,,,,,
51,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374
52,Request For Payment SUBMITTED by EMPLOYEE,14.417051092165682,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,,,,,,,,,,,
52,,,,,,,,,,,
52,Request Payment,14.553584735979152,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,,,,,,,,,,,
53,Request For Payment SUBMITTED by EMPLOYEE,14.419583325848224,STAFF MEMBER,EMPLOYEE,project 503,task 148154,organizational unit 65463,0.0,653.4051673300182,activity 505,request for payment number 148153
53,,,,,,,,,,,
53,,,,,,,,,,,
53,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 503,task 148154,organizational unit 65463,0.0,653.4051673300182,activity 505,request for payment number 148153
54,Request For Payment SUBMITTED by EMPLOYEE,14.419651646139242,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,653.4051673300182,UNKNOWN,request for payment number 147773
54,,,,,,,,,,,
54,,,,,,,,,,,
54,Payment Handled,14.559035213677326,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,653.4051673300182,UNKNOWN,request for payment number 147773
55,Request For Payment SUBMITTED by EMPLOYEE,14.422746301832946,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,34.5688176716035,UNKNOWN,request for payment number 149485
55,,,,,,,,,,,
55,,,,,,,,,,,
55,Request Payment,14.472021762059159,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,34.5688176716035,UNKNOWN,request for payment number 149485
55,,,,,,,,,,,
56,Request For Payment SUBMITTED by EMPLOYEE,14.466605299817902,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,40.67153899842637,UNKNOWN,request for payment number 149839
56,,,,,,,,,,,
56,,,,,,,,,,,
56,Payment Handled,15.11256105194182,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,40.67153899842637,UNKNOWN,request for payment number 149839
57,Request For Payment SUBMITTED by EMPLOYEE,14.468644791636649,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,36.6829541727728,UNKNOWN,request for payment number 149456
57,,,,,,,,,,,
57,,,,,,,,,,,
57,Payment Handled,14.811757839954357,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,36.6829541727728,UNKNOWN,request for payment number 149456
58,Request For Payment SUBMITTED by EMPLOYEE,14.468690586855011,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,39.59429974204048,UNKNOWN,request for payment number 148399
58,,,,,,,,,,,
58,,,,,,,,,,,
58,Payment Handled,14.811757839954357,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,39.59429974204048,UNKNOWN,request for payment number 148399
59,Request For Payment SUBMITTED by EMPLOYEE,14.517025629861338,STAFF MEMBER,EMPLOYEE,project 503,task 6280,organizational unit 65457,0.0,234.9930091971253,activity 505,request for payment number 148158
59,,,,,,,,,,,
59,,,,,,,,,,,
59,Request For Payment SUBMITTED by EMPLOYEE,14.545076452819565,STAFF MEMBER,EMPLOYEE,project 503,task 6280,organizational unit 65457,0.0,234.9930091971253,activity 505,request for payment number 148158
59,,,,,,,,,,,
59,,,,,,,,,,,
59,Request Payment,14.802222846934564,SYSTEM,UNDEFINED,project 503,task 6280,organizational unit 65457,0.0,234.9930091971253,activity 505,request for payment number 148158
59,,,,,,,,,,,
60,Request For Payment SUBMITTED by EMPLOYEE,14.545158409560914,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,24.727289828698098,UNKNOWN,request for payment number 148554
60,,,,,,,,,,,
60,,,,,,,,,,,
60,Payment Handled,14.71113602657881,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,24.727289828698098,UNKNOWN,request for payment number 148554
