CaseID,Activity,org:resource,time:timestamp,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
13,Accepted-In Progress,Value 12,19.019255523981915,Accepted,Medium,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND
13,,,,,,,,,,,,
13,Completed-Closed,Value 12,19.118096949245516,Completed,Medium,Closed,Org line A2,A2_1,pl,W15 2nd,PROD761,POLAND
14,,,,,,,,,,,,
14,Unmatched-Unmatched,Value 13,18.615196621869988,Unmatched,Low,Unmatched,Org line C,E_3,se,L54 2nd,PROD385,Sweden
14,,,,,,,,,,,,
15,,,,,,,,,,,,
15,Completed-Closed,Value 14,19.07105794014122,Completed,Medium,Closed,Org line V2,,se,T2 2nd,PROD631,Sweden
16,,,,,,,,,,,,
16,Accepted-Assigned,Value 15,18.57449767666368,Accepted,Low,Assigned,Org line C,C_5,se,N1 3rd,PROD476,Sweden
16,,,,,,,,,,,,
17,,,,,,,,,,,,
17,Accepted-Assigned,Value 16,18.648621060371998,Accepted,High,Assigned,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
17,,,,,,,,,,,,
17,Accepted-Assigned,Value 16,18.841438809725144,Accepted,High,Assigned,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
17,,,,,,,,,,,,
17,Accepted-In Progress,Value 17,19.094097891181125,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
17,,Value 18,,,,,,,,,,
17,Accepted-In Progress,Value 19,19.102907983388995,Accepted,High,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,INDIA
17,,,,,,,,,,,,
18,,,,,,,,,,,,
18,Accepted-Wait,Value 3,18.625817509840672,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,China
18,,,,,,,,,,,,
18,Accepted-In Progress,Value 3,19.06828141724529,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
18,,,,,,,,,,,,
19,,,,,,,,,,,,
19,Unmatched-Unmatched,Value 20,18.60002173827982,Unmatched,Low,Unmatched,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
19,,,,,,,,,,,,
19,Accepted-In Progress,Value 21,18.68721314810547,Accepted,Low,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
19,,,,,,,,,,,,
19,Accepted-Assigned,Value 22,18.924549659841215,Accepted,Low,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
19,,,,,,,,,,,,
19,Accepted-Wait,Value 21,19.038424761653417,Accepted,Low,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
19,,,,,,,,,,,,
19,Completed-Closed,Value 21,19.09415085453348,Completed,Low,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
20,,,,,,,,,,,,
20,Accepted-Wait,Value 20,18.600014408104183,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden
20,,,,,,,,,,,,
20,Accepted-In Progress,Value 23,18.687212351432724,Accepted,Medium,In Progress,Org line A1,,se,N5 2nd,PROD48,Brazil
20,,,,,,,,,,,,
20,Accepted-Wait,Value 21,18.753335288165026,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
20,,,,,,,,,,,,
20,Accepted-Wait,Value 22,19.03616232843563,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
20,,,,,,,,,,,,
21,,,,,,,,,,,,
21,Accepted-Assigned,Value 20,18.602305824930003,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD44,Sweden
21,,,,,,,,,,,,
21,Accepted-In Progress,Value 21,18.68721280339138,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD44,POLAND
21,,,,,,,,,,,,
21,Completed-Closed,Value 21,19.094151043209774,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD44,POLAND
22,,,,,,,,,,,,
22,Accepted-In Progress,Value 24,18.68793253727576,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
22,,,,,,,,,,,,
22,Accepted-Assigned,Value 25,18.74072533262209,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
22,,,,,,,,,,,,
22,Accepted-In Progress,Value 21,19.095461071798333,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
22,,,,,,,,,,,,
23,,,,,,,,,,,,
23,Accepted-In Progress,Value 26,18.62003253458725,Accepted,Medium,In Progress,Org line V2,,se,T12,PROD42,Sweden
23,,,,,,,,,,,,
23,Accepted-In Progress,Value 26,18.917273874581216,Accepted,Medium,In Progress,Org line V2,,se,T12,PROD42,Sweden
23,,,,,,,,,,,,
23,Completed-Closed,Value 26,19.100351093610787,Completed,Medium,Closed,Org line V2,,se,T12,PROD42,Sweden
24,,,,,,,,,,,,
24,Accepted-In Progress,Value 27,18.810814600049696,Accepted,Medium,In Progress,Org line A2,A2_1,be,G42 3rd,PROD787,Belgium
24,,,,,,,,,,,,
24,Accepted-Assigned,Value 29,18.849409418033744,Accepted,Medium,Assigned,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom
24,,,,,,,,,,,,
24,Accepted-Wait,Value 30,18.876657967740762,Accepted,Medium,Wait,Org line A2,A2_1,be,G42 3rd,PROD787,United Kingdom
24,,,,,,,,,,C8,,Denmark
24,Queued-Awaiting Assignment,Value 32,18.944333919754435,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,be,G8 2nd,PROD787,Belgium
24,,,,,,,,,,,,
24,Queued-Awaiting Assignment,Value 33,18.993264099793407,Queued,Medium,Awaiting Assignment,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium
24,,,,,,,,,,,,
24,Accepted-In Progress,Value 27,19.02306626399222,Accepted,Medium,In Progress,Org line A2,A2_4,be,G7 3rd,PROD787,Belgium
24,,,,,,,,,,,,
25,,,,,,,,,,,,
25,Queued-Awaiting Assignment,Value 34,18.62430152000816,Queued,Medium,Awaiting Assignment,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium
25,,,,,,,,,,,,
25,Unmatched-Unmatched,Value 34,18.695121447646684,Unmatched,Medium,Unmatched,Org line A2,A2_1,se,N15 2nd,PROD180,Belgium
25,,,,,,,,,,,,
26,,,,,,,,,,,,
26,Accepted-Assigned,Value 31,18.85270331335705,Accepted,Major,Assigned,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden
26,,,,,,,,,,,,
26,Completed-Closed,Value 31,19.100855951091866,Completed,Major,Closed,Org line A2,A2_3,se,G356 2nd,PROD147,Sweden
27,,,,,,,,,,,,
27,Accepted-In Progress,Value 35,19.058280235111926,Accepted,High,In Progress,Org line A2,A2_3,se,M21 3rd,PROD708,Sweden
27,,,,,,,,,,,,
28,,,,,,,,,,,,
28,Accepted-In Progress,Value 1,19.087584067364002,Accepted,Medium,In Progress,Org line A2,A2_2,se,G30 2nd,PROD191,INDIA
28,,,,,,,,,,,,
29,,,,,,,,,,,,
29,Accepted-In Progress,Value 36,19.087153863899736,Accepted,High,In Progress,Org line A2,A2_1,se,L28 2nd,PROD577,Sweden
29,,,,,,,,,,,,
30,,,,,,,,,,,,
30,Unmatched-Unmatched,Value 37,18.639650324357206,Unmatched,Medium,Unmatched,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
30,,,,,,,,,,,,
31,,,,,,,,,,,,
31,Accepted-In Progress,Value 37,19.068335713362526,Accepted,Low,In Progress,Org line A2,A2_1,se,G345 2nd,PROD541,Sweden
31,,,,,,,,,,,,
32,,,,,,,,,,,,
32,Completed-Closed,Value 38,19.089870518965995,Completed,Medium,Closed,Org line A2,A2_3,se,G354 3rd,PROD708,Sweden
33,,,,,,,,,,,,
33,Accepted-Wait,Value 2,18.664367260209904,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
33,,,,,,,,,,,,
33,Accepted-Wait,Value 2,18.68175962112499,Accepted,Medium,Wait,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
33,,,,,,,,,,,,
33,Accepted-In Progress,Value 3,19.068293154791796,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,China
33,,,,,,,,,,,,
34,,,,,,,,,,,,
34,Queued-Awaiting Assignment,Value 7,18.656334839045247,Queued,Medium,Awaiting Assignment,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
34,,,,,,,,,,,,
34,Accepted-In Progress,Value 7,19.071411430286116,Accepted,Medium,In Progress,Org line C,E_4,gb,G88 2nd,PROD793,Sweden
34,,,,,,,,,,,,
35,,,,,,,,,,,,
35,Accepted-In Progress,Value 39,19.09952875696175,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
35,,,,,,,,,,,,
36,,,,,,,,,,,,
36,Accepted-Assigned,Value 24,18.67248709233185,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
36,,,,,,,,,,,,
36,Accepted-Assigned,Value 40,18.687933685495558,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
36,,,,,,,,,,,,
36,Completed-Closed,Value 40,19.093338482212694,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
37,,,,,,,,,,,,
37,Accepted-Assigned,Value 41,19.04681490967224,Accepted,Low,Assigned,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
37,,,,,,,,,,,,
37,Completed-Closed,Value 41,19.094196875195788,Completed,Low,Closed,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
38,,,,,,,,,,,,
38,Completed-Closed,Value 42,19.080909158709865,Completed,Medium,Closed,Org line A2,A2_2,se,G341 3rd,PROD246,Sweden
39,,,,,,,,,,,,
39,Accepted-In Progress,Value 39,19.099529142434395,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
39,,,,,,,,,,,,
40,,,,,,,,,,,,
40,Queued-Awaiting Assignment,Value 43,18.66906884916785,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
40,,,,,,,,,,,,
40,Accepted-Assigned,Value 43,18.669094902736937,Accepted,Medium,Assigned,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
40,,,,,,,,,,,,
40,Completed-Closed,Value 43,19.055148477428748,Completed,Medium,Closed,Org line A2,A2_2,us,G21 2nd,PROD98,POLAND
41,,,,,,,,,,,,
41,Accepted-In Progress,Value 3,19.078268666842337,Accepted,Medium,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,China
41,,,,,,,,,,,,
42,,,,,,,,,,,,
42,Accepted-In Progress,Value 44,18.675235260805863,Accepted,Low,In Progress,Org line C,C_3,se,G292 3rd,PROD815,Sweden
42,,,,,,,,,,,,
42,Accepted-In Progress,Value 45,18.83524091298419,Accepted,Low,In Progress,Org line C,C_3,se,G292 3rd,PROD815,Sweden
42,,,,,,,,,,,,
43,,,,,,,,,,,,
43,Accepted-In Progress,Value 46,18.677069892918116,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,USA
43,,,,,,,,,,,,
43,Accepted-In Progress,Value 43,19.05243201220282,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
43,,,,,,,,,,,,
44,,,,,,,,,,,,
44,Accepted-Wait,Value 24,18.67711902286176,Accepted,Medium,Wait,Org line F,,se,G207 2nd,PROD48,Sweden
44,,,,,,,,,,,,
44,Queued-Awaiting Assignment,Value 20,18.687219996400778,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G357 2nd,PROD48,Sweden
44,,,,,,,,,,,,
44,Accepted-Assigned,Value 43,18.687223091140766,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
44,,,,,,,,,,,,
44,Accepted-Assigned,Value 21,18.924541847652396,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
44,,,,,,,,,,,,
44,Accepted-Wait,Value 22,19.036162382473687,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD48,POLAND
44,,,,,,,,,,,,
45,,,,,,,,,,,,
45,Accepted-In Progress,Value 2,18.99684912162404,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
45,,,,,,,,,,,,
45,Completed-Closed,Value 3,19.062820057807457,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
46,,,,,,,,,,,,
46,Accepted-In Progress,Value 2,18.99684903169639,Accepted,Medium,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
46,,,,,,,,,,,,
46,Completed-Closed,Value 3,19.068290831365083,Completed,Medium,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
47,,,,,,,,,,,,
47,Accepted-Wait,Value 20,18.68255425725197,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD46,Sweden
47,,,,,,,,,,,,
47,Accepted-In Progress,Value 21,18.687213431536968,Accepted,Medium,In Progress,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
47,,,,,,,,,,,,
47,Accepted-Assigned,Value 22,19.038424470507298,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
47,,,,,,,,,,,,
47,Completed-Closed,Value 22,19.062371248357632,Completed,Medium,Closed,Org line A2,A2_2,se,G357 2nd,PROD46,POLAND
48,,,,,,,,,,,,
48,Queued-Awaiting Assignment,Value 46,18.68456214160647,Queued,Low,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
48,,,,,,,,,,,,
48,Accepted-In Progress,Value 47,18.684683119828595,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
48,,,,,,,,,,,,
48,Accepted-In Progress,Value 47,18.684683672768077,Accepted,Low,In Progress,Org line A2,A2_2,us,G21 2nd,PROD96,Sweden
48,,,,,,,,,,,,
48,Accepted-Assigned,Value 46,18.684684778646126,Accepted,Low,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
48,,,,,,,,,,,,
48,Completed-Closed,Value 43,19.062391177730696,Completed,Low,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
49,,,,,,,,,,,,
49,Queued-Awaiting Assignment,Value 46,18.686366348197836,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
49,,,,,,,,,,,,
49,Accepted-Assigned,Value 46,18.68650266230067,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
49,,,,,,,,,,,,
49,Completed-Closed,Value 43,19.067428111176643,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
50,,,,,,,,,,,,
50,Accepted-Wait,Value 15,18.811954266187275,Accepted,Low,Wait,Org line G4,,se,S28 2nd,PROD633,Sweden
50,,,,,,,,,,,,
51,,,,,,,,,,,,
51,Unmatched-Unmatched,Value 39,18.693205987306037,Unmatched,Medium,Unmatched,Org line G4,,se,S30 2nd,PROD410,Sweden
51,,,,,,,,,,,,
51,Accepted-Wait,Value 39,18.791961563866924,Accepted,Medium,Wait,Org line G4,,se,S30 2nd,PROD410,Sweden
51,,,,,,,,,,,,
51,Completed-Closed,Value 48,19.061442549811545,Completed,Medium,Closed,Org line G4,,se,S30 2nd,PROD410,Sweden
52,,,,,,,,,,,,
52,Accepted-Wait,Value 21,18.691054317332693,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
52,,,,,,,,,,,,
53,,,,,,,,,,,,
53,Accepted-Assigned,Value 22,18.92454942420764,Accepted,Medium,Assigned,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
53,,,,,,,,,,,,
53,Accepted-Wait,Value 21,19.038424659213124,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD47,POLAND
53,,,,,,,,,,,,
54,,,,,,,,,,,,
54,Completed-Closed,Value 49,19.087622758840048,Completed,Medium,Closed,Org line V2,,se,T2 2nd,PROD451,Sweden
55,,,,,,,,,,,,
55,Accepted-In Progress,Value 2,18.693163101285492,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
55,,,,,,,,,,,,
55,Accepted-In Progress,Value 50,18.693164205440834,Accepted,High,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,POLAND
55,,,,,,,,,,,,
55,Accepted-In Progress,Value 50,18.69316441104204,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,POLAND
55,,,,,,,,,,,,
55,Accepted-In Progress,Value 2,18.998490813267512,Accepted,High,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
55,,,,,,,,,,,,
55,Completed-Closed,Value 3,19.06281521181067,Completed,High,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
56,,Value 51,,,,,,,,,,
56,Queued-Awaiting Assignment,Value 2,18.797283410303734,Queued,Medium,Awaiting Assignment,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden
56,,,,,,,,,,,,
56,Accepted-Assigned,Value 4,19.032034304051884,Accepted,Medium,Assigned,Org line A2,A2_2,se,G167 2nd,PROD681,Sweden
56,,,,,,,,,,,,
56,Accepted-In Progress,Value 44,19.084438201626046,Accepted,Medium,In Progress,Org line F,,se,N10 2nd,PROD681,Sweden
56,,,,,,,,,,,,
57,,,,,,,,,,,,
57,Accepted-Wait,Value 52,18.715939421306615,Accepted,Medium,Wait,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
57,,,,,,,,,,,,
57,Completed-Closed,Value 52,19.077380135648454,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
58,,,,,,,,,,,,
58,Accepted-Wait,Value 40,18.75424297203137,Accepted,Medium,Wait,Org line A2,A2_2,se,G357 2nd,PROD740,POLAND
58,,,,,,,,,,,,
59,,,,,,,,,,,,
59,Accepted-In Progress,Value 53,19.089390902880787,Accepted,Medium,In Progress,Org line C,E_3,us,G67 2nd,PROD151,France
59,,,,,,,,,,,,
60,,,,,,,,,,,,
60,Completed-Closed,Value 38,19.08987133324178,Completed,Medium,Closed,Org line A2,A2_3,se,G354 3rd,PROD708,Sweden
61,,,,,,,,,,,,
61,Accepted-In Progress,Value 50,18.702981518156097,Accepted,Low,In Progress,Org line A2,A2_2,cn,G4 2nd,PROD753,POLAND
61,,,,,,,,,,,,
61,Accepted-In Progress,Value 2,18.99849085815758,Accepted,Low,In Progress,Org line A2,A2_2,cn,M1 2nd,PROD753,Sweden
61,,,,,,,,,,,,
61,Completed-Closed,Value 3,19.070856741932698,Completed,Low,Closed,Org line A2,A2_2,cn,M1 2nd,PROD753,China
62,,,,,,,,,,,,
62,Queued-Awaiting Assignment,Value 46,18.704814862352166,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD98,USA
62,,,,,,,,,,,,
62,Accepted-Assigned,Value 46,18.704864281160347,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD98,USA
62,,,,,,,,,,,,
62,Completed-Closed,Value 43,19.062393883378295,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
63,,,,,,,,,,,,
63,Accepted-In Progress,Value 55,18.70611438307133,Accepted,Major,In Progress,Org line C,C_5,fr,L65 3rd,PROD808,France
63,,,,,,,,,,,,
63,Accepted-In Progress,Value 55,18.706115337714916,Accepted,Major,In Progress,Org line C,C_5,fr,L65 3rd,PROD808,France
63,,,,,,,,,,,,
63,Accepted-In Progress,Value 55,18.822593871238993,Accepted,Major,In Progress,Org line C,V3_3,fr,V42 2nd,PROD808,France
63,,,,,,,,,,,,
64,,,,,,,,,,,,
64,Accepted-In Progress,Value 41,19.094193147728447,Accepted,Medium,In Progress,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
64,,,,,,,,,,,,
64,Completed-Closed,Value 41,19.094195003815152,Completed,Medium,Closed,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
65,,,,,,,,,,,,
65,Accepted-In Progress,Value 56,18.706848805868386,Accepted,Medium,In Progress,Org line A2,A2_2,us,G21 2nd,PROD98,Sweden
65,,,,,,,,,,,,
65,Accepted-In Progress,Value 54,18.706970505088428,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,Sweden
65,,,,,,,,,,,,
65,Accepted-In Progress,Value 43,19.062394988796417,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
65,,,,,,,,,,,,
66,,,,,,,,,,,,
66,Accepted-Assigned,Value 57,18.709963741739056,Accepted,High,Assigned,Org line G4,,se,G51 2nd,PROD798,Sweden
66,,,,,,,,,,,,
66,Accepted-In Progress,Value 59,18.724106769886028,Accepted,High,In Progress,Org line G4,,se,G51 2nd,PROD798,Sweden
66,,,,,,,,,,,,
66,Completed-Closed,Value 59,19.068331333571095,Completed,High,Closed,Org line G4,,se,G51 2nd,PROD798,Sweden
67,,,,,,,,,,,,
67,Unmatched-Unmatched,Value 60,18.710564742883722,Unmatched,Low,Unmatched,Org line G4,,se,S30 2nd,PROD412,Sweden
67,,,,,,,,,,,,
67,Completed-Closed,Value 60,19.077380929045056,Completed,Low,Closed,Org line G4,,se,S30 2nd,PROD412,Sweden
68,,,,,,,,,,,,
68,Queued-Awaiting Assignment,Value 46,18.711309201545284,Queued,Medium,Awaiting Assignment,Org line G3,,us,G199 3rd,PROD96,USA
68,,,,,,,,,,,,
68,Accepted-Assigned,Value 46,18.71150876022957,Accepted,Medium,Assigned,Org line G3,,us,G199 3rd,PROD96,USA
68,,,,,,,,,,,,
68,Completed-Closed,Value 43,19.055675215936905,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
69,,,,,,,,,,,,
69,Accepted-In Progress,Value 39,19.099529411250757,Accepted,Major,In Progress,Org line A2,A2_3,se,M3 2nd,PROD655,Sweden
