CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
3,Request Payment,11.531374235038689,SYSTEM,UNDEFINED,project 147556,task 147557,organizational unit 65463,0.0,34.25224607843211,activity 505,request for payment number 149217
3,,,,,,,,,,,
4,Request For Payment SUBMITTED by EMPLOYEE,9.59383249927394,STAFF MEMBER,EMPLOYEE,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887
4,Request For Payment FINAL_APPROVED by SUPERVISOR,9.599676098154463,STAFF MEMBER,SUPERVISOR,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887
4,Request For Payment REJECTED by MISSING,11.599304975707751,STAFF MEMBER,MISSING,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887
4,Request For Payment SUBMITTED by EMPLOYEE,16.40444503577629,STAFF MEMBER,EMPLOYEE,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887
4,,,,,,,,,,,
4,Request For Payment FINAL_APPROVED by SUPERVISOR,16.40449595229237,STAFF MEMBER,SUPERVISOR,project 147649,task 82614,organizational unit 65463,0.0,437.6275839171305,activity 505,request for payment number 147887
4,,,,,,,,,,,
4,,,,,,,,,,,
5,Request For Payment SUBMITTED by EMPLOYEE,9.611998241741393,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment FINAL_APPROVED by SUPERVISOR,9.612132074718039,STAFF MEMBER,SUPERVISOR,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment REJECTED by MISSING,11.598662697248793,STAFF MEMBER,MISSING,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,Request For Payment SUBMITTED by EMPLOYEE,16.404465462772613,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,,,,,,,,,,,
5,Request For Payment FINAL_APPROVED by SUPERVISOR,16.40448806716086,STAFF MEMBER,SUPERVISOR,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,Request Payment,16.411166154703345,SYSTEM,UNDEFINED,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,,,,,,,,,,,
6,Request For Payment SUBMITTED by EMPLOYEE,11.57854465197804,STAFF MEMBER,EMPLOYEE,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598
6,Request For Payment FINAL_APPROVED by SUPERVISOR,11.579050227361671,STAFF MEMBER,SUPERVISOR,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598
6,,,,,,,,,,,
6,,,,,,,,,,,
7,,,,,,,,,,,
7,Request For Payment FINAL_APPROVED by SUPERVISOR,11.581854334409092,STAFF MEMBER,SUPERVISOR,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370
7,Request Payment,14.145281821703238,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370
7,,,,,,,,,,,
8,,,,,,,,,,,
8,,,,,,,,,,,
8,Request For Payment FINAL_APPROVED by SUPERVISOR,11.594837194165144,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224
8,,,,,,,,,,,
8,Payment Handled,12.573680111082098,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224
9,,,,,,,,,,,
9,Request For Payment FINAL_APPROVED by SUPERVISOR,12.07270695346227,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831
9,,,,,,,,,,,
9,Payment Handled,13.360594142179467,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831
10,Request For Payment SUBMITTED by EMPLOYEE,12.111118902194823,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630
10,,,,,,,,,,,
10,,,,,,,,,,,
10,,,,,,,,,,,
11,,,,,,,,,,,
11,,,,,,,,,,,
11,Request Payment,12.803242924075928,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895
11,,,,,,,,,,,
12,Request For Payment SUBMITTED by EMPLOYEE,12.491687582929693,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899
12,Request For Payment FINAL_APPROVED by SUPERVISOR,12.491755220318163,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899
12,,,,,,,,,,,
12,,,,,,,,,,,
13,,,,,,,,,,,
13,Request For Payment APPROVED by PRE_APPROVER,12.49769693721458,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634
13,,,,,,,,,,,
13,,,,,,,,,,,
13,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634
14,Request For Payment SUBMITTED by EMPLOYEE,12.540170637289922,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,Request For Payment APPROVED by SUPERVISOR,12.540252972016429,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,,,,,,,,,,,
14,,,,,,,,,,,
14,Payment Handled,13.703095215432745,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
15,,,,,,,,,,,
15,Request For Payment FINAL_APPROVED by SUPERVISOR,12.564673234224388,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
15,,,,,,,,,,,
15,Payment Handled,13.360594142179467,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,,,,,,,,,,,
16,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
17,Request For Payment SUBMITTED by EMPLOYEE,12.844755720516131,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224
17,,,,,,,,,,,
17,,,,,,,,,,,
17,,,,,,,,,,,
18,,,,,,,,,,,
18,,,,,,,,,,,
18,Request Payment,14.144988390672527,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884
18,,,,,,,,,,,
19,Request For Payment SUBMITTED by EMPLOYEE,13.319230302240314,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,Request For Payment APPROVED by PRE_APPROVER,13.319245085529612,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,,,,,,,,,,,
19,,,,,,,,,,,
19,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,13.329691318695312,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by PRE_APPROVER,14.708794655188175,STAFF MEMBER,PRE_APPROVER,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment REJECTED by EMPLOYEE,14.709114683870714,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,Request For Payment SUBMITTED by EMPLOYEE,14.70983212529442,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
20,,,,,,,,,,,
20,Request For Payment REJECTED by MISSING,14.776687079944814,STAFF MEMBER,MISSING,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
21,Request For Payment SUBMITTED by EMPLOYEE,13.335451744368434,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505
21,,,,,,,,,,,
21,,,,,,,,,,,
21,,,,,,,,,,,
21,,,,,,,,,,,
22,Request For Payment SUBMITTED by EMPLOYEE,13.339690043396974,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
22,Request For Payment FINAL_APPROVED by SUPERVISOR,13.339981290459408,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
22,,,,,,,,,,,
22,Payment Handled,13.703095215432745,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
23,Request For Payment SUBMITTED by EMPLOYEE,13.353595726012543,STAFF MEMBER,EMPLOYEE,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
23,Request For Payment FINAL_APPROVED by SUPERVISOR,13.457121288265629,STAFF MEMBER,SUPERVISOR,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
23,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
24,Request For Payment SUBMITTED by EMPLOYEE,13.452985679331805,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
24,Request For Payment FINAL_APPROVED by SUPERVISOR,13.453341980185668,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
24,,,,,,,,,,,
24,Payment Handled,14.219915103875117,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
25,Request For Payment SUBMITTED by EMPLOYEE,13.46048282805188,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Request For Payment FINAL_APPROVED by SUPERVISOR,13.460509925868582,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Request Payment,13.696504024139164,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
26,Request For Payment SUBMITTED by EMPLOYEE,13.46709994162968,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
26,,,,,,,,,,,
26,Request Payment,14.080886436811436,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
26,Payment Handled,14.219915103875117,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
27,Request For Payment SUBMITTED by EMPLOYEE,13.470003025717439,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
27,Request For Payment FINAL_APPROVED by SUPERVISOR,13.470186660730654,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
27,Request For Payment REJECTED by MISSING,13.590904687983096,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
28,Request For Payment SUBMITTED by EMPLOYEE,13.474841125426645,STAFF MEMBER,EMPLOYEE,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,,,,,,,,,,,
28,Request For Payment FINAL_APPROVED by SUPERVISOR,13.475078692348887,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Request Payment,13.479040121341441,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,Payment Handled,13.703095215432745,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
29,Request For Payment SUBMITTED by EMPLOYEE,13.476594136756036,STAFF MEMBER,EMPLOYEE,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,,,,,,,,,,,
29,,,,,,,,,,,
29,,,,,,,,,,,
30,Request For Payment SUBMITTED by EMPLOYEE,13.484617528581428,STAFF MEMBER,EMPLOYEE,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
30,Request For Payment FINAL_APPROVED by SUPERVISOR,13.484643980237895,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
30,,,,,,,,,,,
30,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
31,,,,,,,,,,,
31,Request For Payment APPROVED by PRE_APPROVER,13.566076931295203,STAFF MEMBER,PRE_APPROVER,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
31,,,,,,,,,,,
31,,,,,,,,,,,
31,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
32,,,,,,,,,,,
32,Request For Payment FINAL_APPROVED by SUPERVISOR,13.571331044108549,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920
32,,,,,,,,,,,
32,,,,,,,,,,,
33,Request For Payment SUBMITTED by EMPLOYEE,13.573901310263356,STAFF MEMBER,EMPLOYEE,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,Request For Payment FINAL_APPROVED by SUPERVISOR,13.573907676725849,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,Request Payment,13.69611534845371,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
34,,,,,,,,,,,
34,Request For Payment FINAL_APPROVED by SUPERVISOR,13.576603411470586,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
34,Request Payment,14.210309652512821,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
34,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
35,,,,,,,,,,,
35,Request For Payment FINAL_APPROVED by SUPERVISOR,13.621775312130646,STAFF MEMBER,SUPERVISOR,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
35,Request Payment,13.696015056875583,SYSTEM,UNDEFINED,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
35,,,,,,,,,,,
36,,,,,,,,,,,
36,Request For Payment APPROVED by PRE_APPROVER,13.692346947944557,STAFF MEMBER,PRE_APPROVER,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,Request For Payment FINAL_APPROVED by SUPERVISOR,14.004494869231593,STAFF MEMBER,SUPERVISOR,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,,,,,,,,,,,
36,,,,,,,,,,,
37,,,,,,,,,,,
37,Request For Payment FINAL_APPROVED by SUPERVISOR,13.77207891126191,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751
37,,,,,,,,,,,
37,,,,,,,,,,,
38,Request For Payment SUBMITTED by EMPLOYEE,14.088377932690541,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,Request For Payment FINAL_APPROVED by SUPERVISOR,14.089227824831273,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,Request Payment,14.263746480409184,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
39,Request For Payment SUBMITTED by EMPLOYEE,14.089675686754338,STAFF MEMBER,EMPLOYEE,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
39,,,,,,,,,,,
39,,,,,,,,,,,
39,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
40,,,,,,,,,,,
40,,,,,,,,,,,
40,,,,,,,,,,,
40,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205
41,Request For Payment SUBMITTED by EMPLOYEE,14.206359366498159,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment REJECTED by PRE_APPROVER,14.206364101863933,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment REJECTED by EMPLOYEE,14.505087874133926,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
41,Request For Payment APPROVED by PRE_APPROVER,14.508783230649753,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment FINAL_APPROVED by SUPERVISOR,14.514061113962356,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,Request For Payment REJECTED by MISSING,14.77679568776476,STAFF MEMBER,MISSING,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,Request For Payment REJECTED by PRE_APPROVER,14.206404689793631,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,,,,,,,,,,,
42,Request For Payment APPROVED by PRE_APPROVER,14.50876623263852,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,,,,,,,,,,,
43,,,,,,,,,,,
43,Request For Payment APPROVED by PRE_APPROVER,14.21148880779926,STAFF MEMBER,PRE_APPROVER,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447
43,,,,,,,,,,,
43,,,,,,,,,,,
43,,,,,,,,,,,
44,,,,,,,,,,,request for payment number 147760
44,,,,,,,,,,,request for payment number 147760
44,,,,,,,,,,,request for payment number 147760
44,,,,,,,,,,,request for payment number 147760
45,,,,,,,,,,,
45,Request For Payment FINAL_APPROVED by SUPERVISOR,14.26592608690127,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
45,Request Payment,14.836347594116114,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
45,Payment Handled,15.112561325278596,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
46,Request For Payment SUBMITTED by EMPLOYEE,14.272714494528278,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,,,,,,,,,,,
46,,,,,,,,,,,
46,Request Payment,14.553811298256068,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,Payment Handled,14.711136434930834,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
47,,,,,,,,,,,
47,,,,,,,,,,,
47,,,,,,,,,,,
47,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983
48,Request For Payment SUBMITTED by EMPLOYEE,14.410320832802853,STAFF MEMBER,EMPLOYEE,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
48,Request For Payment FINAL_APPROVED by SUPERVISOR,14.410328556114123,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
48,,,,,,,,,,,
48,Payment Handled,15.112561325278596,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
49,Request For Payment SUBMITTED by EMPLOYEE,14.412886652518948,STAFF MEMBER,EMPLOYEE,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
49,Request For Payment FINAL_APPROVED by SUPERVISOR,14.412892705289755,STAFF MEMBER,SUPERVISOR,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
49,,,,,,,,,,,
49,,,,,,,,,,,
50,Request For Payment SUBMITTED by EMPLOYEE,14.413228301609047,STAFF MEMBER,EMPLOYEE,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,Request For Payment FINAL_APPROVED by SUPERVISOR,14.413232702124128,STAFF MEMBER,SUPERVISOR,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,Request Payment,14.464568955522875,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
51,,,,,,,,,,,
51,,,,,,,,,,,
51,,,,,,,,,,,
51,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374
52,Request For Payment SUBMITTED by EMPLOYEE,14.417051640132355,STAFF MEMBER,EMPLOYEE,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,Request For Payment APPROVED by PRE_APPROVER,14.422702712490317,STAFF MEMBER,PRE_APPROVER,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,Request For Payment FINAL_APPROVED by SUPERVISOR,14.457903246325117,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,Request Payment,14.553585214012674,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,,,,,,,,,,,
53,Request For Payment SUBMITTED by EMPLOYEE,14.419583872429074,STAFF MEMBER,EMPLOYEE,project 503,task 148154,organizational unit 65463,0.0,653.4051673300182,activity 505,request for payment number 148153
