CaseID,Activity,time:timestamp,org:resource,org:role,case:Project,case:Task,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
5,Request For Payment FINAL_APPROVED by SUPERVISOR,9.612132074718039,STAFF MEMBER,SUPERVISOR,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,,,,,,,,,,,
5,Request For Payment SUBMITTED by EMPLOYEE,16.404465462772613,STAFF MEMBER,EMPLOYEE,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,,,,,,,,,,,
5,Request For Payment FINAL_APPROVED by SUPERVISOR,16.40448806716086,STAFF MEMBER,SUPERVISOR,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
5,,,,,,,,,,,
5,Payment Handled,16.425171075788256,SYSTEM,UNDEFINED,project 149147,task 82614,organizational unit 65463,0.0,32.550812026894,activity 505,request for payment number 149146
6,,,,,,,,,,,
6,Request For Payment FINAL_APPROVED by SUPERVISOR,11.579050227361671,STAFF MEMBER,SUPERVISOR,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598
6,,,,,,,,,,,
6,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 503,task 147599,organizational unit 65458,0.0,53.99955609576994,activity 505,request for payment number 147598
7,,,,,,,,,,,
7,Request For Payment FINAL_APPROVED by SUPERVISOR,11.581854334409092,STAFF MEMBER,SUPERVISOR,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370
7,,,,,,,,,,,
7,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147582,task 147599,organizational unit 65458,0.0,430.9164576442441,activity 505,request for payment number 149370
8,,,,,,,,,,,
8,Request For Payment APPROVED by PRE_APPROVER,11.59087675638741,STAFF MEMBER,PRE_APPROVER,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224
8,,,,,,,,,,,
8,Request Payment,11.597386091560297,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65463,0.0,31.71504266521492,UNKNOWN,request for payment number 148224
8,,,,,,,,,,,
9,,,,,,,,,,,
9,Request For Payment FINAL_APPROVED by SUPERVISOR,12.07270695346227,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831
9,,,,,,,,,,,
9,Payment Handled,13.360594142179467,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,246.8039601180534,UNKNOWN,request for payment number 149831
10,,,,,,,,,,,
10,Request For Payment FINAL_APPROVED by SUPERVISOR,12.111179378805511,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630
10,,,,,,,,,,,
10,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,248.33579089019588,UNKNOWN,request for payment number 148630
11,,,,,,,,,,,
11,Request For Payment FINAL_APPROVED by SUPERVISOR,12.463420502685397,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895
11,,,,,,,,,,,
11,Payment Handled,13.360594142179467,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,325.2739525493613,UNKNOWN,request for payment number 147895
12,,,,,,,,,,,
12,Request For Payment FINAL_APPROVED by SUPERVISOR,12.491755220318163,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899
12,,,,,,,,,,,
12,Payment Handled,13.360594142179467,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,96.47232713406254,UNKNOWN,request for payment number 147899
13,,,,,,,,,,,
13,Request For Payment APPROVED by PRE_APPROVER,12.49769693721458,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634
13,,,,,,,,,,,
13,Request Payment,13.675871408049813,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,460.89001284125504,UNKNOWN,request for payment number 148634
13,,,,,,,,,,,
14,,,,,,,,,,,
14,Request For Payment APPROVED by SUPERVISOR,12.540252972016429,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,,,,,,,,,,,
14,Request Payment,13.478363693833087,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65463,0.0,4205.867568279362,UNKNOWN,request for payment number 149909
14,,,,,,,,,,,
15,,,,,,,,,,,
15,Request For Payment FINAL_APPROVED by SUPERVISOR,12.564673234224388,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
15,,,,,,,,,,,
15,Payment Handled,13.360594142179467,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,38.63303375588632,UNKNOWN,request for payment number 149295
16,,,,,,,,,,,
16,Request For Payment FINAL_APPROVED by SUPERVISOR,12.756333382541026,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
16,,,,,,,,,,,
16,Request For Payment SUBMITTED by EMPLOYEE,13.317750868560594,STAFF MEMBER,EMPLOYEE,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
16,,,,,,,,,,,
16,Request Payment,13.770156433842233,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,112.586736524557,UNKNOWN,request for payment number 149914
16,,,,,,,,,,,
17,,,,,,,,,,,
17,Request For Payment FINAL_APPROVED by SUPERVISOR,12.844808517850934,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224
17,,,,,,,,,,,
17,Payment Handled,13.703095215432745,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,325.19910712796417,UNKNOWN,request for payment number 149224
18,,,,,,,,,,,
18,Request For Payment FINAL_APPROVED by SUPERVISOR,12.999375067784916,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884
18,,,,,,,,,,,
18,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,185.5206789946729,UNKNOWN,request for payment number 148884
19,,,,,,,,,,,
19,Request For Payment APPROVED by PRE_APPROVER,13.319245085529612,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,,,,,,,,,,,
19,Request Payment,14.546722976681002,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,41.02138175756728,UNKNOWN,request for payment number 149159
19,,,,,,,,,,,
20,,,,,,,,,,,
20,Request For Payment REJECTED by PRE_APPROVER,14.708794655188175,STAFF MEMBER,PRE_APPROVER,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
20,Request For Payment SUBMITTED by EMPLOYEE,14.70983212529442,STAFF MEMBER,EMPLOYEE,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
20,Request For Payment FINAL_APPROVED by SUPERVISOR,14.710515955875787,STAFF MEMBER,SUPERVISOR,project 503,task 74419,organizational unit 65463,0.0,3441.5162056141467,activity 505,UNKNOWN
20,,,,,,,,,,,
21,,,,,,,,,,,
21,Request For Payment APPROVED by PRE_APPROVER,13.335461441338131,STAFF MEMBER,PRE_APPROVER,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505
21,,,,,,,,,,,
21,Request Payment,14.143899498309494,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65458,0.0,3.934400805535731,UNKNOWN,request for payment number 148505
21,,,,,,,,,,,
22,,,,,,,,,,,
22,Request For Payment FINAL_APPROVED by SUPERVISOR,13.339981290459408,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
22,,,,,,,,,,,
22,Payment Handled,13.703095215432745,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,38.46467306686371,UNKNOWN,request for payment number 147939
23,,,,,,,,,,,
23,Request For Payment APPROVED by PRE_APPROVER,13.353716339108098,STAFF MEMBER,PRE_APPROVER,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
23,Request Payment,13.592975571436945,SYSTEM,UNDEFINED,project 503,task 147825,organizational unit 65463,0.0,23.42869687069603,activity 505,request for payment number 149661
23,,,,,,,,,,,
24,,,,,,,,,,,
24,Request For Payment FINAL_APPROVED by SUPERVISOR,13.453341980185668,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
24,,,,,,,,,,,
24,Payment Handled,14.219915103875117,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,6.626098975813822,UNKNOWN,request for payment number 147747
25,,,,,,,,,,,
25,Request For Payment FINAL_APPROVED by SUPERVISOR,13.460509925868582,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
25,,,,,,,,,,,
25,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,53.01544358794025,UNKNOWN,request for payment number 149155
26,,,,,,,,,,,
26,Request For Payment FINAL_APPROVED by SUPERVISOR,13.468299263526543,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
26,,,,,,,,,,,
26,Payment Handled,14.219915103875117,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65463,0.0,128.05998076667805,UNKNOWN,request for payment number 147903
27,,,,,,,,,,,
27,Request For Payment FINAL_APPROVED by SUPERVISOR,13.470186660730654,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,31.61435344730977,UNKNOWN,UNKNOWN
27,,,,,,,,,,,
28,,,,,,,,,,,
28,Request For Payment APPROVED by PRE_APPROVER,13.474850966597183,STAFF MEMBER,PRE_APPROVER,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,,,,,,,,,,,
28,Request Payment,13.479040121341441,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,25.34672207446496,UNKNOWN,request for payment number 148148
28,,,,,,,,,,,
29,,,,,,,,,,,
29,Request For Payment FINAL_APPROVED by SUPERVISOR,13.47661097772675,STAFF MEMBER,SUPERVISOR,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907
29,,,,,,,,,,,
29,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147908,UNKNOWN,organizational unit 65463,0.0,1699.9224747160142,UNKNOWN,request for payment number 147907
30,,,,,,,,,,,
30,Request For Payment FINAL_APPROVED by SUPERVISOR,13.484643980237895,STAFF MEMBER,SUPERVISOR,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
30,,,,,,,,,,,
30,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147582,UNKNOWN,organizational unit 65458,0.0,46.53304952089496,UNKNOWN,request for payment number 148888
31,,,,,,,,,,,
31,Request For Payment APPROVED by PRE_APPROVER,13.566076931295203,STAFF MEMBER,PRE_APPROVER,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
31,,,,,,,,,,,
31,Request Payment,14.143903098717493,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65463,0.0,130.32384196154325,UNKNOWN,request for payment number 148434
31,,,,,,,,,,,
32,,,,,,,,,,,
32,Request For Payment FINAL_APPROVED by SUPERVISOR,13.571331044108549,STAFF MEMBER,SUPERVISOR,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920
32,,,,,,,,,,,
32,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147551,UNKNOWN,organizational unit 65458,0.0,78.89250361246872,UNKNOWN,request for payment number 147920
33,,,,,,,,,,,
33,Request For Payment FINAL_APPROVED by SUPERVISOR,13.573907676725849,STAFF MEMBER,SUPERVISOR,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
33,,,,,,,,,,,
33,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147843,UNKNOWN,organizational unit 65458,0.0,15.182427838036624,UNKNOWN,request for payment number 147912
34,,,,,,,,,,,
34,Request For Payment FINAL_APPROVED by SUPERVISOR,13.576603411470586,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
34,,,,,,,,,,,
34,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65458,0.0,41.827541106078606,UNKNOWN,request for payment number 149835
35,,,,,,,,,,,
35,Request For Payment FINAL_APPROVED by SUPERVISOR,13.621775312130646,STAFF MEMBER,SUPERVISOR,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
35,,,,,,,,,,,
35,Payment Handled,14.030058875865913,SYSTEM,UNDEFINED,project 147742,task 55559,organizational unit 65458,0.0,817.3563723766118,activity 505,request for payment number 147916
36,,,,,,,,,,,
36,Request For Payment APPROVED by PRE_APPROVER,13.692346947944557,STAFF MEMBER,PRE_APPROVER,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,,,,,,,,,,,
36,Request Payment,14.017072492518489,SYSTEM,UNDEFINED,project 503,task 15842,organizational unit 65463,0.0,341.6368893649786,activity 505,request for payment number 147943
36,,,,,,,,,,,
37,,,,,,,,,,,
37,Request For Payment FINAL_APPROVED by SUPERVISOR,13.77207891126191,STAFF MEMBER,SUPERVISOR,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751
37,,,,,,,,,,,
37,Payment Handled,14.219915103875117,SYSTEM,UNDEFINED,project 147531,UNKNOWN,organizational unit 65463,0.0,16.162085783619368,UNKNOWN,request for payment number 147751
38,,,,,,,,,,,
38,Request For Payment FINAL_APPROVED by SUPERVISOR,14.089227824831273,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
38,,,,,,,,,,,
38,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,8.495698109401438,UNKNOWN,request for payment number 148229
39,,,,,,,,,,,
39,Request For Payment FINAL_APPROVED by SUPERVISOR,14.090129427098764,STAFF MEMBER,SUPERVISOR,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
39,,,,,,,,,,,
39,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147582,task 147756,organizational unit 65458,0.0,1249.8715657014827,activity 505,request for payment number 147755
40,,,,,,,,,,,
40,Request For Payment FINAL_APPROVED by SUPERVISOR,14.202476269202464,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205
40,,,,,,,,,,,
40,Payment Handled,14.427481847374073,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,6.617545567312693,UNKNOWN,request for payment number 149205
41,,,,,,,,,,,
41,Request For Payment REJECTED by PRE_APPROVER,14.206364101863933,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
41,Request For Payment SUBMITTED by EMPLOYEE,14.508770732140201,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
41,Request For Payment FINAL_APPROVED by SUPERVISOR,14.514061113962356,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,12.955840539247667,UNKNOWN,UNKNOWN
41,,,,,,,,,,,
42,,,,,,,,,,,
42,Request For Payment REJECTED by PRE_APPROVER,14.206404689793631,STAFF MEMBER,PRE_APPROVER,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,Request For Payment SUBMITTED by EMPLOYEE,14.508752734012004,STAFF MEMBER,EMPLOYEE,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
42,Request For Payment FINAL_APPROVED by SUPERVISOR,14.514073546525028,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,28.07098783503661,UNKNOWN,UNKNOWN
42,,,,,,,,,,,
43,,,,,,,,,,,
43,Request For Payment APPROVED by PRE_APPROVER,14.21148880779926,STAFF MEMBER,PRE_APPROVER,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447
43,,,,,,,,,,,
43,Request Payment,14.269260940901933,SYSTEM,UNDEFINED,project 503,task 148448,organizational unit 65458,0.0,1031.6698327131896,activity 505,request for payment number 148447
43,,,,,,,,,,,
44,,,,,,,,,,,
44,Request For Payment FINAL_APPROVED by SUPERVISOR,14.262471353610584,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760
44,,,,,,,,,,,
44,Payment Handled,15.112561325278596,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,6.117806656383548,UNKNOWN,request for payment number 147760
45,,,,,,,,,,,
45,Request For Payment FINAL_APPROVED by SUPERVISOR,14.26592608690127,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
45,,,,,,,,,,,
45,Payment Handled,15.112561325278596,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,5.580431142262634,UNKNOWN,request for payment number 148395
46,,,,,,,,,,,
46,Request For Payment APPROVED by PRE_APPROVER,14.272720825020487,STAFF MEMBER,PRE_APPROVER,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,,,,,,,,,,,
46,Request Payment,14.553811298256068,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65457,0.0,186.4984528352629,UNKNOWN,request for payment number 147764
46,,,,,,,,,,,
47,,,,,,,,,,,
47,Request For Payment FINAL_APPROVED by SUPERVISOR,14.370124715717985,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983
47,,,,,,,,,,,
47,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,307.46939935872024,UNKNOWN,request for payment number 147983
48,,,,,,,,,,,
48,Request For Payment FINAL_APPROVED by SUPERVISOR,14.410328556114123,STAFF MEMBER,SUPERVISOR,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
48,,,,,,,,,,,
48,Payment Handled,15.112561325278596,SYSTEM,UNDEFINED,project 147620,UNKNOWN,organizational unit 65458,0.0,189.58082016226803,UNKNOWN,request for payment number 148766
49,,,,,,,,,,,
49,Request For Payment FINAL_APPROVED by SUPERVISOR,14.412892705289755,STAFF MEMBER,SUPERVISOR,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
49,,,,,,,,,,,
49,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 147556,task 74099,organizational unit 65463,0.0,15.199653339264287,activity 505,request for payment number 148233
50,,,,,,,,,,,
50,Request For Payment FINAL_APPROVED by SUPERVISOR,14.413232702124128,STAFF MEMBER,SUPERVISOR,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
50,,,,,,,,,,,
50,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 503,task 79257,organizational unit 65463,0.0,213.9119309902756,activity 505,request for payment number 147769
51,,,,,,,,,,,
51,Request For Payment FINAL_APPROVED by SUPERVISOR,14.415403094657636,STAFF MEMBER,SUPERVISOR,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374
51,,,,,,,,,,,
51,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65463,0.0,21.575440549026123,UNKNOWN,request for payment number 149374
52,,,,,,,,,,,
52,Request For Payment APPROVED by PRE_APPROVER,14.422702712490317,STAFF MEMBER,PRE_APPROVER,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,,,,,,,,,,,
52,Request Payment,14.553585214012674,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,23.480706342975964,UNKNOWN,request for payment number 148510
52,,,,,,,,,,,
53,,,,,,,,,,,
53,Request For Payment FINAL_APPROVED by SUPERVISOR,14.419591524529602,STAFF MEMBER,SUPERVISOR,project 503,task 148154,organizational unit 65463,0.0,653.4051673300182,activity 505,request for payment number 148153
53,,,,,,,,,,,
53,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 503,task 148154,organizational unit 65463,0.0,653.4051673300182,activity 505,request for payment number 148153
54,,,,,,,,,,,
54,Request For Payment FINAL_APPROVED by SUPERVISOR,14.419653832311482,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65463,0.0,653.4051673300182,UNKNOWN,request for payment number 147773
54,,,,,,,,,,,
54,Payment Handled,14.559035689112426,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65463,0.0,653.4051673300182,UNKNOWN,request for payment number 147773
55,,,,,,,,,,,
55,Request For Payment APPROVED by PRE_APPROVER,14.422799696188413,STAFF MEMBER,PRE_APPROVER,project 147546,UNKNOWN,organizational unit 65458,0.0,34.5688176716035,UNKNOWN,request for payment number 149485
55,,,,,,,,,,,
55,Request Payment,14.472022280716695,SYSTEM,UNDEFINED,project 147546,UNKNOWN,organizational unit 65458,0.0,34.5688176716035,UNKNOWN,request for payment number 149485
55,,,,,,,,,,,
56,,,,,,,,,,,
56,Request For Payment FINAL_APPROVED by SUPERVISOR,14.466611036021876,STAFF MEMBER,SUPERVISOR,project 503,UNKNOWN,organizational unit 65458,0.0,40.67153899842637,UNKNOWN,request for payment number 149839
56,,,,,,,,,,,
56,Payment Handled,15.112561325278596,SYSTEM,UNDEFINED,project 503,UNKNOWN,organizational unit 65458,0.0,40.67153899842637,UNKNOWN,request for payment number 149839
57,,,,,,,,,,,
57,Request For Payment FINAL_APPROVED by SUPERVISOR,14.468651036562648,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,36.6829541727728,UNKNOWN,request for payment number 149456
57,,,,,,,,,,,
57,Payment Handled,14.81175820921687,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,36.6829541727728,UNKNOWN,request for payment number 149456
58,,,,,,,,,,,
58,Request For Payment FINAL_APPROVED by SUPERVISOR,14.468692148018672,STAFF MEMBER,SUPERVISOR,project 147556,UNKNOWN,organizational unit 65463,0.0,39.59429974204048,UNKNOWN,request for payment number 148399
58,,,,,,,,,,,
58,Payment Handled,14.81175820921687,SYSTEM,UNDEFINED,project 147556,UNKNOWN,organizational unit 65463,0.0,39.59429974204048,UNKNOWN,request for payment number 148399
59,,,,,,,,,,,
59,Request For Payment REJECTED by PRE_APPROVER,14.517065791569237,STAFF MEMBER,PRE_APPROVER,project 503,task 6280,organizational unit 65457,0.0,234.9930091971253,activity 505,request for payment number 148158
59,,,,,,,,,,,
