CaseID,Activity,CompleteTimestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource,CumTimeInterval
14,Creation,2018-06-13 08:26:11,1.0,AB53,G,13977984.0
14,,,,,,
14,,,,,,
14,DeviceReceived,2018-06-14 13:41:49,1.0,AB53,G,14083322.0
14,,,,,,
14,,,,,,
15,Creation,2018-06-13 18:02:12,0.0,AB50,L,14012545.0
15,,,,,,
15,,,,,,
15,NoteWorkshop,2018-06-20 12:38:17,0.0,AB50,L,14597910.0
15,,,,,,
15,,,,,,
16,Creation,2018-06-13 09:26:35,0.0,AB50,L,13981608.0
16,,,,,,
16,,,,,,
16,DeviceReceived,2018-06-15 11:25:22,0.0,AB50,L,14161535.0
16,,,,,,
16,,,,,,
17,Creation,2018-06-13 09:26:35,0.0,AB44,L,13981608.0
17,,,,,,
17,,,,,,
17,InDelivery,2018-06-21 00:00:00,0.0,AB44,L,14638813.0
17,,,,,,
18,Creation,2018-06-13 14:46:42,0.0,AB45,E,14000815.0
18,,,,,,
18,,,,,,
18,StockEntry,2018-06-27 00:00:00,0.0,AB45,E,15157213.0
18,,,,,,
18,,,,,,
19,Letter,2018-01-16 00:00:00,0.0,AB36,,1160413.0
19,,,,,,
19,,,,,,
19,NoteHotline,2018-01-16 11:06:29,0.0,AB36,,1200402.0
19,,,,,,
19,,,,,,
19,Completed,2018-01-22 13:58:02,0.0,AB36,,1729095.0
20,Creation,2018-06-14 09:08:51,0.0,AB61,E,14066944.0
20,,,,,,
20,,,,,,
20,NoteHotline,2018-06-29 11:40:18,0.0,AB61,E,15372031.0
20,,,,,,
20,,,,,,
20,Completed,2018-07-18 09:09:58,0.0,AB61,E,17004611.0
21,Creation,2018-06-14 09:34:32,0.0,AB52,L,14068485.0
21,,,,,,
21,,,,,,
21,Transmission,2018-07-09 14:56:46,0.0,AB52,L,16247819.0
21,,,,,,
21,,,,,,
21,NoteHotline,2018-07-10 08:25:03,0.0,AB52,L,16310716.0
21,,,,,,
22,Creation,2018-06-14 09:58:43,0.0,AB62,E,14069936.0
22,,,,,,
22,,,,,,
22,NoteWorkshop,2018-07-25 11:13:10,0.0,AB62,E,17616803.0
22,,,,,,
22,,,,,,
22,StockEntry,2018-08-21 00:00:00,0.0,AB62,E,19909213.0
22,,,,,,
22,,,,,,
23,Creation,2018-06-14 10:25:07,1.0,AB16,E,14071520.0
23,,,,,,
23,,,,,,
23,DeviceReceived,2018-06-18 12:39:41,1.0,AB16,E,14425194.0
23,,,,,,
23,,,,,,
23,Completed,2018-06-19 08:15:30,1.0,AB16,E,14495743.0
24,Creation,2018-06-14 11:16:32,0.0,AB36,E,14074605.0
24,,,,,,
24,,,,,,
24,InDelivery,2018-06-27 00:00:00,0.0,AB36,E,15157213.0
24,,,,,,
24,,,,,,
25,Creation,2018-06-14 11:54:07,0.0,AB62,L,14076860.0
25,,,,,,
25,,,,,,
25,Transmission,2018-06-26 08:36:36,0.0,AB62,L,15101809.0
25,,,,,,
25,,,,,,
25,InDelivery,2018-06-28 00:00:00,0.0,AB62,L,15243613.0
25,,,,,,
26,Creation,2018-06-14 09:08:20,0.0,AB29,L,14066913.0
26,,,,,,
26,,,,,,
26,InDelivery,2018-06-28 00:00:00,0.0,AB29,L,15243613.0
26,,,,,,
26,,,,,,
26,NoteHotline,2018-06-28 12:19:55,0.0,AB29,L,15288008.0
26,,,,,,
27,Creation,2018-06-14 10:05:14,1.0,AB34,L,14070327.0
27,,,,,,
27,,,,,,
27,Completed,2018-06-22 11:43:21,1.0,AB34,L,14767414.0
28,Creation,2018-06-14 10:13:34,0.0,AB25,E,14070827.0
28,,,,,,
28,,,,,,
28,InDelivery,2018-06-22 00:00:00,0.0,AB25,E,14725213.0
28,,,,,,
29,Creation,2018-06-14 12:01:34,0.0,AB40,L,14077307.0
29,,,,,,
29,,,,,,
29,InDelivery,2018-06-25 00:00:00,0.0,AB40,L,14984413.0
29,,,,,,
30,Creation,2018-06-14 12:24:27,0.0,AB52,L,14078680.0
30,,,,,,
30,,,,,,
30,Transmission,2018-06-26 13:58:55,0.0,AB52,L,15121148.0
30,,,,,,
30,,,,,,
30,NoteHotline,2018-06-29 09:09:02,0.0,AB52,L,15362955.0
30,,,,,,
31,Creation,2018-06-14 14:23:13,0.0,AB62,E,14085806.0
31,,,,,,
31,,,,,,
31,Transmission,2018-07-02 15:44:26,0.0,AB62,E,15645879.0
31,,,,,,
31,,,,,,
31,NoteWorkshop,2018-07-03 07:54:01,0.0,AB62,E,15704054.0
31,,,,,,
31,,,,,,
31,Completed,2018-07-18 08:39:24,0.0,AB62,E,17002777.0
32,Creation,2018-06-14 14:35:17,1.0,AB8,E,14086530.0
32,,,,,,
32,,,,,,
32,InDelivery,2018-07-02 00:00:00,1.0,AB8,E,15589213.0
32,,,,,,
32,,,,,,
32,Completed,2018-07-02 09:22:00,1.0,AB8,E,15622933.0
33,Creation,2018-06-14 14:40:40,1.0,AB41,E,14086853.0
33,,,,,,
33,,,,,,
33,StockEntry,2018-06-19 00:00:00,1.0,AB41,E,14466013.0
33,,,,,,
33,,,,,,
33,Completed,2018-06-19 10:06:38,1.0,AB41,E,14502411.0
34,Creation,2018-01-16 09:46:32,0.0,AB61,L,1195605.0
34,,,,,,
34,,,,,,
34,InDelivery,2018-01-30 00:00:00,0.0,AB61,L,2370013.0
34,,,,,,
34,,,,,,
35,Creation,2018-06-14 15:24:32,0.0,AC68,E,14089485.0
35,,,,,,
35,,,,,,
35,NoteWorkshop,2018-06-26 14:14:31,0.0,AC68,E,15122084.0
35,,,,,,
35,,,,,,
35,NoteHotline,2018-06-26 15:20:22,0.0,AC68,E,15126035.0
35,,,,,,
35,,,,,,
36,Creation,2018-06-14 15:27:34,0.0,AB49,L,14089667.0
36,,,,,,
36,,,,,,
36,Approved,2018-06-28 14:52:24,0.0,AB49,L,15297157.0
36,,,,,,
36,,,,,,
36,Completed,2018-06-29 06:59:19,0.0,AB49,L,15355172.0
37,Creation,2018-06-14 15:46:07,0.0,AB49,E,14090780.0
37,,,,,,
37,,,,,,
37,DeviceReceived,2018-06-27 10:18:33,0.0,AB49,E,15194326.0
37,,,,,,
37,,,,,,
37,Completed,2018-07-17 14:04:53,0.0,AB49,E,16935906.0
37,,,,,,
38,Creation,2018-06-14 16:02:52,1.0,AB38,L,14091785.0
38,,,,,,
38,,,,,,
38,InDelivery,2018-06-27 00:00:00,1.0,AB38,L,15157213.0
38,,,,,,
38,,,,,,
38,NoteHotline,2018-06-27 09:38:16,1.0,AB38,L,15191909.0
38,,,,,,
39,Letter,2018-06-14 00:00:00,1.0,AB36,,14034013.0
39,,,,,,
39,,,,,,
39,DeviceReceived,2018-06-14 11:55:28,1.0,AB36,,14076941.0
39,,,,,,
39,,,,,,
40,Letter,2018-06-14 00:00:00,1.0,AB53,,14034013.0
40,,,,,,
40,,,,,,
40,NoteWorkshop,2018-06-14 11:52:21,1.0,AB53,,14076754.0
40,,,,,,
40,,,,,,
41,Letter,2018-06-14 00:00:00,1.0,AB52,,14034013.0
41,,,,,,
41,,,,,,
41,StockEntry,2018-06-15 00:00:00,1.0,AB52,,14120413.0
41,,,,,,
41,,,,,,
41,Completed,2018-06-15 10:09:58,1.0,AB52,,14157011.0
42,Creation,2018-01-16 10:07:54,0.0,AB52,L,1196887.0
42,,,,,,
42,,,,,,
42,StatusRequest,2018-01-24 16:56:28,0.0,AB52,L,1912601.0
42,,,,,,
42,,,,,,
42,Approved,2018-02-01 08:11:53,0.0,AB52,L,2572326.0
42,,,,,,
42,,,,,,
43,Creation,2018-06-14 09:38:22,0.0,AB61,L,14068715.0
43,,,,,,
43,,,,,,
43,Transmission,2018-06-28 13:41:48,0.0,AB61,L,15292921.0
43,,,,,,
43,,,,,,
43,Completed,2018-07-09 10:18:50,0.0,AB61,L,16231143.0
43,,,,,,
44,Creation,2018-06-14 10:14:25,0.0,AB40,E,14070878.0
44,,,,,,
44,,,,,,
44,StatusRequest,2018-07-02 12:06:26,0.0,AB40,E,15632799.0
44,,,,,,
44,,,,,,
44,InDelivery,2018-07-06 00:00:00,0.0,AB40,E,15934813.0
44,,,,,,
44,,,,,,
44,NoteWorkshop,2018-07-06 13:12:43,0.0,AB40,E,15982376.0
44,,,,,,
45,Creation,2018-06-14 10:18:56,0.0,AB65,E,14071149.0
45,,,,,,
45,,,,,,
45,Transmission,2018-06-27 09:36:17,0.0,AB65,E,15191790.0
45,,,,,,
45,,,,,,
45,StockEntry,2018-07-03 00:00:00,0.0,AB65,E,15675613.0
45,,,,,,
45,,,,,,
45,NoteWorkshop,2018-07-03 14:28:18,0.0,AB65,E,15727711.0
46,Creation,2018-06-14 11:56:11,0.0,AB60,J,14076984.0
46,,,,,,
46,,,,,,
46,NoteWorkshop,2018-06-25 17:41:40,0.0,AB60,J,15048113.0
46,,,,,,
46,,,,,,
47,Creation,2018-06-14 11:59:53,0.0,AB8,E,14077206.0
47,,,,,,
47,,,,,,
47,StatusRequest,2018-06-27 15:39:06,0.0,AB8,E,15213559.0
47,,,,,,
47,,,,,,
47,StockEntry,2018-06-28 00:00:00,0.0,AB8,E,15243613.0
47,,,,,,
47,,,,,,
48,Creation,2018-06-14 12:33:18,0.0,AB53,E,14079211.0
48,,,,,,
48,,,,,,
48,DeviceReceived,2018-06-18 11:30:40,0.0,AB53,E,14421053.0
48,,,,,,
48,,,,,,
48,NoteWorkshop,2018-06-27 14:44:59,0.0,AB53,E,15210312.0
48,,,,,,
49,Creation,2018-06-14 12:45:51,0.0,AB38,E,14079964.0
49,,,,,,
49,,,,,,
49,DeviceReceived,2018-06-18 11:51:34,0.0,AB38,E,14422307.0
49,,,,,,
49,,,,,,
49,NoteWorkshop,2018-06-28 10:34:43,0.0,AB38,E,15281696.0
49,,,,,,
50,Creation,2018-06-14 13:41:01,1.0,AB8,E,14083274.0
50,,,,,,
50,,,,,,
50,InDelivery,2018-06-19 00:00:00,1.0,AB8,E,14466013.0
50,,,,,,
51,Creation,2018-06-14 15:56:02,0.0,AB31,L,14091375.0
51,,,,,,
51,,,,,,
51,Transmission,2018-06-26 09:46:28,0.0,AB31,L,15106001.0
51,,,,,,
51,,,,,,
51,InDelivery,2018-07-06 00:00:00,0.0,AB31,L,15934813.0
51,,,,,,
52,Creation,2018-01-16 10:10:26,0.0,AB27,L,1197039.0
52,,,,,,
52,,,,,,
52,Transmission,2018-01-24 11:21:13,0.0,AB27,L,1892486.0
52,,,,,,
52,,,,,,
52,InDelivery,2018-01-31 00:00:00,0.0,AB27,L,2456413.0
52,,,,,,
53,Creation,2018-06-14 16:07:58,1.0,AB10,E,14092091.0
53,,,,,,
53,,,,,,
53,StockEntry,2018-06-19 00:00:00,1.0,AB10,E,14466013.0
53,,,,,,
53,,,,,,
53,NoteWorkshop,2018-06-19 11:01:14,1.0,AB10,E,14505687.0
53,,,,,,
54,Creation,2018-06-14 11:05:53,1.0,AB47,E,14073966.0
54,,,,,,
54,,,,,,
54,StockEntry,2018-06-21 00:00:00,1.0,AB47,E,14638813.0
54,,,,,,
54,,,,,,
54,NoteWorkshop,2018-06-21 14:48:23,1.0,AB47,E,14692116.0
54,,,,,,
55,Creation,2018-06-14 09:28:16,1.0,AB20,L,14068109.0
55,,,,,,
55,,,,,,
55,InDelivery,2018-06-22 00:00:00,1.0,AB20,L,14725213.0
55,,,,,,
55,,,,,,
55,Completed,2018-06-22 14:12:30,1.0,AB20,L,14776363.0
55,,,,,,
56,Creation,2018-01-16 10:13:33,0.0,AB44,L,1197226.0
56,,,,,,
56,,,,,,
56,StatusRequest,2018-01-31 13:35:43,0.0,AB44,L,2505356.0
56,,,,,,
56,,,,,,
56,NoteHotline,2018-02-01 16:05:43,0.0,AB44,L,2600756.0
56,,,,,,
56,,,,,,
57,Creation,2018-06-14 11:49:37,1.0,AB19,E,14076590.0
57,,,,,,
57,,,,,,
57,StockEntry,2018-06-18 00:00:00,1.0,AB19,E,14379613.0
57,,,,,,
57,,,,,,
57,InDelivery,2018-06-19 00:00:00,1.0,AB19,E,14466013.0
57,,,,,,
58,Creation,2018-06-14 11:53:00,0.0,AB59,L,14076793.0
58,,,,,,
58,,,,,,
58,StatusRequest,2018-06-27 10:06:47,0.0,AB59,L,15193620.0
58,,,,,,
58,,,,,,
58,Completed,2018-07-25 07:45:52,0.0,AB59,L,17604365.0
59,Creation,2018-06-14 12:48:41,1.0,AB34,J,14080134.0
59,,,,,,
59,,,,,,
59,NoteWorkshop,2018-06-19 16:08:43,1.0,AB34,J,14524136.0
59,,,,,,
59,,,,,,
60,Creation,2018-06-14 15:41:15,0.0,AB60,E,14090488.0
60,,,,,,
60,,,,,,
60,NoteHotline,2018-06-20 13:01:28,0.0,AB60,E,14599301.0
60,,,,,,
60,,,,,,
60,NoteWorkshop,2018-06-29 12:37:35,0.0,AB60,E,15375468.0
60,,,,,,
61,Creation,2018-06-14 16:23:20,0.0,AB62,L,14093013.0
61,,,,,,
61,,,,,,
61,NoteHotline,2018-09-20 16:35:57,0.0,AB62,L,22560970.0
61,,,,,,
61,,,,,,
62,Creation,2018-01-16 10:22:19,0.0,AB38,L,1197752.0
62,,,,,,
62,,,,,,
62,Transmission,2018-02-02 08:31:06,0.0,AB38,L,2659879.0
62,,,,,,
62,,,,,,
62,InDelivery,2018-02-05 00:00:00,0.0,AB38,L,2888413.0
62,,,,,,
63,Creation,2018-06-14 08:23:52,1.0,AB62,L,14064245.0
63,,,,,,
63,,,,,,
63,InDelivery,2018-06-25 00:00:00,1.0,AB62,L,14984413.0
63,,,,,,
63,,,,,,
63,NoteHotline,2018-06-25 12:43:43,1.0,AB62,L,15030236.0
63,,,,,,
64,Letter,2018-06-14 00:00:00,1.0,AB62,L,14034013.0
64,,,,,,
64,,,,,,
64,InDelivery,2018-06-22 00:00:00,1.0,AB62,L,14725213.0
64,,,,,,
65,Creation,2018-06-14 10:08:48,0.0,AB62,E,14070541.0
65,,,,,,
65,,,,,,
65,NoteWorkshop,2018-06-26 09:54:34,0.0,AB62,E,15106487.0
65,,,,,,
65,,,,,,
65,StockEntry,2018-07-18 00:00:00,0.0,AB62,E,16971613.0
65,,,,,,
65,,,,,,
66,Letter,2018-06-14 00:00:00,0.0,AB36,J,14034013.0
66,,,,,,
66,,,,,,
66,NoteWorkshop,2018-06-19 16:16:53,0.0,AB36,J,14524626.0
66,,,,,,
66,,,,,,
67,Creation,2018-06-14 11:29:57,1.0,AB21,L,14075410.0
67,,,,,,
67,,,,,,
67,Transmission,2018-06-21 08:35:49,1.0,AB21,L,14669762.0
67,,,,,,
67,,,,,,
67,InDelivery,2018-06-25 00:00:00,1.0,AB21,L,14984413.0
67,,,,,,
68,Creation,2018-06-14 16:21:15,0.0,AB50,L,14092888.0
68,,,,,,
68,,,,,,
68,NoteWorkshop,2018-06-19 12:55:15,0.0,AB50,L,14512528.0
68,,,,,,
68,,,,,,
69,Creation,2018-06-15 08:18:16,0.0,AB34,L,14150309.0
69,,,,,,
69,,,,,,
69,Transmission,2018-06-25 08:35:15,0.0,AB34,L,15015328.0
69,,,,,,
69,,,,,,
69,NoteHotline,2018-06-29 11:21:49,0.0,AB34,L,15370922.0
69,,,,,,
70,Creation,2018-06-15 08:24:42,0.0,AB41,J,14150695.0
70,,,,,,
70,,,,,,
70,InDelivery,2018-06-22 00:00:00,0.0,AB41,J,14725213.0
70,,,,,,
70,,,,,,
71,Creation,2018-06-15 08:36:51,0.0,AB61,L,14151424.0
71,,,,,,
71,,,,,,
71,Approved,2018-06-25 17:07:44,0.0,AB61,L,15046077.0
71,,,,,,
71,,,,,,
71,Completed,2018-06-26 07:06:34,0.0,AB61,L,15096407.0
72,Creation,2018-06-15 08:41:44,0.0,AB36,J,14151717.0
72,,,,,,
72,,,,,,
72,NoteWorkshop,2018-06-25 16:38:42,0.0,AB36,J,15044335.0
72,,,,,,
73,Creation,2018-01-16 10:28:31,0.0,AB56,L,1198124.0
73,,,,,,
73,,,,,,
73,StatusRequest,2018-01-30 10:33:31,0.0,AB56,L,2408024.0
73,,,,,,
73,,,,,,
73,Approved,2018-02-01 09:31:01,0.0,AB56,L,2577074.0
73,,,,,,
73,,,,,,
74,Creation,2018-06-15 09:25:03,1.0,AB34,L,14154316.0
74,,,,,,
74,,,,,,
74,InDelivery,2018-06-25 00:00:00,1.0,AB34,L,14984413.0
74,,,,,,
74,,,,,,
74,NoteHotline,2018-06-25 12:55:03,1.0,AB34,L,15030916.0
74,,,,,,
74,,,,,,
75,Creation,2018-06-15 10:11:21,0.0,AB52,L,14157094.0
75,,,,,,
75,,,,,,
75,Letter,2018-06-22 00:00:00,0.0,AB52,L,14725213.0
75,,,,,,
75,,,,,,
75,Completed,2018-07-23 08:35:05,0.0,AB52,L,17434518.0
76,Creation,2018-06-15 10:51:28,0.0,AB20,L,14159501.0
76,,,,,,
76,,,,,,
76,InDelivery,2018-06-26 00:00:00,0.0,AB20,L,15070813.0
76,,,,,,
77,Creation,2018-06-15 11:00:27,1.0,AB22,E,14160040.0
77,,,,,,
77,,,,,,
77,StockEntry,2018-06-19 00:00:00,1.0,AB22,E,14466013.0
77,,,,,,
77,,,,,,
77,Completed,2018-06-19 11:15:44,1.0,AB22,E,14506557.0
78,Creation,2018-01-02 15:45:20,0.0,AB53,E,7533.0
78,,,,,,
78,,,,,,
78,InDelivery,2018-01-17 00:00:00,0.0,AB53,E,1246813.0
78,,,,,,
78,,,,,,
79,Creation,2018-01-16 10:56:05,0.0,AB52,L,1199778.0
79,,,,,,
79,,,,,,
79,Approved,2018-01-24 07:46:01,0.0,AB52,L,1879574.0
79,,,,,,
79,,,,,,
79,InDelivery,2018-01-30 00:00:00,0.0,AB52,L,2370013.0
79,,,,,,
80,Creation,2018-06-15 11:38:15,0.0,AB52,L,14162308.0
80,,,,,,
80,,,,,,
80,Transmission,2018-06-25 08:40:38,0.0,AB52,L,15015651.0
80,,,,,,
80,,,,,,
80,Completed,2018-06-25 10:01:35,0.0,AB52,L,15020508.0
81,Creation,2018-06-15 12:29:05,1.0,AB26,L,14165358.0
81,,,,,,
81,,,,,,
81,Transmission,2018-06-26 11:11:26,1.0,AB26,L,15111099.0
81,,,,,,
81,,,,,,
81,InDelivery,2018-06-27 00:00:00,1.0,AB26,L,15157213.0
81,,,,,,
82,Creation,2018-06-15 09:02:50,1.0,AB44,E,14152983.0
82,,,,,,
82,,,,,,
82,StockEntry,2018-06-20 00:00:00,1.0,AB44,E,14552413.0
82,,,,,,
82,,,,,,
82,Completed,2018-06-20 12:05:50,1.0,AB44,E,14595963.0
83,Creation,2018-06-15 09:08:20,0.0,AB59,L,14153313.0
83,,,,,,
83,,,,,,
83,Transmission,2018-06-26 12:22:12,0.0,AB59,L,15115345.0
83,,,,,,
83,,,,,,
83,NoteHotline,2018-06-28 12:03:17,0.0,AB59,L,15287010.0
83,,,,,,
84,Creation,2018-06-15 10:14:29,0.0,AB55,E,14157282.0
84,,,,,,
84,,,,,,
84,NoteWorkshop,2018-06-28 13:39:44,0.0,AB55,E,15292797.0
84,,,,,,
84,,,,,,
85,Creation,2018-06-15 10:28:08,1.0,AB20,L,14158101.0
85,,,,,,
85,,,,,,
85,InDelivery,2018-06-22 00:00:00,1.0,AB20,L,14725213.0
85,,,,,,
86,Creation,2018-06-15 10:49:00,1.0,AB52,E,14159353.0
86,,,,,,
86,,,,,,
86,DeviceReceived,2018-06-20 11:24:35,1.0,AB52,E,14593488.0
86,,,,,,
86,,,,,,
86,NoteWorkshop,2018-06-21 07:15:18,1.0,AB52,E,14664931.0
86,,,,,,
87,Creation,2018-06-15 11:02:53,0.0,AB34,J,14160186.0
87,,,,,,
87,,,,,,
87,InDelivery,2018-06-25 00:00:00,0.0,AB34,J,14984413.0
87,,,,,,
88,Creation,2018-06-15 11:42:12,1.0,AB9,E,14162545.0
88,,,,,,
88,,,,,,
88,NoteWorkshop,2018-06-21 11:56:30,1.0,AB9,E,14681803.0
88,,,,,,
88,,,,,,
88,Completed,2018-06-22 08:04:15,1.0,AB9,E,14754268.0
89,Creation,2018-06-15 15:06:34,1.0,AB52,L,14174807.0
89,,,,,,
89,,,,,,
89,InDelivery,2018-06-22 00:00:00,1.0,AB52,L,14725213.0
89,,,,,,
90,Creation,2018-06-15 16:24:13,1.0,AB27,L,14179466.0
90,,,,,,
90,,,,,,
90,Approved,2018-06-26 12:29:40,1.0,AB27,L,15115793.0
90,,,,,,
90,,,,,,
90,Completed,2018-06-27 10:23:17,1.0,AB27,L,15194610.0
91,Creation,2018-06-15 07:46:37,1.0,AB9,E,14148410.0
91,,,,,,
91,,,,,,
91,DeviceReceived,2018-06-19 10:04:25,1.0,AB9,E,14502278.0
91,,,,,,
91,,,,,,
91,NoteWorkshop,2018-06-20 08:05:52,1.0,AB9,E,14581565.0
91,,,,,,
92,Creation,2018-06-15 08:07:56,1.0,AB58,E,14149689.0
92,,,,,,
92,,,,,,
92,StockEntry,2018-06-19 00:00:00,1.0,AB58,E,14466013.0
92,,,,,,
92,,,,,,
92,Completed,2018-06-19 08:54:35,1.0,AB58,E,14498088.0
93,Creation,2018-06-15 09:01:52,0.0,AB65,E,14152925.0
93,,,,,,
93,,,,,,
93,StatusRequest,2018-06-27 13:02:13,0.0,AB65,E,15204146.0
93,,,,,,
93,,,,,,
93,InDelivery,2018-07-04 00:00:00,0.0,AB65,E,15762013.0
93,,,,,,
93,,,,,,
94,Creation,2018-06-15 09:22:46,1.0,AB58,E,14154179.0
94,,,,,,
94,,,,,,
94,DeviceReceived,2018-06-18 12:49:12,1.0,AB58,E,14425765.0
94,,,,,,
94,,,,,,
94,NoteWorkshop,2018-06-19 09:35:56,1.0,AB58,E,14500569.0
94,,,,,,
95,Creation,2018-06-15 10:02:56,0.0,AB52,L,14156589.0
95,,,,,,
95,,,,,,
95,InDelivery,2018-08-01 00:00:00,0.0,AB52,L,18181213.0
95,,,,,,
95,,,,,,
95,Completed,2018-08-01 14:18:00,0.0,AB52,L,18232693.0
96,Creation,2018-06-15 10:20:14,0.0,AB52,E,14157627.0
96,,,,,,
96,,,,,,
96,Letter,2018-07-24 00:00:00,0.0,AB52,E,17490013.0
96,,,,,,
96,,,,,,
96,StockEntry,2018-08-22 00:00:00,0.0,AB52,E,19995613.0
96,,,,,,
97,Creation,2018-06-15 10:55:35,1.0,AB34,L,14159748.0
97,,,,,,
97,,,,,,
97,DeviceReceived,2018-06-20 10:06:31,1.0,AB34,L,14588804.0
97,,,,,,
97,,,,,,
98,Creation,2018-06-15 11:35:28,0.0,AB20,J,14162141.0
98,,,,,,
98,,,,,,
98,Transmission,2018-08-06 14:06:43,0.0,AB20,J,18664016.0
98,,,,,,
98,,,,,,
98,Completed,2018-08-08 14:00:57,0.0,AB20,J,18836470.0
99,Creation,2018-01-16 11:29:44,1.0,AB47,G,1201797.0
99,,,,,,
99,,,,,,
99,DeviceReceived,2018-01-24 12:10:01,1.0,AB47,G,1895414.0
99,,,,,,
99,,,,,,
100,Creation,2018-06-15 11:54:17,0.0,AB39,L,14163270.0
100,,,,,,
100,,,,,,
100,Approved,2018-07-02 12:26:40,0.0,AB39,L,15634013.0
100,,,,,,
100,,,,,,
100,Completed,2018-07-03 07:42:31,0.0,AB39,L,15703364.0
101,Creation,2018-06-15 13:30:47,1.0,AB38,L,14169060.0
101,,,,,,
101,,,,,,
101,InDelivery,2018-06-25 00:00:00,1.0,AB38,L,14984413.0
101,,,,,,
102,Creation,2018-06-15 13:43:45,1.0,AB61,E,14169838.0
102,,,,,,
102,,,,,,
102,DeviceReceived,2018-06-21 11:39:02,1.0,AB61,E,14680755.0
102,,,,,,
102,,,,,,
102,InDelivery,2018-06-22 00:00:00,1.0,AB61,E,14725213.0
102,,,,,,
103,Creation,2018-06-15 14:37:32,0.0,AB40,L,14173065.0
103,,,,,,
103,,,,,,
103,InDelivery,2018-06-26 00:00:00,0.0,AB40,L,15070813.0
103,,,,,,
103,,,,,,
103,NoteHotline,2018-06-26 11:01:29,0.0,AB40,L,15110502.0
103,,,,,,
104,Creation,2018-06-15 14:49:45,1.0,AB38,L,14173798.0
104,,,,,,
104,,,,,,
