CaseID,Activity,CompleteTimestamp,REPAIR_IN_TIME_5D,DEVICETYPE,org:resource,CumTimeInterval
21,InDelivery,2018-07-10 00:00:00,0.0,AB52,L,16280413.0
21,,,,,,
21,NoteHotline,2018-07-10 08:25:03,0.0,AB52,L,16310716.0
21,Completed,2018-07-10 08:56:33,0.0,AB52,L,16312606.0
22,,,,,,
22,DeviceReceived,2018-07-10 12:50:29,0.0,AB62,E,16326642.0
22,,,,,,
22,NoteWorkshop,2018-07-25 11:13:10,0.0,AB62,E,17616803.0
22,,,,,,
22,,,,,,
22,StockEntry,2018-08-21 00:00:00,0.0,AB62,E,19909213.0
22,,,,,,
22,,,,,,
23,Creation,2018-06-14 10:25:07,1.0,AB16,E,14071520.0
23,NoteHotline,2018-06-14 10:27:27,1.0,AB16,E,14071660.0
23,Letter,2018-06-18 00:00:00,1.0,AB16,E,14379613.0
23,DeviceReceived,2018-06-18 12:39:41,1.0,AB16,E,14425194.0
23,StockEntry,2018-06-19 00:00:00,1.0,AB16,E,14466013.0
23,InDelivery,2018-06-19 00:00:00,1.0,AB16,E,14466013.0
23,,,,,,
24,,,,,,
24,DeviceReceived,2018-06-15 11:40:03,0.0,AB36,E,14162416.0
24,StockEntry,2018-06-27 00:00:00,0.0,AB36,E,15157213.0
24,InDelivery,2018-06-27 00:00:00,0.0,AB36,E,15157213.0
24,,,,,,
24,Completed,2018-06-27 09:58:08,0.0,AB36,E,15193101.0
25,Creation,2018-06-14 11:54:07,0.0,AB62,L,14076860.0
25,DeviceReceived,2018-06-21 11:04:35,0.0,AB62,L,14678688.0
25,,,,,,
25,Transmission,2018-06-26 08:36:36,0.0,AB62,L,15101809.0
25,Approved,2018-06-27 16:22:09,0.0,AB62,L,15216142.0
25,NoteHotline,2018-06-27 16:22:21,0.0,AB62,L,15216154.0
25,,,,,,
25,Completed,2018-06-28 07:54:40,0.0,AB62,L,15272093.0
26,Creation,2018-06-14 09:08:20,0.0,AB29,L,14066913.0
26,DeviceReceived,2018-06-22 14:12:53,0.0,AB29,L,14776386.0
26,,,,,,
26,InDelivery,2018-06-28 00:00:00,0.0,AB29,L,15243613.0
26,Transmission,2018-06-28 08:31:42,0.0,AB29,L,15274315.0
26,Approved,2018-06-28 12:19:22,0.0,AB29,L,15287975.0
26,,,,,,
26,Completed,2018-06-28 12:54:41,0.0,AB29,L,15290094.0
27,Creation,2018-06-14 10:05:14,1.0,AB34,L,14070327.0
27,,,,,,
27,,,,,,
27,,,,,,
28,Creation,2018-06-14 10:13:34,0.0,AB25,E,14070827.0
28,DeviceReceived,2018-06-15 11:09:35,0.0,AB25,E,14160588.0
28,NoteHotline,2018-06-20 09:22:15,0.0,AB25,E,14586148.0
28,,,,,,
28,,,,,,
29,,,,,,
29,DeviceReceived,2018-06-19 11:55:32,0.0,AB40,L,14508945.0
29,NoteWorkshop,2018-06-19 11:58:01,0.0,AB40,L,14509094.0
29,,,,,,
29,Completed,2018-06-25 07:03:37,0.0,AB40,L,15009830.0
30,,,,,,
30,Letter,2018-06-22 00:00:00,0.0,AB52,L,14725213.0
30,,,,,,
30,Transmission,2018-06-26 13:58:55,0.0,AB52,L,15121148.0
30,InDelivery,2018-06-29 00:00:00,0.0,AB52,L,15330013.0
30,Approved,2018-06-29 09:08:54,0.0,AB52,L,15362947.0
30,,,,,,
30,Completed,2018-06-29 09:44:11,0.0,AB52,L,15365064.0
31,,,,,,
31,,,,,,
31,DeviceReceived,2018-06-21 11:26:10,0.0,AB62,E,14679983.0
31,,,,,,
31,,,,,,
31,NoteHotline,2018-07-02 16:55:59,0.0,AB62,E,15650172.0
31,NoteWorkshop,2018-07-03 07:54:01,0.0,AB62,E,15704054.0
31,StockEntry,2018-07-18 00:00:00,0.0,AB62,E,16971613.0
31,,,,,,
31,Completed,2018-07-18 08:39:24,0.0,AB62,E,17002777.0
32,Creation,2018-06-14 14:35:17,1.0,AB8,E,14086530.0
32,Letter,2018-06-29 00:00:00,1.0,AB8,E,15330013.0
32,,,,,,
32,,,,,,
32,,,,,,
32,NoteWorkshop,2018-07-02 09:21:56,1.0,AB8,E,15622929.0
32,,,,,,
33,Creation,2018-06-14 14:40:40,1.0,AB41,E,14086853.0
33,Letter,2018-06-18 00:00:00,1.0,AB41,E,14379613.0
33,DeviceReceived,2018-06-18 12:52:12,1.0,AB41,E,14425945.0
33,,,,,,
33,InDelivery,2018-06-19 00:00:00,1.0,AB41,E,14466013.0
33,,,,,,
33,,,,,,
34,,,,,,
34,,,,,,
34,Letter,2018-01-25 00:00:00,0.0,AB61,L,1938013.0
34,,,,,,
34,Completed,2018-01-30 07:39:24,0.0,AB61,L,2397577.0
34,,,,,,
35,,,,,,
35,DeviceReceived,2018-06-20 10:25:14,0.0,AC68,E,14589927.0
35,,,,,,
35,NoteWorkshop,2018-06-26 14:14:31,0.0,AC68,E,15122084.0
35,Transmission,2018-06-26 14:50:42,0.0,AC68,E,15124255.0
35,Approved,2018-06-26 15:18:18,0.0,AC68,E,15125911.0
35,NoteHotline,2018-06-26 15:20:22,0.0,AC68,E,15126035.0
35,,,,,,
35,InDelivery,2018-06-27 00:00:00,0.0,AC68,E,15157213.0
36,,,,,,
36,DeviceReceived,2018-06-22 14:06:55,0.0,AB49,L,14776028.0
36,Transmission,2018-06-28 14:21:27,0.0,AB49,L,15295300.0
36,,,,,,
36,NoteHotline,2018-06-28 14:52:35,0.0,AB49,L,15297168.0
36,InDelivery,2018-06-29 00:00:00,0.0,AB49,L,15330013.0
36,,,,,,
37,Creation,2018-06-14 15:46:07,0.0,AB49,E,14090780.0
37,Approved,2018-06-14 15:48:41,0.0,AB49,E,14090934.0
37,,,,,,
37,,,,,,
37,StockEntry,2018-07-17 00:00:00,0.0,AB49,E,16885213.0
37,InDelivery,2018-07-17 00:00:00,0.0,AB49,E,16885213.0
37,Completed,2018-07-17 14:04:53,0.0,AB49,E,16935906.0
37,NoteWorkshop,2018-07-17 14:07:12,0.0,AB49,E,16936045.0
38,Creation,2018-06-14 16:02:52,1.0,AB38,L,14091785.0
38,DeviceReceived,2018-06-23 08:03:58,1.0,AB38,L,14840651.0
38,,,,,,
38,,,,,,
38,Transmission,2018-06-27 09:06:33,1.0,AB38,L,15190006.0
38,,,,,,
38,,,,,,
38,Completed,2018-06-27 10:00:34,1.0,AB38,L,15193247.0
39,Letter,2018-06-14 00:00:00,1.0,AB36,,14034013.0
39,,,,,,
39,,,,,,
39,DeviceReceived,2018-06-14 11:55:28,1.0,AB36,,14076941.0
39,,,,,,
39,Completed,2018-06-14 14:02:20,1.0,AB36,,14084553.0
40,,,,,,
40,Creation,2018-06-14 11:44:34,1.0,AB53,,14076287.0
40,,,,,,
40,,,,,,
40,InDelivery,2018-06-15 00:00:00,1.0,AB53,,14120413.0
40,Completed,2018-06-15 08:17:26,1.0,AB53,,14150259.0
41,,,,,,
41,,,,,,
41,DeviceReceived,2018-06-14 15:55:09,1.0,AB52,,14091322.0
41,StockEntry,2018-06-15 00:00:00,1.0,AB52,,14120413.0
41,,,,,,
41,,,,,,
41,,,,,,
42,,,,,,
42,DeviceReceived,2018-01-19 11:57:53,0.0,AB52,L,1462686.0
42,Letter,2018-01-24 00:00:00,0.0,AB52,L,1851613.0
42,,,,,,
42,,,,,,
42,,,,,,
42,,,,,,
42,NoteHotline,2018-02-01 08:12:01,0.0,AB52,L,2572334.0
42,,,,,,
43,Creation,2018-06-14 09:38:22,0.0,AB61,L,14068715.0
43,,,,,,
43,,,,,,
43,Transmission,2018-06-28 13:41:48,0.0,AB61,L,15292921.0
43,,,,,,
43,Approved,2018-07-09 10:05:18,0.0,AB61,L,16230331.0
43,Completed,2018-07-09 10:18:50,0.0,AB61,L,16231143.0
43,,,,,,
44,,,,,,
44,DeviceReceived,2018-06-21 11:36:47,0.0,AB40,E,14680620.0
44,,,,,,
44,StatusRequest,2018-07-02 12:06:26,0.0,AB40,E,15632799.0
44,Transmission,2018-07-02 12:44:03,0.0,AB40,E,15635056.0
44,StockEntry,2018-07-06 00:00:00,0.0,AB40,E,15934813.0
44,,,,,,
44,,,,,,
44,NoteHotline,2018-07-06 11:42:07,0.0,AB40,E,15976940.0
44,,,,,,
44,Completed,2018-07-06 13:30:05,0.0,AB40,E,15983418.0
45,Creation,2018-06-14 10:18:56,0.0,AB65,E,14071149.0
45,,,,,,
45,DeviceReceived,2018-06-15 11:57:07,0.0,AB65,E,14163440.0
45,,,,,,
45,Approved,2018-06-27 15:36:59,0.0,AB65,E,15213432.0
45,NoteHotline,2018-06-27 15:37:10,0.0,AB65,E,15213443.0
45,StockEntry,2018-07-03 00:00:00,0.0,AB65,E,15675613.0
45,InDelivery,2018-07-03 00:00:00,0.0,AB65,E,15675613.0
45,,,,,,
45,NoteWorkshop,2018-07-03 14:28:18,0.0,AB65,E,15727711.0
46,,,,,,
46,,,,,,
46,,,,,,
46,,,,,,
46,Completed,2018-06-25 17:51:07,0.0,AB60,J,15048680.0
46,,,,,,
47,Creation,2018-06-14 11:59:53,0.0,AB8,E,14077206.0
47,DeviceReceived,2018-06-15 11:17:03,0.0,AB8,E,14161036.0
47,NoteWorkshop,2018-06-27 09:13:28,0.0,AB8,E,15190421.0
47,StatusRequest,2018-06-27 15:39:06,0.0,AB8,E,15213559.0
47,NoteHotline,2018-06-27 15:40:36,0.0,AB8,E,15213649.0
47,,,,,,
47,StockEntry,2018-06-28 00:00:00,0.0,AB8,E,15243613.0
47,,,,,,
47,Completed,2018-06-28 11:33:22,0.0,AB8,E,15285215.0
48,Creation,2018-06-14 12:33:18,0.0,AB53,E,14079211.0
48,,,,,,
48,,,,,,
48,DeviceReceived,2018-06-18 11:30:40,0.0,AB53,E,14421053.0
48,,,,,,
48,,,,,,
48,NoteWorkshop,2018-06-27 14:44:59,0.0,AB53,E,15210312.0
48,,,,,,
49,,,,,,
49,NoteHotline,2018-06-14 12:47:52,0.0,AB38,E,14080085.0
49,,,,,,
49,DeviceReceived,2018-06-18 11:51:34,0.0,AB38,E,14422307.0
49,StockEntry,2018-06-28 00:00:00,0.0,AB38,E,15243613.0
49,InDelivery,2018-06-28 00:00:00,0.0,AB38,E,15243613.0
49,NoteWorkshop,2018-06-28 10:34:43,0.0,AB38,E,15281696.0
49,,,,,,
50,Creation,2018-06-14 13:41:01,1.0,AB8,E,14083274.0
50,DeviceReceived,2018-06-18 12:46:28,1.0,AB8,E,14425601.0
50,,,,,,
50,,,,,,
50,,,,,,
51,,,,,,
51,,,,,,
51,,,,,,
51,,,,,,
51,Approved,2018-07-05 12:41:02,0.0,AB31,L,15894075.0
51,,,,,,
51,,,,,,
51,Completed,2018-07-06 09:03:18,0.0,AB31,L,15967411.0
52,,,,,,
52,DeviceReceived,2018-01-18 10:16:54,0.0,AB27,L,1370227.0
52,StatusRequest,2018-01-23 15:39:06,0.0,AB27,L,1821559.0
52,,,,,,
52,NoteHotline,2018-01-24 12:34:28,0.0,AB27,L,1896881.0
52,,,,,,
52,InDelivery,2018-01-31 00:00:00,0.0,AB27,L,2456413.0
52,Completed,2018-01-31 06:32:01,0.0,AB27,L,2479934.0
53,Creation,2018-06-14 16:07:58,1.0,AB10,E,14092091.0
53,,,,,,
53,DeviceReceived,2018-06-18 12:31:08,1.0,AB10,E,14424681.0
53,,,,,,
53,,,,,,
53,,,,,,
53,,,,,,
53,Completed,2018-06-19 11:08:26,1.0,AB10,E,14506119.0
54,,,,,,
54,NoteHotline,2018-06-14 11:12:35,1.0,AB47,E,14074368.0
54,,,,,,
54,StockEntry,2018-06-21 00:00:00,1.0,AB47,E,14638813.0
54,InDelivery,2018-06-21 00:00:00,1.0,AB47,E,14638813.0
54,,,,,,
54,,,,,,
54,Completed,2018-06-21 15:52:12,1.0,AB47,E,14695945.0
55,Creation,2018-06-14 09:28:16,1.0,AB20,L,14068109.0
55,,,,,,
55,,,,,,
55,,,,,,
55,,,,,,
55,,,,,,
55,Completed,2018-06-22 14:12:30,1.0,AB20,L,14776363.0
55,,,,,,
56,Creation,2018-01-16 10:13:33,0.0,AB44,L,1197226.0
56,DeviceReceived,2018-01-25 10:11:18,0.0,AB44,L,1974691.0
56,,,,,,
56,,,,,,
56,,,,,,
56,,,,,,
56,NoteHotline,2018-02-01 16:05:43,0.0,AB44,L,2600756.0
56,,,,,,
56,Completed,2018-02-02 07:51:33,0.0,AB44,L,2657506.0
57,,,,,,
57,,,,,,
57,Letter,2018-06-18 00:00:00,1.0,AB19,E,14379613.0
57,StockEntry,2018-06-18 00:00:00,1.0,AB19,E,14379613.0
57,DeviceReceived,2018-06-18 11:38:27,1.0,AB19,E,14421520.0
57,,,,,,
57,InDelivery,2018-06-19 00:00:00,1.0,AB19,E,14466013.0
57,NoteWorkshop,2018-06-19 08:05:23,1.0,AB19,E,14495136.0
58,Creation,2018-06-14 11:53:00,0.0,AB59,L,14076793.0
58,,,,,,
58,NoteWorkshop,2018-06-27 07:57:44,0.0,AB59,L,15185877.0
58,StatusRequest,2018-06-27 10:06:47,0.0,AB59,L,15193620.0
58,NoteHotline,2018-06-27 10:07:52,0.0,AB59,L,15193685.0
58,InDelivery,2018-07-25 00:00:00,0.0,AB59,L,17576413.0
58,,,,,,
59,,,,,,
59,,,,,,
59,DeviceReceived,2018-06-16 16:09:48,1.0,AB34,J,14265001.0
59,NoteWorkshop,2018-06-19 16:08:43,1.0,AB34,J,14524136.0
59,,,,,,
59,Completed,2018-06-20 11:50:35,1.0,AB34,J,14595048.0
60,,,,,,
60,,,,,,
60,,,,,,
60,NoteHotline,2018-06-20 13:01:28,0.0,AB60,E,14599301.0
60,,,,,,
60,,,,,,
60,NoteWorkshop,2018-06-29 12:37:35,0.0,AB60,E,15375468.0
60,Completed,2018-06-29 12:45:43,0.0,AB60,E,15375956.0
61,Creation,2018-06-14 16:23:20,0.0,AB62,L,14093013.0
61,,,,,,
61,,,,,,
61,NoteHotline,2018-09-20 16:35:57,0.0,AB62,L,22560970.0
61,InDelivery,2018-10-09 00:00:00,0.0,AB62,L,24142813.0
61,Completed,2018-10-09 12:40:14,0.0,AB62,L,24188427.0
62,Creation,2018-01-16 10:22:19,0.0,AB38,L,1197752.0
62,DeviceReceived,2018-01-24 10:21:19,0.0,AB38,L,1888892.0
62,,,,,,
62,Transmission,2018-02-02 08:31:06,0.0,AB38,L,2659879.0
62,,,,,,
62,,,,,,
62,,,,,,
62,Completed,2018-02-05 07:51:31,0.0,AB38,L,2916704.0
63,Creation,2018-06-14 08:23:52,1.0,AB62,L,14064245.0
63,DeviceReceived,2018-06-20 05:58:50,1.0,AB62,L,14573943.0
63,,,,,,
63,InDelivery,2018-06-25 00:00:00,1.0,AB62,L,14984413.0
63,Transmission,2018-06-25 09:48:11,1.0,AB62,L,15019704.0
63,,,,,,
63,,,,,,
63,Completed,2018-06-25 13:06:36,1.0,AB62,L,15031609.0
64,Letter,2018-06-14 00:00:00,1.0,AB62,L,14034013.0
64,Creation,2018-06-14 09:20:26,1.0,AB62,L,14067639.0
64,DeviceReceived,2018-06-20 06:26:39,1.0,AB62,L,14575612.0
64,InDelivery,2018-06-22 00:00:00,1.0,AB62,L,14725213.0
64,,,,,,
65,Creation,2018-06-14 10:08:48,0.0,AB62,E,14070541.0
65,,,,,,
65,DeviceReceived,2018-06-15 10:35:04,0.0,AB62,E,14158517.0
65,,,,,,
65,Transmission,2018-06-26 11:15:41,0.0,AB62,E,15111354.0
65,,,,,,
65,,,,,,
65,,,,,,
65,Completed,2018-07-18 15:29:21,0.0,AB62,E,17027374.0
66,,,,,,
66,,,,,,
66,DeviceReceived,2018-06-16 16:16:13,0.0,AB36,J,14265386.0
66,NoteWorkshop,2018-06-19 16:16:53,0.0,AB36,J,14524626.0
66,InDelivery,2018-06-22 00:00:00,0.0,AB36,J,14725213.0
66,,,,,,
67,,,,,,
67,DeviceReceived,2018-06-20 07:15:43,1.0,AB21,L,14578556.0
67,,,,,,
67,Transmission,2018-06-21 08:35:49,1.0,AB21,L,14669762.0
67,Approved,2018-06-22 11:30:39,1.0,AB21,L,14766652.0
67,NoteHotline,2018-06-22 11:30:53,1.0,AB21,L,14766666.0
67,InDelivery,2018-06-25 00:00:00,1.0,AB21,L,14984413.0
67,Completed,2018-06-25 07:11:00,1.0,AB21,L,15010273.0
68,Creation,2018-06-14 16:21:15,0.0,AB50,L,14092888.0
68,Letter,2018-06-19 00:00:00,0.0,AB50,L,14466013.0
68,DeviceReceived,2018-06-19 12:55:08,0.0,AB50,L,14512521.0
68,,,,,,
68,,,,,,
68,Completed,2018-07-20 13:04:52,0.0,AB50,L,17191505.0
69,,,,,,
69,Letter,2018-06-20 00:00:00,0.0,AB34,L,14552413.0
69,,,,,,
69,Transmission,2018-06-25 08:35:15,0.0,AB34,L,15015328.0
69,InDelivery,2018-06-29 00:00:00,0.0,AB34,L,15330013.0
69,Approved,2018-06-29 11:21:42,0.0,AB34,L,15370915.0
69,,,,,,
69,,,,,,
70,Creation,2018-06-15 08:24:42,0.0,AB41,J,14150695.0
70,NoteHotline,2018-06-15 08:25:39,0.0,AB41,J,14150752.0
70,DeviceReceived,2018-06-16 16:04:29,0.0,AB41,J,14264682.0
70,,,,,,
70,NoteWorkshop,2018-06-22 14:10:00,0.0,AB41,J,14776213.0
70,Completed,2018-06-22 15:25:17,0.0,AB41,J,14780730.0
71,,,,,,
71,DeviceReceived,2018-06-20 07:04:35,0.0,AB61,L,14577888.0
71,,,,,,
71,Approved,2018-06-25 17:07:44,0.0,AB61,L,15046077.0
71,NoteHotline,2018-06-25 17:07:58,0.0,AB61,L,15046091.0
71,,,,,,
71,,,,,,
72,,,,,,
72,DeviceReceived,2018-06-19 13:24:10,0.0,AB36,J,14514263.0
72,InDelivery,2018-06-25 00:00:00,0.0,AB36,J,14984413.0
72,,,,,,
72,,,,,,
73,Creation,2018-01-16 10:28:31,0.0,AB56,L,1198124.0
73,,,,,,
73,,,,,,
73,StatusRequest,2018-01-30 10:33:31,0.0,AB56,L,2408024.0
73,Transmission,2018-01-31 18:09:39,0.0,AB56,L,2521792.0
73,InDelivery,2018-02-01 00:00:00,0.0,AB56,L,2542813.0
73,Approved,2018-02-01 09:31:01,0.0,AB56,L,2577074.0
73,,,,,,
73,Completed,2018-02-01 09:48:52,0.0,AB56,L,2578145.0
74,Creation,2018-06-15 09:25:03,1.0,AB34,L,14154316.0
74,Letter,2018-06-20 00:00:00,1.0,AB34,L,14552413.0
74,DeviceReceived,2018-06-20 10:35:25,1.0,AB34,L,14590538.0
74,InDelivery,2018-06-25 00:00:00,1.0,AB34,L,14984413.0
74,,,,,,
74,,,,,,
74,,,,,,
74,,,,,,
74,,,,,,
75,Creation,2018-06-15 10:11:21,0.0,AB52,L,14157094.0
75,NoteHotline,2018-06-15 10:12:53,0.0,AB52,L,14157186.0
75,,,,,,
75,,,,,,
75,NoteWorkshop,2018-06-22 11:08:10,0.0,AB52,L,14765303.0
75,InDelivery,2018-07-23 00:00:00,0.0,AB52,L,17403613.0
75,Completed,2018-07-23 08:35:05,0.0,AB52,L,17434518.0
76,Creation,2018-06-15 10:51:28,0.0,AB20,L,14159501.0
76,Letter,2018-06-20 00:00:00,0.0,AB20,L,14552413.0
76,DeviceReceived,2018-06-20 10:24:38,0.0,AB20,L,14589891.0
76,InDelivery,2018-06-26 00:00:00,0.0,AB20,L,15070813.0
76,Completed,2018-06-26 07:57:50,0.0,AB20,L,15099483.0
77,Creation,2018-06-15 11:00:27,1.0,AB22,E,14160040.0
77,,,,,,
77,,,,,,
77,,,,,,
77,,,,,,
77,NoteWorkshop,2018-06-19 11:04:10,1.0,AB22,E,14505863.0
77,,,,,,
78,Creation,2018-01-02 15:45:20,0.0,AB53,E,7533.0
78,Letter,2018-01-08 00:00:00,0.0,AB53,E,469213.0
78,DeviceReceived,2018-01-08 13:09:13,0.0,AB53,E,516566.0
78,,,,,,
78,,,,,,
78,Completed,2018-01-17 10:47:06,0.0,AB53,E,1285639.0
79,,,,,,
79,,,,,,
79,Letter,2018-01-24 00:00:00,0.0,AB52,L,1851613.0
79,,,,,,
79,,,,,,
79,,,,,,
79,InDelivery,2018-01-30 00:00:00,0.0,AB52,L,2370013.0
79,Completed,2018-01-30 10:22:06,0.0,AB52,L,2407339.0
80,Creation,2018-06-15 11:38:15,0.0,AB52,L,14162308.0
80,,,,,,
80,InDelivery,2018-06-25 00:00:00,0.0,AB52,L,14984413.0
80,Transmission,2018-06-25 08:40:38,0.0,AB52,L,15015651.0
80,,,,,,
80,NoteHotline,2018-06-25 09:38:58,0.0,AB52,L,15019151.0
80,Completed,2018-06-25 10:01:35,0.0,AB52,L,15020508.0
81,Creation,2018-06-15 12:29:05,1.0,AB26,L,14165358.0
81,DeviceReceived,2018-06-23 09:39:09,1.0,AB26,L,14846362.0
81,,,,,,
81,Transmission,2018-06-26 11:11:26,1.0,AB26,L,15111099.0
81,,,,,,
81,,,,,,
81,,,,,,
81,,,,,,
82,,,,,,
82,,,,,,
82,DeviceReceived,2018-06-19 10:32:54,1.0,AB44,E,14503987.0
82,,,,,,
82,,,,,,
82,NoteWorkshop,2018-06-20 12:05:45,1.0,AB44,E,14595958.0
