CaseID,Activity,CompleteTimestamp,CumTimeInterval
26,Activity D,1970-01-01 12:00:00,10800.0
26,,,
26,Activity K,1970-01-01 14:00:00,18000.0
26,,,
26,Activity M,1970-01-01 14:00:00,18000.0
26,,,
26,Activity J,1970-01-01 15:00:00,21600.0
26,,,
26,Activity N,1970-01-01 15:00:00,21600.0
26,,,
26,Activity F,1970-01-01 17:00:00,28800.0
27,,,
27,Activity B,1970-01-01 10:00:00,3600.0
27,,,
27,Activity D,1970-01-01 12:00:00,10800.0
27,,,
27,Activity G,1970-01-01 14:00:00,18000.0
27,,,
27,Activity M,1970-01-01 14:00:00,18000.0
27,,,
27,Activity J,1970-01-01 15:00:00,21600.0
27,,,
27,Activity N,1970-01-01 15:00:00,21600.0
27,,,
27,Activity F,1970-01-01 17:00:00,28800.0
28,,,
28,Activity B,1970-01-01 10:00:00,3600.0
28,,,
28,Activity D,1970-01-01 12:00:00,10800.0
28,,,
28,Activity K,1970-01-01 14:00:00,18000.0
28,,,
28,Activity G,1970-01-01 14:00:00,18000.0
28,,,
28,Activity N,1970-01-01 15:00:00,21600.0
28,,,
28,Activity I,1970-01-01 15:00:00,21600.0
28,,,
28,Activity F,1970-01-01 17:00:00,28800.0
29,,,
29,Activity B,1970-01-01 10:00:00,3600.0
29,,,
29,Activity D,1970-01-01 12:00:00,10800.0
29,,,
29,Activity G,1970-01-01 14:00:00,18000.0
29,,,
29,Activity K,1970-01-01 14:00:00,18000.0
29,,,
29,Activity I,1970-01-01 15:00:00,21600.0
29,,,
29,Activity L,1970-01-01 15:00:00,21600.0
29,,,
29,Activity F,1970-01-01 17:00:00,28800.0
30,,,
30,Activity B,1970-01-01 10:00:00,3600.0
30,,,
30,Activity D,1970-01-01 12:00:00,10800.0
30,,,
30,Activity G,1970-01-01 14:00:00,18000.0
30,,,
30,Activity K,1970-01-01 14:00:00,18000.0
30,,,
30,Activity J,1970-01-01 15:00:00,21600.0
30,,,
30,Activity L,1970-01-01 15:00:00,21600.0
30,,,
30,Activity F,1970-01-01 17:00:00,28800.0
31,,,
31,Activity B,1970-01-01 10:00:00,3600.0
31,,,
31,Activity D,1970-01-01 12:00:00,10800.0
31,,,
31,Activity K,1970-01-01 14:00:00,18000.0
31,,,
31,Activity M,1970-01-01 14:00:00,18000.0
31,,,
31,Activity J,1970-01-01 15:00:00,21600.0
31,,,
31,Activity N,1970-01-01 15:00:00,21600.0
31,,,
31,Activity F,1970-01-01 17:00:00,28800.0
32,,,
32,Activity B,1970-01-01 10:00:00,3600.0
32,,,
32,Activity D,1970-01-01 12:00:00,10800.0
32,,,
32,Activity K,1970-01-01 14:00:00,18000.0
32,,,
32,Activity M,1970-01-01 14:00:00,18000.0
32,,,
32,Activity I,1970-01-01 15:00:00,21600.0
32,,,
32,Activity N,1970-01-01 15:00:00,21600.0
32,,,
32,Activity F,1970-01-01 17:00:00,28800.0
33,,,
33,Activity B,1970-01-01 10:00:00,3600.0
33,,,
33,Activity D,1970-01-01 12:00:00,10800.0
33,,,
33,Activity G,1970-01-01 14:00:00,18000.0
33,,,
33,Activity K,1970-01-01 14:00:00,18000.0
33,,,
33,Activity I,1970-01-01 15:00:00,21600.0
33,,,
33,Activity L,1970-01-01 15:00:00,21600.0
33,,,
33,Activity F,1970-01-01 17:00:00,28800.0
34,,,
34,Activity B,1970-01-01 10:00:00,3600.0
34,,,
34,Activity D,1970-01-01 12:00:00,10800.0
34,,,
34,Activity G,1970-01-01 14:00:00,18000.0
34,,,
34,Activity K,1970-01-01 14:00:00,18000.0
34,,,
34,Activity I,1970-01-01 15:00:00,21600.0
34,,,
34,Activity L,1970-01-01 15:00:00,21600.0
34,,,
34,Activity F,1970-01-01 17:00:00,28800.0
35,,,
35,Activity B,1970-01-01 10:00:00,3600.0
35,,,
35,Activity D,1970-01-01 12:00:00,10800.0
35,,,
35,Activity K,1970-01-01 14:00:00,18000.0
35,,,
35,Activity G,1970-01-01 14:00:00,18000.0
35,,,
35,Activity N,1970-01-01 15:00:00,21600.0
35,,,
35,Activity J,1970-01-01 15:00:00,21600.0
35,,,
35,Activity F,1970-01-01 17:00:00,28800.0
36,,,
36,Activity B,1970-01-01 10:00:00,3600.0
36,,,
36,Activity D,1970-01-01 12:00:00,10800.0
36,,,
36,Activity M,1970-01-01 14:00:00,18000.0
36,,,
36,Activity K,1970-01-01 14:00:00,18000.0
36,,,
36,Activity I,1970-01-01 15:00:00,21600.0
36,,,
36,Activity L,1970-01-01 15:00:00,21600.0
36,,,
36,Activity F,1970-01-01 17:00:00,28800.0
37,,,
37,Activity B,1970-01-01 10:00:00,3600.0
37,,,
37,Activity D,1970-01-01 12:00:00,10800.0
37,,,
37,Activity K,1970-01-01 14:00:00,18000.0
37,,,
37,Activity G,1970-01-01 14:00:00,18000.0
37,,,
37,Activity N,1970-01-01 15:00:00,21600.0
37,,,
37,Activity J,1970-01-01 15:00:00,21600.0
37,,,
37,Activity F,1970-01-01 17:00:00,28800.0
38,,,
38,Activity B,1970-01-01 10:00:00,3600.0
38,,,
38,Activity D,1970-01-01 12:00:00,10800.0
38,,,
38,Activity M,1970-01-01 14:00:00,18000.0
38,,,
38,Activity G,1970-01-01 14:00:00,18000.0
38,,,
38,Activity L,1970-01-01 15:00:00,21600.0
38,,,
38,Activity J,1970-01-01 15:00:00,21600.0
38,,,
38,Activity F,1970-01-01 17:00:00,28800.0
39,,,
39,Activity B,1970-01-01 10:00:00,3600.0
39,,,
39,Activity D,1970-01-01 12:00:00,10800.0
39,,,
39,Activity M,1970-01-01 14:00:00,18000.0
39,,,
39,Activity G,1970-01-01 14:00:00,18000.0
39,,,
39,Activity L,1970-01-01 15:00:00,21600.0
39,,,
39,Activity I,1970-01-01 15:00:00,21600.0
39,,,
39,Activity F,1970-01-01 17:00:00,28800.0
40,,,
40,Activity B,1970-01-01 10:00:00,3600.0
40,,,
40,Activity D,1970-01-01 12:00:00,10800.0
40,,,
40,Activity K,1970-01-01 14:00:00,18000.0
40,,,
40,Activity M,1970-01-01 14:00:00,18000.0
40,,,
40,Activity J,1970-01-01 15:00:00,21600.0
40,,,
40,Activity N,1970-01-01 15:00:00,21600.0
40,,,
40,Activity F,1970-01-01 17:00:00,28800.0
41,,,
41,Activity B,1970-01-01 10:00:00,3600.0
41,,,
41,Activity D,1970-01-01 12:00:00,10800.0
41,,,
41,Activity M,1970-01-01 14:00:00,18000.0
41,,,
41,Activity G,1970-01-01 14:00:00,18000.0
41,,,
41,Activity L,1970-01-01 15:00:00,21600.0
41,,,
41,Activity J,1970-01-01 15:00:00,21600.0
41,,,
41,Activity F,1970-01-01 17:00:00,28800.0
42,,,
42,Activity B,1970-01-01 10:00:00,3600.0
42,,,
42,Activity D,1970-01-01 12:00:00,10800.0
42,,,
42,Activity G,1970-01-01 14:00:00,18000.0
42,,,
42,Activity K,1970-01-01 14:00:00,18000.0
42,,,
42,Activity I,1970-01-01 15:00:00,21600.0
42,,,
42,Activity L,1970-01-01 15:00:00,21600.0
42,,,
42,Activity F,1970-01-01 17:00:00,28800.0
43,,,
43,Activity B,1970-01-01 10:00:00,3600.0
43,,,
43,Activity D,1970-01-01 12:00:00,10800.0
43,,,
43,Activity G,1970-01-01 14:00:00,18000.0
43,,,
43,Activity K,1970-01-01 14:00:00,18000.0
43,,,
43,Activity I,1970-01-01 15:00:00,21600.0
43,,,
43,Activity L,1970-01-01 15:00:00,21600.0
43,,,
43,Activity F,1970-01-01 17:00:00,28800.0
44,,,
44,Activity B,1970-01-01 10:00:00,3600.0
44,,,
44,Activity D,1970-01-01 12:00:00,10800.0
44,,,
44,Activity M,1970-01-01 14:00:00,18000.0
44,,,
44,Activity G,1970-01-01 14:00:00,18000.0
44,,,
44,Activity L,1970-01-01 15:00:00,21600.0
44,,,
44,Activity I,1970-01-01 15:00:00,21600.0
44,,,
44,Activity F,1970-01-01 17:00:00,28800.0
45,,,
45,Activity B,1970-01-01 10:00:00,3600.0
45,,,
45,Activity D,1970-01-01 12:00:00,10800.0
45,,,
45,Activity M,1970-01-01 14:00:00,18000.0
45,,,
45,Activity K,1970-01-01 14:00:00,18000.0
45,,,
45,Activity I,1970-01-01 15:00:00,21600.0
45,,,
45,Activity L,1970-01-01 15:00:00,21600.0
45,,,
45,Activity F,1970-01-01 17:00:00,28800.0
46,,,
46,Activity B,1970-01-01 10:00:00,3600.0
46,,,
46,Activity D,1970-01-01 12:00:00,10800.0
46,,,
46,Activity K,1970-01-01 14:00:00,18000.0
46,,,
46,Activity G,1970-01-01 14:00:00,18000.0
46,,,
46,Activity N,1970-01-01 15:00:00,21600.0
46,,,
46,Activity J,1970-01-01 15:00:00,21600.0
46,,,
46,Activity F,1970-01-01 17:00:00,28800.0
47,,,
47,Activity B,1970-01-01 10:00:00,3600.0
47,,,
47,Activity D,1970-01-01 12:00:00,10800.0
47,,,
47,Activity M,1970-01-01 14:00:00,18000.0
47,,,
47,Activity K,1970-01-01 14:00:00,18000.0
47,,,
47,Activity J,1970-01-01 15:00:00,21600.0
47,,,
47,Activity L,1970-01-01 15:00:00,21600.0
47,,,
47,Activity F,1970-01-01 17:00:00,28800.0
48,,,
48,Activity B,1970-01-01 10:00:00,3600.0
48,,,
48,Activity D,1970-01-01 12:00:00,10800.0
48,,,
48,Activity M,1970-01-01 14:00:00,18000.0
48,,,
48,Activity K,1970-01-01 14:00:00,18000.0
48,,,
48,Activity I,1970-01-01 15:00:00,21600.0
48,,,
48,Activity L,1970-01-01 15:00:00,21600.0
48,,,
48,Activity F,1970-01-01 17:00:00,28800.0
49,,,
49,Activity B,1970-01-01 10:00:00,3600.0
49,,,
49,Activity D,1970-01-01 12:00:00,10800.0
49,,,
49,Activity M,1970-01-01 14:00:00,18000.0
49,,,
49,Activity G,1970-01-01 14:00:00,18000.0
49,,,
49,Activity L,1970-01-01 15:00:00,21600.0
49,,,
49,Activity J,1970-01-01 15:00:00,21600.0
49,,,
49,Activity F,1970-01-01 17:00:00,28800.0
50,,,
50,Activity B,1970-01-01 10:00:00,3600.0
50,,,
50,Activity D,1970-01-01 12:00:00,10800.0
50,,,
50,Activity G,1970-01-01 14:00:00,18000.0
50,,,
50,Activity K,1970-01-01 14:00:00,18000.0
50,,,
50,Activity I,1970-01-01 15:00:00,21600.0
50,,,
50,Activity L,1970-01-01 15:00:00,21600.0
50,,,
50,Activity F,1970-01-01 17:00:00,28800.0
51,,,
51,Activity B,1970-01-01 10:00:00,3600.0
51,,,
51,Activity D,1970-01-01 12:00:00,10800.0
51,,,
51,Activity M,1970-01-01 14:00:00,18000.0
51,,,
51,Activity G,1970-01-01 14:00:00,18000.0
51,,,
51,Activity L,1970-01-01 15:00:00,21600.0
51,,,
51,Activity I,1970-01-01 15:00:00,21600.0
51,,,
51,Activity F,1970-01-01 17:00:00,28800.0
52,,,
52,Activity B,1970-01-01 10:00:00,3600.0
52,,,
52,Activity D,1970-01-01 12:00:00,10800.0
52,,,
52,Activity G,1970-01-01 14:00:00,18000.0
52,,,
52,Activity K,1970-01-01 14:00:00,18000.0
52,,,
52,Activity I,1970-01-01 15:00:00,21600.0
52,,,
52,Activity L,1970-01-01 15:00:00,21600.0
52,,,
52,Activity F,1970-01-01 17:00:00,28800.0
53,,,
53,Activity B,1970-01-01 10:00:00,3600.0
53,,,
53,Activity D,1970-01-01 12:00:00,10800.0
53,,,
53,Activity G,1970-01-01 14:00:00,18000.0
53,,,
53,Activity K,1970-01-01 14:00:00,18000.0
53,,,
53,Activity I,1970-01-01 15:00:00,21600.0
53,,,
53,Activity L,1970-01-01 15:00:00,21600.0
53,,,
53,Activity F,1970-01-01 17:00:00,28800.0
54,,,
54,Activity B,1970-01-01 10:00:00,3600.0
54,,,
54,Activity D,1970-01-01 12:00:00,10800.0
54,,,
54,Activity M,1970-01-01 14:00:00,18000.0
54,,,
54,Activity G,1970-01-01 14:00:00,18000.0
54,,,
54,Activity L,1970-01-01 15:00:00,21600.0
54,,,
54,Activity J,1970-01-01 15:00:00,21600.0
54,,,
54,Activity F,1970-01-01 17:00:00,28800.0
55,,,
55,Activity B,1970-01-01 10:00:00,3600.0
55,,,
55,Activity D,1970-01-01 12:00:00,10800.0
55,,,
55,Activity M,1970-01-01 14:00:00,18000.0
55,,,
55,Activity K,1970-01-01 14:00:00,18000.0
55,,,
55,Activity J,1970-01-01 15:00:00,21600.0
55,,,
55,Activity L,1970-01-01 15:00:00,21600.0
55,,,
55,Activity F,1970-01-01 17:00:00,28800.0
56,,,
56,Activity B,1970-01-01 10:00:00,3600.0
56,,,
56,Activity D,1970-01-01 12:00:00,10800.0
56,,,
56,Activity G,1970-01-01 14:00:00,18000.0
56,,,
56,Activity K,1970-01-01 14:00:00,18000.0
56,,,
56,Activity I,1970-01-01 15:00:00,21600.0
56,,,
56,Activity L,1970-01-01 15:00:00,21600.0
56,,,
56,Activity F,1970-01-01 17:00:00,28800.0
57,,,
57,Activity B,1970-01-01 10:00:00,3600.0
57,,,
57,Activity D,1970-01-01 12:00:00,10800.0
57,,,
57,Activity K,1970-01-01 14:00:00,18000.0
57,,,
57,Activity G,1970-01-01 14:00:00,18000.0
57,,,
57,Activity N,1970-01-01 15:00:00,21600.0
57,,,
57,Activity J,1970-01-01 15:00:00,21600.0
57,,,
57,Activity F,1970-01-01 17:00:00,28800.0
58,,,
58,Activity B,1970-01-01 10:00:00,3600.0
58,,,
58,Activity D,1970-01-01 12:00:00,10800.0
58,,,
58,Activity K,1970-01-01 14:00:00,18000.0
58,,,
58,Activity G,1970-01-01 14:00:00,18000.0
58,,,
58,Activity N,1970-01-01 15:00:00,21600.0
58,,,
58,Activity J,1970-01-01 15:00:00,21600.0
58,,,
58,Activity F,1970-01-01 17:00:00,28800.0
59,,,
59,Activity B,1970-01-01 10:00:00,3600.0
59,,,
59,Activity D,1970-01-01 12:00:00,10800.0
59,,,
59,Activity M,1970-01-01 14:00:00,18000.0
59,,,
59,Activity K,1970-01-01 14:00:00,18000.0
59,,,
59,Activity I,1970-01-01 15:00:00,21600.0
59,,,
59,Activity L,1970-01-01 15:00:00,21600.0
59,,,
59,Activity F,1970-01-01 17:00:00,28800.0
60,,,
60,Activity B,1970-01-01 10:00:00,3600.0
60,,,
60,Activity D,1970-01-01 12:00:00,10800.0
60,,,
60,Activity K,1970-01-01 14:00:00,18000.0
60,,,
60,Activity G,1970-01-01 14:00:00,18000.0
60,,,
60,Activity N,1970-01-01 15:00:00,21600.0
60,,,
60,Activity J,1970-01-01 15:00:00,21600.0
60,,,
60,Activity F,1970-01-01 17:00:00,28800.0
61,,,
61,Activity B,1970-01-01 10:00:00,3600.0
61,,,
61,Activity D,1970-01-01 12:00:00,10800.0
61,,,
61,Activity M,1970-01-01 14:00:00,18000.0
61,,,
61,Activity G,1970-01-01 14:00:00,18000.0
61,,,
61,Activity L,1970-01-01 15:00:00,21600.0
61,,,
61,Activity J,1970-01-01 15:00:00,21600.0
61,,,
61,Activity F,1970-01-01 17:00:00,28800.0
62,,,
62,Activity B,1970-01-01 10:00:00,3600.0
62,,,
62,Activity D,1970-01-01 12:00:00,10800.0
62,,,
62,Activity K,1970-01-01 14:00:00,18000.0
62,,,
62,Activity G,1970-01-01 14:00:00,18000.0
62,,,
62,Activity N,1970-01-01 15:00:00,21600.0
62,,,
62,Activity J,1970-01-01 15:00:00,21600.0
62,,,
62,Activity F,1970-01-01 17:00:00,28800.0
63,,,
63,Activity B,1970-01-01 10:00:00,3600.0
63,,,
63,Activity D,1970-01-01 12:00:00,10800.0
63,,,
63,Activity K,1970-01-01 14:00:00,18000.0
63,,,
63,Activity G,1970-01-01 14:00:00,18000.0
63,,,
63,Activity N,1970-01-01 15:00:00,21600.0
63,,,
63,Activity J,1970-01-01 15:00:00,21600.0
63,,,
63,Activity F,1970-01-01 17:00:00,28800.0
64,,,
64,Activity B,1970-01-01 10:00:00,3600.0
64,,,
64,Activity D,1970-01-01 12:00:00,10800.0
64,,,
64,Activity M,1970-01-01 14:00:00,18000.0
64,,,
64,Activity K,1970-01-01 14:00:00,18000.0
64,,,
64,Activity J,1970-01-01 15:00:00,21600.0
64,,,
64,Activity L,1970-01-01 15:00:00,21600.0
64,,,
64,Activity F,1970-01-01 17:00:00,28800.0
65,,,
65,Activity B,1970-01-01 10:00:00,3600.0
65,,,
65,Activity D,1970-01-01 12:00:00,10800.0
65,,,
65,Activity K,1970-01-01 14:00:00,18000.0
65,,,
65,Activity M,1970-01-01 14:00:00,18000.0
65,,,
65,Activity I,1970-01-01 15:00:00,21600.0
65,,,
65,Activity N,1970-01-01 15:00:00,21600.0
65,,,
65,Activity F,1970-01-01 17:00:00,28800.0
66,,,
66,Activity B,1970-01-01 10:00:00,3600.0
66,,,
66,Activity D,1970-01-01 12:00:00,10800.0
66,,,
66,Activity K,1970-01-01 14:00:00,18000.0
66,,,
66,Activity M,1970-01-01 14:00:00,18000.0
66,,,
66,Activity J,1970-01-01 15:00:00,21600.0
66,,,
66,Activity N,1970-01-01 15:00:00,21600.0
66,,,
66,Activity F,1970-01-01 17:00:00,28800.0
67,,,
67,Activity B,1970-01-01 10:00:00,3600.0
67,,,
67,Activity D,1970-01-01 12:00:00,10800.0
67,,,
